biosequence_name,is_covering,presence_level,probability,confidence,n_observations,norm_PSMs_per_100K,n_distinct_peptides,chromosome,genetic_locus,start_in_chromosome,end_in_chromosome,strand,relationship_phrase,reference_biosequence,represented_by_biosequence_id,group_number,seq_unique_prots_in_group,protein_group_seq_align_link,is_keratin,is_immunoglobulin,biosequence_description,organism_full_name
P42262-2,C,canonical,  1.000,  1.000,24,  1.497,17,4,4q32.1,158141916,158285097,+,,,P42262-2,872,13,,,,GRIA2_HUMAN Isoform Flip of Glutamate receptor 2 OS=Homo sapiens GN=GRIA2,Homo sapiens
Q9Y6N8,C,canonical,  1.000,  1.000,57,  4.398,18,5,5p14.1,24487209,24645087,-,,,Q9Y6N8,873,2,,,,CAD10_HUMAN Cadherin-10 OS=Homo sapiens GN=CDH10 PE=1 SV=2 CONCAT=12,Homo sapiens
P01040,C,canonical,  1.000,  1.000,99, 41.464,10,3,3q21.1,122044091,122060819,+,,,P01040,874,2,,,,CYTA_HUMAN Cystatin-A OS=Homo sapiens GN=CSTA PE=1 SV=1 CONCAT=3,Homo sapiens
O75781,C,canonical,  1.000,  1.000,8,  0.977,6,19,19p13.3,708953,748328,+,,,O75781,875,4,,,,PALM_HUMAN Paralemmin-1 OS=Homo sapiens GN=PALM PE=1 SV=2 CONCAT=5,Homo sapiens
Q9H6D8,C,canonical,  0.011,  1.000,3,  0.733,2,2,2p23.3,27714750,27718112,-,,,Q9H6D8,876,2,,,,FNDC4_HUMAN Fibronectin type III domain-containing protein 4 OS=Homo sapiens GN=FNDC4 PE=2 SV=1 CONCAT=5,Homo sapiens
O95196,C,canonical,  1.000,  1.000,43,  6.635,7,3,3p21.31,47603729,47622282,-,,,O95196,877,5,,,,CSPG5_HUMAN Chondroitin sulfate proteoglycan 5 OS=Homo sapiens GN=CSPG5 PE=1 SV=3 CONCAT=8,Homo sapiens
P00488,C,canonical,  1.000,  1.000,22,  1.792,15,6,6p25.1,6144318,6321067,-,,,P00488,878,13,,,,F13A_HUMAN Coagulation factor XIII A chain OS=Homo sapiens GN=F13A1 PE=1 SV=4 CONCAT=17,Homo sapiens
Q86XX4,C,canonical,  1.000,  1.000,5,  0.082,5,4,4q21.21,78978724,79462278,+,,,Q86XX4,879,11,,,,FRAS1_HUMAN Extracellular matrix protein FRAS1 OS=Homo sapiens GN=FRAS1 PE=1 SV=2 CONCAT=23,Homo sapiens
P15848,C,canonical,  1.000,  1.000,6,  0.628,3,5,5q14.1,78073032,78281608,-,,,P15848,880,2,,,,ARSB_HUMAN Arylsulfatase B OS=Homo sapiens GN=ARSB PE=1 SV=1 CONCAT=38,Homo sapiens
O75340,C,canonical,  1.000,  1.000,2,  0.586,2,5,5p15.33,271736,315089,+,,,O75340,881,3,,,,PDCD6_HUMAN Programmed cell death protein 6 OS=Homo sapiens GN=PDCD6 PE=1 SV=1 CONCAT=3,Homo sapiens
Q86SF2,C,canonical,  1.000,  1.000,135, 10.994,33,4,4q34.1,174089904,174245118,+,,,Q86SF2,882,5,,,,GALT7_HUMAN N-acetylgalactosaminyltransferase 7 OS=Homo sapiens GN=GALNT7 PE=1 SV=1 CONCAT=1,Homo sapiens
Q9UBS4,C,canonical,  1.000,  1.000,4,  0.690,4,3,3q27.3,186288467,186303588,+,,,Q9UBS4,883,3,,,,DJB11_HUMAN DnaJ homolog subfamily B member 11 OS=Homo sapiens GN=DNAJB11 PE=1 SV=1 CONCAT=7,Homo sapiens
P51149,C,canonical,  1.000,  1.000,5,  1.047,4,3,3q21.3,128444965,128533639,+,,,P51149,884,7,,,,RAB7A_HUMAN Ras-related protein Rab-7a OS=Homo sapiens GN=RAB7A PE=1 SV=1 CONCAT=7,Homo sapiens
O76061,C,canonical,  1.000,  1.000,20,  4.886,8,5,5q35.1,172741716,172756506,-,,,O76061,885,3,,,,STC2_HUMAN Stanniocalcin-2 OS=Homo sapiens GN=STC2 PE=1 SV=1 CONCAT=6,Homo sapiens
P24821-4,C,canonical,  1.000,  1.000,76,  2.044,45,9,9q33.1,117782806,117880486,-,,,P24821-4,886,14,,,,TENA_HUMAN Isoform 4 of Tenascin OS=Homo sapiens GN=TNC,Homo sapiens
P02760,C,canonical,  0.190,  1.000,1271,219.193,58,9,9q32,116822407,116840752,-,,,P02760,887,5,,,,AMBP_HUMAN Protein AMBP OS=Homo sapiens GN=AMBP PE=1 SV=1 CONCAT=14,Homo sapiens
P21796,C,canonical,  1.000,  1.000,27,  4.656,15,5,5q31.1,133307606,133340824,-,,,P21796,888,4,,,,VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens GN=VDAC1 PE=1 SV=2 CONCAT=2,Homo sapiens
Q99985,C,canonical,  1.000,  1.000,39,  2.858,21,7,7q21.11,80371854,80548667,-,,,Q99985,889,4,,,,SEM3C_HUMAN Semaphorin-3C OS=Homo sapiens GN=SEMA3C PE=1 SV=2 CONCAT=8,Homo sapiens
Q14563,C,canonical,  1.000,  1.000,25,  1.788,15,7,7q21.11,83585093,83824217,-,,,Q14563,890,2,,,,SEM3A_HUMAN Semaphorin-3A OS=Homo sapiens GN=SEMA3A PE=1 SV=1 CONCAT=15,Homo sapiens
P31937,C,canonical,  1.000,  1.000,16,  3.127,8,7,7p15.2,27565061,27702614,-,,,P31937,891,2,,,,"3HIDH_HUMAN 3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Homo sapiens GN=HIBADH PE=1 SV=2 CONCAT=3",Homo sapiens
P05937,C,canonical,  1.000,  1.000,53, 10.359,19,8,8q21.3,91070836,91095107,-,,,P05937,892,4,,,,CALB1_HUMAN Calbindin OS=Homo sapiens GN=CALB1 PE=1 SV=2 CONCAT=2,Homo sapiens
P30044,C,canonical,  1.000,  1.000,14,  3.157,6,11,11q13,0,0, ,,,P30044,893,4,,,,"PRDX5_HUMAN Peroxiredoxin-5, mitochondrial OS=Homo sapiens GN=PRDX5 PE=1 SV=4 CONCAT=6",Homo sapiens
Q15166,C,canonical,  1.000,  1.000,34,  4.984,11,7,7q21.3,94989256,95025673,-,,,Q15166,894,4,,,,PON3_HUMAN Serum paraoxonase/lactonase 3 OS=Homo sapiens GN=PON3 PE=1 SV=3 CONCAT=4,Homo sapiens
P47972,C,canonical,  1.000,  1.000,115, 14.048,24,7,7q22.1,98246609,98259180,+,,,P47972,895,2,,,,NPTX2_HUMAN Neuronal pentraxin-2 OS=Homo sapiens GN=NPTX2 PE=1 SV=2 CONCAT=6,Homo sapiens
Q9P0K1-2,C,canonical,  1.000,  1.000,251, 15.331,50,7,7q21.12,87563702,87825897,+,,,Q9P0K1-2,896,13,,,,ADA22_HUMAN Isoform 2 of Disintegrin and metalloproteinase domain-containing protein 22 OS=Homo sapiens GN=ADAM22,Homo sapiens
Q9Y3B8,C,canonical,  1.000,  1.000,2,  0.451,2,11,11q23.2,114310108,114321001,+,,,Q9Y3B8,897,9,,,,"ORN_HUMAN Oligoribonuclease, mitochondrial OS=Homo sapiens GN=REXO2 PE=1 SV=3 CONCAT=4",Homo sapiens
O60477,C,canonical,  1.000,  1.000,11,  0.827,9,9,9q33.1,121928908,122131745,-,,,O60477,898,4,,,,BRNP1_HUMAN BMP/retinoic acid-inducible neural-specific protein 1 OS=Homo sapiens GN=BRINP1 PE=1 SV=2 CONCAT=10,Homo sapiens
P02790,C,canonical,  0.649,  1.000,10707,1364.81,214,11,11p15.4,6452279,6462294,-,,,P02790,899,13,,,,HEMO_HUMAN Hemopexin OS=Homo sapiens GN=HPX PE=1 SV=2 CONCAT=8,Homo sapiens
Q6NUS6,C,canonical,  1.000,  1.000,5,  0.611,5,10,10q24.1,0,0, ,,,Q6NUS6,900,10,,,,TECT3_HUMAN Tectonic-3 OS=Homo sapiens GN=TCTN3 PE=1 SV=2 CONCAT=7,Homo sapiens
O75093,C,canonical,  1.000,  1.000,4,  0.168,3,10,10q24.1,98757795,98945677,-,,,O75093,901,7,,,,SLIT1_HUMAN Slit homolog 1 protein OS=Homo sapiens GN=SLIT1 PE=2 SV=4 CONCAT=7,Homo sapiens
P35625,C,canonical,  0.029,  1.000,10,  2.443,8,22,22q12.3,33197687,33259030,+,,,P35625,902,4,,,,TIMP3_HUMAN Metalloproteinase inhibitor 3 OS=Homo sapiens GN=TIMP3 PE=1 SV=2 CONCAT=11,Homo sapiens
Q9BXN2,C,canonical,  1.000,  1.000,3,  0.733,2,12,12p13.2,0,0, ,,,Q9BXN2,903,7,,,,CLC7A_HUMAN C-type lectin domain family 7 member A OS=Homo sapiens GN=CLEC7A PE=1 SV=1 CONCAT=2,Homo sapiens
Q9BQT9,C,canonical,  1.000,  1.000,222, 15.874,40,12,12p13.31,7282795,7311541,+,,,Q9BQT9,904,11,,,,CSTN3_HUMAN Calsyntenin-3 OS=Homo sapiens GN=CLSTN3 PE=1 SV=1 CONCAT=8,Homo sapiens
Q6UW01,C,canonical,  0.048,  1.000,49, 15.962,10,14,14q12,24895738,24898731,-,,,Q6UW01,905,3,,,,CBLN3_HUMAN Cerebellin-3 OS=Homo sapiens GN=CBLN3 PE=1 SV=1 CONCAT=6,Homo sapiens
Q16799,C,canonical,  1.000,  1.000,8,  0.670,8,14,14q23.1,60062695,60337684,-,,,Q16799,906,2,,,,RTN1_HUMAN Reticulon-1 OS=Homo sapiens GN=RTN1 PE=1 SV=1 CONCAT=3,Homo sapiens
P09958,C,canonical,  1.000,  1.000,4,  0.326,4,15,15q26.1,91411822,91426688,+,,,P09958,907,2,,,,FURIN_HUMAN Furin OS=Homo sapiens GN=FURIN PE=1 SV=2 CONCAT=12,Homo sapiens
P46940,C,canonical,  1.000,  1.000,5,  0.175,5,15,15q26.1,90931450,91045475,+,,,P46940,908,3,,,,IQGA1_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1 CONCAT=3,Homo sapiens
P80404,C,canonical,  1.000,  1.000,5,  0.444,4,16,16p13.2,8768422,8878432,+,,,P80404,909,5,,,,"GABT_HUMAN 4-aminobutyrate aminotransferase, mitochondrial OS=Homo sapiens GN=ABAT PE=1 SV=3 CONCAT=6",Homo sapiens
P55290-4,C,canonical,  1.000,  1.000,369, 29.239,42,16,16q23.3,82660570,83828981,+,,,P55290-4,910,13,,,,CAD13_HUMAN Isoform 4 of Cadherin-13 OS=Homo sapiens GN=CDH13,Homo sapiens
P34059,C,canonical,  1.000,  1.000,39,  4.235,18,16,16q24.3,88880142,88923374,-,,,P34059,911,4,,,,GALNS_HUMAN N-acetylgalactosamine-6-sulfatase OS=Homo sapiens GN=GALNS PE=1 SV=1 CONCAT=127,Homo sapiens
Q00610,C,canonical,  1.000,  1.000,32,  1.042,29,17,17q23.1,57697219,57773671,+,,,Q00610,912,21,,,,CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5 CONCAT=2,Homo sapiens
P19022,C,canonical,  0.150,  1.000,495, 37.211,34,18,18q12.1,25530930,25757410,-,,,P19022,913,6,,,,CADH2_HUMAN Cadherin-2 OS=Homo sapiens GN=CDH2 PE=1 SV=4 CONCAT=16,Homo sapiens
Q10472,C,canonical,  1.000,  1.000,81,  8.189,28,18,18q12.2,33234524,33291798,+,,,Q10472,914,9,,,,GALT1_HUMAN Polypeptide N-acetylgalactosaminyltransferase 1 OS=Homo sapiens GN=GALNT1 PE=1 SV=1 CONCAT=4,Homo sapiens
Q8IUC8,C,canonical,  1.000,  1.000,78,  7.885,26,2,2q23.3,154728426,155310361,+,,,Q10472,914,9,,,,GLT13_HUMAN Polypeptide N-acetylgalactosaminyltransferase 13 OS=Homo sapiens GN=GALNT13 PE=2 SV=2 CONCAT=2,Homo sapiens
P52565,C,canonical,  1.000,  1.000,15,  5.497,7,17,17q25.3,79825597,79829282,-,,,P52565,915,8,,,,GDIR1_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens GN=ARHGDIA PE=1 SV=3 CONCAT=3,Homo sapiens
Q9Y6Q6,C,canonical,  1.000,  1.000,5,  0.505,3,18,18q21.33,59992520,60054892,+,,,Q9Y6Q6,916,7,,,,TNR11_HUMAN Tumor necrosis factor receptor superfamily member 11A OS=Homo sapiens GN=TNFRSF11A PE=1 SV=1 CONCAT=17,Homo sapiens
P22692,C,canonical,  0.094,  1.000,168, 41.045,20,17,17q21.2,38599713,38613983,+,,,P22692,917,3,,,,IBP4_HUMAN Insulin-like growth factor-binding protein 4 OS=Homo sapiens GN=IGFBP4 PE=1 SV=2 CONCAT=8,Homo sapiens
Q9UBE0,C,canonical,  1.000,  1.000,3,  0.400,3,19,19q13.32,47634120,47713448,+,,,Q9UBE0,918,11,,,,SAE1_HUMAN SUMO-activating enzyme subunit 1 OS=Homo sapiens GN=SAE1 PE=1 SV=1 CONCAT=2,Homo sapiens
P50895,C,canonical,  1.000,  1.000,74,  6.381,19,19,19q13.32,45312360,45324671,+,,,P50895,919,4,,,,BCAM_HUMAN Basal cell adhesion molecule OS=Homo sapiens GN=BCAM PE=1 SV=2 CONCAT=14,Homo sapiens
P28072,C,canonical,  1.000,  1.000,5,  1.128,3,17,17p13.2,4699439,4701790,+,,,P28072,920,2,,,,PSB6_HUMAN Proteasome subunit beta type-6 OS=Homo sapiens GN=PSMB6 PE=1 SV=4 CONCAT=7,Homo sapiens
O75636,C,canonical,  1.000,  1.000,31,  5.680,11,1,1p36.11,27695603,27701315,-,,,O75636,921,3,,,,FCN3_HUMAN Ficolin-3 OS=Homo sapiens GN=FCN3 PE=1 SV=2 CONCAT=6,Homo sapiens
Q9GZM7,C,canonical,  1.000,  1.000,9,  1.147,7,1,1p35.2,32042136,32053287,+,,,Q9GZM7,922,7,,,,TINAL_HUMAN Tubulointerstitial nephritis antigen-like OS=Homo sapiens GN=TINAGL1 PE=1 SV=1 CONCAT=7,Homo sapiens
P28066,C,canonical,  1.000,  1.000,9,  2.399,6,1,1p13.3,109941653,109968973,-,,,P28066,923,2,,,,PSA5_HUMAN Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5 PE=1 SV=3 CONCAT=1,Homo sapiens
Q9HCU4,C,canonical,  1.000,  1.000,72,  1.530,36,1,1p13.3,109792641,109818372,+,,,Q9HCU4,924,5,,,,CELR2_HUMAN Cadherin EGF LAG seven-pass G-type receptor 2 OS=Homo sapiens GN=CELSR2 PE=1 SV=1 CONCAT=10,Homo sapiens
P12318,C,canonical,  1.000,  1.000,3,  0.733,3,1,1q23.3,161475220,161489358,+,,,P12318,925,17,,,,FCG2A_HUMAN Low affinity immunoglobulin gamma Fc region receptor II-a OS=Homo sapiens GN=FCGR2A PE=1 SV=4 CONCAT=10,Homo sapiens
Q5JTV8,C,canonical,  1.000,  1.000,7,  0.622,4,1,1q24.2,0,0, ,,,Q5JTV8,926,8,,,,TOIP1_HUMAN Torsin-1A-interacting protein 1 OS=Homo sapiens GN=TOR1AIP1 PE=1 SV=2 CONCAT=5,Homo sapiens
Q96RW7,C,canonical,  1.000,  1.000,66,  0.681,46,1,1q25.3,185703683,186160081,+,,,Q96RW7,927,10,,,,HMCN1_HUMAN Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2 CONCAT=17,Homo sapiens
Q6UY14,C,canonical,  1.000,  1.000,5,  0.248,4,1,1q21.3,150521898,150533408,+,,,Q6UY14,928,4,,,,ATL4_HUMAN ADAMTS-like protein 4 OS=Homo sapiens GN=ADAMTSL4 PE=1 SV=2 CONCAT=8,Homo sapiens
Q13444,C,canonical,  1.000,  1.000,11,  0.827,8,1,1q21.3,0,0, ,,,Q13444,929,15,,,,ADA15_HUMAN Disintegrin and metalloproteinase domain-containing protein 15 OS=Homo sapiens GN=ADAM15 PE=1 SV=4 CONCAT=13,Homo sapiens
P24666-2,C,canonical,  1.000,  1.000,6,  2.199,4,2,2p25,0,0, ,,,P24666-2,930,8,,,,PPAC_HUMAN Isoform 2 of Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens GN=ACP1,Homo sapiens
Q96C23,C,canonical,  1.000,  1.000,4,  0.652,2,2,2p22.1,38893052,38961910,+,,,Q96C23,931,6,,,,GALM_HUMAN Aldose 1-epimerase OS=Homo sapiens GN=GALM PE=1 SV=1 CONCAT=3,Homo sapiens
P27482,C,canonical,  1.000,  1.000,4,  1.066,3,10,10p15.1,5566924,5568225,+,,,P62158,932,15,,,,CALL3_HUMAN Calmodulin-like protein 3 OS=Homo sapiens GN=CALML3 PE=1 SV=2 CONCAT=1,Homo sapiens
P62158,C,canonical,  1.000,  1.000,26,  7.623,11,19,19q13.2-q13.3,0,0, ,,,P62158,932,15,,,,CALM_HUMAN Calmodulin OS=Homo sapiens GN=CALM1 PE=1 SV=2 CONCAT=5,Homo sapiens
Q9UIK5,C,canonical,  1.000,  1.000,6,  0.880,4,2,2q32,0,0, ,,,Q9UIK5,933,3,,,,TEFF2_HUMAN Tomoregulin-2 OS=Homo sapiens GN=TMEFF2 PE=1 SV=1 CONCAT=5,Homo sapiens
Q8WXB1,C,canonical,  1.000,  1.000,3,  0.880,3,2,2q33.3,208477467,208490102,-,,,Q8WXB1,934,6,,,,MT21A_HUMAN Protein N-lysine methyltransferase METTL21A OS=Homo sapiens GN=METTL21A PE=1 SV=2 CONCAT=2,Homo sapiens
Q8NBK3,C,canonical,  1.000,  1.000,6,  1.173,4,3,3p26.2,0,0, ,,,Q8NBK3,935,8,,,,SUMF1_HUMAN Sulfatase-modifying factor 1 OS=Homo sapiens GN=SUMF1 PE=1 SV=3 CONCAT=22,Homo sapiens
Q9UFP1,C,canonical,  1.000,  1.000,34,  3.115,15,3,3p22.1,43020759,43101703,+,,,Q9UFP1,936,2,,,,F198A_HUMAN Protein FAM198A OS=Homo sapiens GN=FAM198A PE=1 SV=3 CONCAT=8,Homo sapiens
Q96JA1,C,canonical,  1.000,  1.000,13,  0.625,9,3,3p14.1,66429221,66551356,-,,,Q96JA1,937,3,,,,LRIG1_HUMAN Leucine-rich repeats and immunoglobulin-like domains protein 1 OS=Homo sapiens GN=LRIG1 PE=1 SV=2 CONCAT=14,Homo sapiens
Q9Y2B0,C,canonical,  1.000,  1.000,7,  1.866,2,12,12q13.3,56704217,56710120,-,,,Q9Y2B0,938,5,,,,CNPY2_HUMAN Protein canopy homolog 2 OS=Homo sapiens GN=CNPY2 PE=1 SV=1 CONCAT=6,Homo sapiens
Q9UI15,C,canonical,  1.000,  1.000,15,  3.141,8,3,3q13.2,111717642,111732730,+,,,Q9UI15,939,6,,,,TAGL3_HUMAN Transgelin-3 OS=Homo sapiens GN=TAGLN3 PE=1 SV=2 CONCAT=1,Homo sapiens
Q9BWV1,C,canonical,  1.000,  1.000,21,  1.207,9,3,3q13.2,112931375,113006298,+,,,Q9BWV1,940,4,,,,BOC_HUMAN Brother of CDO OS=Homo sapiens GN=BOC PE=1 SV=1 CONCAT=9,Homo sapiens
P02794,C,canonical,  1.000,  1.000,32,  8.529,10,11,11q12.3,61731757,61735132,-,,,P02794,941,11,,,,FRIH_HUMAN Ferritin heavy chain OS=Homo sapiens GN=FTH1 PE=1 SV=2 CONCAT=2,Homo sapiens
C9JMV9,,canonical,  0.020,  1.000,6,  0.607,4,,,0,0, ,,,Q9BUJ0,942,18,,,,C9JMV9_HUMAN Protein ABHD14A-ACY1 OS=Homo sapiens GN=ABHD14A-ACY1 PE=4 SV=1,Homo sapiens
Q03154,C,canonical,  1.000,  1.000,5,  0.611,3,3,3p21.2,52017478,52023162,+,,,Q9BUJ0,942,18,,,,ACY1_HUMAN Aminoacylase-1 OS=Homo sapiens GN=ACY1 PE=1 SV=1 CONCAT=11,Homo sapiens
Q9BUJ0,C,canonical,  1.000,  1.000,11,  2.481,6,3,3p21.2,52009084,52015212,+,,,Q9BUJ0,942,18,,,,ABHEA_HUMAN Alpha/beta hydrolase domain-containing protein 14A OS=Homo sapiens GN=ABHD14A PE=2 SV=2 CONCAT=4,Homo sapiens
P54756,C,canonical,  1.000,  1.000,82,  4.452,14,4,4q13.1,66185281,66536061,-,,,P54756,943,6,,,,EPHA5_HUMAN Ephrin type-A receptor 5 OS=Homo sapiens GN=EPHA5 PE=1 SV=3 CONCAT=18,Homo sapiens
Q9UHY7,C,canonical,  1.000,  1.000,7,  1.579,5,4,4q21.22,83351715,83382244,+,,,Q9UHY7,944,4,,,,ENOPH_HUMAN Enolase-phosphatase E1 OS=Homo sapiens GN=ENOPH1 PE=1 SV=1 CONCAT=1,Homo sapiens
P24387,C,canonical,  1.000,  1.000,16,  2.759,10,5,5q13.3,76248538,76265299,+,,,P24387,945,2,,,,CRHBP_HUMAN Corticotropin-releasing factor-binding protein OS=Homo sapiens GN=CRHBP PE=1 SV=2 CONCAT=6,Homo sapiens
Q96KG7,C,canonical,  0.179,  1.000,305, 18.249,40,5,5q23.2,126626551,126796914,+,,,Q96KG7,946,3,,,,MEG10_HUMAN Multiple epidermal growth factor-like domains protein 10 OS=Homo sapiens GN=MEGF10 PE=1 SV=1 CONCAT=13,Homo sapiens
O60609,C,canonical,  1.000,  1.000,14,  2.414,10,5,5q31.2,137588068,137610360,-,,,O60609,947,2,,,,GFRA3_HUMAN GDNF family receptor alpha-3 OS=Homo sapiens GN=GFRA3 PE=1 SV=2 CONCAT=10,Homo sapiens
O75223,C,canonical,  1.000,  1.000,32,  7.217,10,7,7p14.3,30536239,30544418,-,,,O75223,948,9,,,,GGCT_HUMAN Gamma-glutamylcyclotransferase OS=Homo sapiens GN=GGCT PE=1 SV=1 CONCAT=1,Homo sapiens
P00533,C,canonical,  1.000,  1.000,58,  2.657,19,7,7p12,0,0, ,,,P00533,949,12,,,,EGFR_HUMAN Epidermal growth factor receptor OS=Homo sapiens GN=EGFR PE=1 SV=2 CONCAT=46,Homo sapiens
P40227,C,canonical,  1.000,  1.000,6,  0.628,5,7,7p11.2,56119323,56131682,+,,,P40227,950,7,,,,TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3 CONCAT=3,Homo sapiens
Q8N0W4-2,C,canonical,  1.000,  1.000,45,  3.998,15,X,Xp22.31,5808319,6145888,-,,,Q8N0W4-2,951,8,,,,"NLGNX_HUMAN Isoform 2 of Neuroligin-4, X-linked OS=Homo sapiens GN=NLGN4X",Homo sapiens
Q16620,C,canonical,  1.000,  1.000,122,  9.413,18,9,9q21.33,87284693,87637409,+,,,Q16620,952,7,,,,NTRK2_HUMAN BDNF/NT-3 growth factors receptor OS=Homo sapiens GN=NTRK2 PE=1 SV=1 CONCAT=14,Homo sapiens
P80188,C,canonical,  1.000,  1.000,26,  7.623,11,9,9q34,0,0, ,,,P80188,953,4,,,,NGAL_HUMAN Neutrophil gelatinase-associated lipocalin OS=Homo sapiens GN=LCN2 PE=1 SV=2 CONCAT=6,Homo sapiens
P46531,C,canonical,  1.000,  1.000,29,  0.842,17,9,9q34.3,139388896,139440314,-,,,P46531,954,2,,,,NOTC1_HUMAN Neurogenic locus notch homolog protein 1 OS=Homo sapiens GN=NOTCH1 PE=1 SV=4 CONCAT=13,Homo sapiens
P00367,C,canonical,  1.000,  1.000,9,  0.825,4,10,10q23.2,88810243,88854623,-,,,P00367,955,9,,,,"DHE3_HUMAN Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens GN=GLUD1 PE=1 SV=2 CONCAT=16",Homo sapiens
Q14520,C,canonical,  1.000,  1.000,180, 25.129,32,10,10q25.3,115312785,115349358,+,,,Q14520,956,3,,,,HABP2_HUMAN Hyaluronan-binding protein 2 OS=Homo sapiens GN=HABP2 PE=1 SV=1 CONCAT=16,Homo sapiens
P35318,C,canonical,  1.000,  1.000,7,  1.866,5,11,11p15.4,10326227,10328944,+,,,P35318,957,5,,,,ADML_HUMAN ADM OS=Homo sapiens GN=ADM PE=1 SV=1 CONCAT=17,Homo sapiens
P43004,C,canonical,  1.000,  1.000,8,  0.977,4,11,11p13,35272753,35440796,-,,,P43004,958,5,,,,EAA2_HUMAN Excitatory amino acid transporter 2 OS=Homo sapiens GN=SLC1A2 PE=1 SV=2 CONCAT=1,Homo sapiens
O94919,C,canonical,  0.180,  1.000,280, 30.404,40,11,11q21,94822974,94865809,+,,,O94919,959,2,,,,ENDD1_HUMAN Endonuclease domain-containing 1 protein OS=Homo sapiens GN=ENDOD1 PE=1 SV=2 CONCAT=8,Homo sapiens
Q96AP7,C,canonical,  0.058,  1.000,53,  7.769,12,11,11q24.2,124623019,124632180,-,,,Q96AP7,960,5,,,,ESAM_HUMAN Endothelial cell-selective adhesion molecule OS=Homo sapiens GN=ESAM PE=1 SV=1 CONCAT=7,Homo sapiens
Q01995,C,canonical,  1.000,  1.000,108, 19.789,20,11,11q23.3,117070110,117075498,+,,,Q01995,961,5,,,,TAGL_HUMAN Transgelin OS=Homo sapiens GN=TAGLN PE=1 SV=4 CONCAT=3,Homo sapiens
O94779,C,canonical,  1.000,  1.000,28,  1.368,18,11,11q22.1,99426946,100226951,+,,,O94779,962,3,,,,CNTN5_HUMAN Contactin-5 OS=Homo sapiens GN=CNTN5 PE=1 SV=2 CONCAT=18,Homo sapiens
Q04118,C,canonical,  0.010,  1.000,5,  4.886,2,12,12p13.2,11418857,11422641,-,,,Q04118,963,6,,,,PRB3_HUMAN Basic salivary proline-rich protein 3 OS=Homo sapiens GN=PRB3 PE=1 SV=2 CONCAT=10,Homo sapiens
P51674,C,canonical,  1.000,  1.000,15,  3.665,6,4,4q34.2,176554085,176923483,-,,,P51674,964,4,,,,GPM6A_HUMAN Neuronal membrane glycoprotein M6-a OS=Homo sapiens GN=GPM6A PE=1 SV=2 CONCAT=2,Homo sapiens
Q5SZK8,C,canonical,  1.000,  1.000,40,  0.777,27,13,13q13.3,39261266,39460074,+,,,Q5SZK8,965,3,,,,FREM2_HUMAN FRAS1-related extracellular matrix protein 2 OS=Homo sapiens GN=FREM2 PE=1 SV=2 CONCAT=19,Homo sapiens
Q9NZV1,C,canonical,  0.058,  1.000,16,  0.885,12,2,2p22.2,36583069,36778278,+,,,Q9NZV1,966,4,,,,CRIM1_HUMAN Cysteine-rich motor neuron 1 protein OS=Homo sapiens GN=CRIM1 PE=1 SV=1 CONCAT=8,Homo sapiens
Q8NHP8,C,canonical,  1.000,  1.000,18,  1.820,9,12,12q24.13,113796375,113827203,+,,,Q8NHP8,967,2,,,,PLBL2_HUMAN Putative phospholipase B-like 2 OS=Homo sapiens GN=PLBD2 PE=1 SV=2 CONCAT=10,Homo sapiens
Q9NZL9,C,canonical,  1.000,  1.000,2,  0.309,2,5,5q34-q35.1,0,0, ,,,Q9NZL9,968,6,,,,MAT2B_HUMAN Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens GN=MAT2B PE=1 SV=1 CONCAT=3,Homo sapiens
P09417,C,canonical,  1.000,  1.000,94, 19.685,13,4,4p15.32,17488021,17513857,-,,,P09417,969,6,,,,DHPR_HUMAN Dihydropteridine reductase OS=Homo sapiens GN=QDPR PE=1 SV=2 CONCAT=27,Homo sapiens
Q09328,C,canonical,  1.000,  1.000,40,  3.007,20,2,2q21.2,135011830,135206468,+,,,Q09328,970,5,,,,"MGT5A_HUMAN Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A OS=Homo sapiens GN=MGAT5 PE=1 SV=1 CONCAT=1",Homo sapiens
O43424,C,canonical,  1.000,  1.000,3,  0.172,3,4,4q22.1,93225550,94695707,+,,,O43424,971,4,,,,"GRID2_HUMAN Glutamate receptor ionotropic, delta-2 OS=Homo sapiens GN=GRID2 PE=2 SV=2 CONCAT=10",Homo sapiens
