"CSF-PR / CSF GEL BOUND FRACTION / Proteins / "
"","PI","Accession","Other Protein(s)","Description","CHROMOSOME","Gene Name","Coverage(%)","Non Enzymatic Peptides","#Peptides","#Spectra","NSAF","RANK (NSAF)","MW","Confidence","Spectrum Lower Range","Spectrum Upper Range","Peptide Lower Range","Peptide Upper Range","Validated"
1485.00,"SINGLE PROTEIN","Q9UKZ4",""," Teneurin-1 (TEN1_HUMAN)","","TENM1",0.00,"false",0.00,0.00,0.00,1263.00,304.82,0.00,,,,,"false"
1486.00,"SINGLE PROTEIN","Q9NXH3",""," Protein phosphatase 1 regulatory subunit 14D (PP14D_HUMAN)","15","PPP1R14D",0.00,"false",0.00,0.00,0.00,1263.00,16.50,0.00,,,,,"false"
1487.00,"SINGLE PROTEIN","Q9UKZ9",""," Procollagen C-endopeptidase enhancer 2 (PCOC2_HUMAN)","3","PCOLCE2",0.00,"false",0.00,0.00,0.00,1263.00,45.69,0.00,,,,,"false"
1488.00,"SINGLE PROTEIN","Q9Y6D9",""," Mitotic spindle assembly checkpoint protein MAD1 (MD1L1_HUMAN)","7","MAD1L1",0.00,"false",0.00,0.00,0.00,1263.00,83.02,0.00,,,,,"false"
1489.00,"SINGLE PROTEIN","Q9NXH8",""," Torsin-4A (TOR4A_HUMAN)","9","TOR4A",0.00,"false",0.00,0.00,0.00,1263.00,46.88,0.00,,,,,"false"
1490.00,"SINGLE PROTEIN","Q9NXH9",""," tRNA (guanine(26)-N(2))-dimethyltransferase (TRM1_HUMAN)","19","TRMT1",0.00,"false",0.00,0.00,0.00,1263.00,72.19,0.00,,,,,"false"
1491.00,"SINGLE PROTEIN","P54793",""," Arylsulfatase F (ARSF_HUMAN)","X","ARSF",0.00,"false",0.00,0.00,0.00,1263.00,65.90,0.00,,,,,"false"
1492.00,"SINGLE PROTEIN","A4D256",""," Dual specificity protein phosphatase CDC14C (CC14C_HUMAN)","","CDC14C",0.00,"false",0.00,0.00,0.00,1263.00,63.26,0.00,,,,,"false"
1493.00,"SINGLE PROTEIN","P54792",""," Putative segment polarity protein dishevelled homolog DVL1P1 (DVLP1_HUMAN)","","DVL1L1",0.00,"false",0.00,0.00,0.00,1263.00,73.21,0.00,,,,,"false"
1494.00,"SINGLE PROTEIN","Q86Y01",""," E3 ubiquitin-protein ligase DTX1 (DTX1_HUMAN)","12","DTX1",0.00,"false",0.00,0.00,0.00,1263.00,67.33,0.00,,,,,"false"
1495.00,"SINGLE PROTEIN","A8MVP8","","Uncharacterized protein C2orf14-like 2 (CB142_HUMAN)","","",0.00,"false",0.00,0.00,0.00,1263.00,12.44,0.00,,,,,"false"
1496.00,"SINGLE PROTEIN","P40189",""," Interleukin-6 receptor subunit beta (IL6RB_HUMAN)","5","IL6ST",0.00,"false",0.00,1.00,0.00,956.00,103.47,0.00,,,,,"false"
1497.00,"SINGLE PROTEIN","Q9Y6E7",""," NAD-dependent protein lipoamidase sirtuin-4, mitochondrial (SIR4_HUMAN)","12","SIRT4",0.00,"false",0.00,0.00,0.00,1263.00,35.17,0.00,,,,,"false"
1498.00,"SINGLE PROTEIN","Q9Y6E0",""," Serine/threonine-protein kinase 24 (STK24_HUMAN)","13","STK24",0.00,"false",0.00,0.00,0.00,1263.00,49.28,0.00,,,,,"false"
1499.00,"SINGLE PROTEIN","Q86Y07",""," Serine/threonine-protein kinase VRK2 (VRK2_HUMAN)","2","VRK2",0.00,"false",0.00,0.00,0.00,1263.00,58.10,0.00,,,,,"false"
1500.00,"SINGLE PROTEIN","Q9Y6E2",""," Basic leucine zipper and W2 domain-containing protein 2 (BZW2_HUMAN)","7","BZW2",0.00,"false",0.00,0.00,0.00,1263.00,48.13,0.00,,,,,"false"
1501.00,"SINGLE PROTEIN","A4D263",""," Uncharacterized protein C7orf72 (CG072_HUMAN)","7","C7ORF72",0.00,"false",0.00,0.00,0.00,1263.00,49.64,0.00,,,,,"false"
1502.00,"SINGLE PROTEIN","Q96RG2",""," PAS domain-containing serine/threonine-protein kinase (PASK_HUMAN)","2","PASK",0.00,"false",0.00,0.00,0.00,1263.00,142.84,0.00,,,,,"false"
1503.00,"SINGLE PROTEIN","Q9BUI4",""," DNA-directed RNA polymerase III subunit RPC3 (RPC3_HUMAN)","1","POLR3C",0.00,"false",0.00,0.00,0.00,1263.00,60.57,0.00,,,,,"false"
1504.00,"SINGLE PROTEIN","A4D1S5",""," Ras-related protein Rab-19 (RAB19_HUMAN)","7","RAB19",0.00,"false",0.00,0.00,0.00,1263.00,24.38,0.00,,,,,"false"
1505.00,"SINGLE PROTEIN","Q9Y6F6",""," Protein MRVI1 (MRVI1_HUMAN)","11","MRVI1",0.00,"false",0.00,0.00,0.00,1263.00,96.09,0.00,,,,,"false"
1506.00,"SINGLE PROTEIN","Q9BUH8",""," Brain-enriched guanylate kinase-associated protein (BEGIN_HUMAN)","14","BEGAIN",0.00,"false",0.00,0.00,0.00,1263.00,64.76,0.00,,,,,"false"
1507.00,"SINGLE PROTEIN","Q9Y6F8",""," Testis-specific chromodomain protein Y 1 (CDY1_HUMAN)","Y","CDY1",0.00,"false",0.00,0.00,0.00,1263.00,60.43,0.00,,,,,"false"
1508.00,"SINGLE PROTEIN","Q9BUH6",""," Protein PAXX (PAXX_HUMAN)","9","C9ORF142",0.00,"false",0.00,0.00,0.00,1263.00,21.63,0.00,,,,,"false"
1509.00,"SINGLE PROTEIN","Q9Y6F7",""," Testis-specific chromodomain protein Y 2 (CDY2_HUMAN)","Y","CDY2A",0.00,"false",0.00,0.00,0.00,1263.00,60.49,0.00,,,,,"false"
1510.00,"SINGLE PROTEIN","Q86XN7",""," Proline and serine-rich protein 1 (PRSR1_HUMAN)","13","PROSER1",0.00,"false",0.00,0.00,0.00,1263.00,95.64,0.00,,,,,"false"
1511.00,"SINGLE PROTEIN","Q9Y6F1",""," Poly [ADP-ribose] polymerase 3 (PARP3_HUMAN)","3","PARP3",0.00,"false",0.00,0.00,0.00,1263.00,60.03,0.00,,,,,"false"
1512.00,"SINGLE PROTEIN","Q86XN6",""," Zinc finger protein 761 (ZN761_HUMAN)","19","ZNF761",0.00,"false",0.00,0.00,0.00,1263.00,87.66,0.00,,,,,"false"
1513.00,"RELATED PROTEINS","P52848","P52849"," Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 (NDST1_HUMAN)","5","NDST1",0.00,"false",0.00,0.00,0.00,1263.00,100.80,0.00,,,,,"false"
1514.00,"SINGLE PROTEIN","Q96RF0",""," Sorting nexin-18 (SNX18_HUMAN)","5","SNX18",0.00,"false",0.00,0.00,0.00,1263.00,68.85,0.00,,,,,"false"
1515.00,"UNRELATED PROTEINS","P78380","Q96GA7"," Oxidized low-density lipoprotein receptor 1 (OLR1_HUMAN)","12","OLR1",0.00,"false",0.00,0.00,0.00,1263.00,30.94,0.00,,,,,"false"
1516.00,"RELATED PROTEINS","Q63HK5","Q6ZSZ6"," Teashirt homolog 3 (TSH3_HUMAN)","19","TSHZ3",0.00,"false",0.00,0.00,0.00,1263.00,118.49,0.00,,,,,"false"
1517.00,"SINGLE PROTEIN","Q9Y6F9",""," Protein Wnt-6 (WNT6_HUMAN)","2","WNT6",0.00,"false",0.00,0.00,0.00,1263.00,39.69,0.00,,,,,"false"
1518.00,"SINGLE PROTEIN","Q8WWA0",""," Intelectin-1 (ITLN1_HUMAN)","1","ITLN1",0.00,"false",0.00,0.00,0.00,1263.00,34.94,0.00,,,,,"false"
1519.00,"SINGLE PROTEIN","Q7KZF4",""," Staphylococcal nuclease domain-containing protein 1 (SND1_HUMAN)","7","SND1",0.00,"false",0.00,0.00,0.00,1263.00,101.93,0.00,,,,,"false"
1520.00,"SINGLE PROTEIN","Q5FWF5",""," N-acetyltransferase ESCO1 (ESCO1_HUMAN)","18","ESCO1",0.00,"false",0.00,0.00,0.00,1263.00,94.92,0.00,,,,,"false"
1521.00,"SINGLE PROTEIN","P26022",""," Pentraxin-related protein PTX3 (PTX3_HUMAN)","3","PTX3",0.00,"false",0.00,0.00,0.00,1263.00,41.95,0.00,,,,,"false"
1522.00,"SINGLE PROTEIN","Q5FWF6",""," Zinc finger protein 789 (ZN789_HUMAN)","7","ZNF789",0.00,"false",0.00,0.00,0.00,1263.00,49.95,0.00,,,,,"false"
1523.00,"SINGLE PROTEIN","Q9UK39",""," Nocturnin (NOCT_HUMAN)","4","CCRN4L",0.00,"false",0.00,1.00,0.00,559.00,48.17,0.00,,,,,"false"
1524.00,"SINGLE PROTEIN","Q5FWF4",""," DNA annealing helicase and endonuclease ZRANB3 (ZRAB3_HUMAN)","2","ZRANB3",0.00,"false",0.00,0.00,0.00,1263.00,123.17,0.00,,,,,"false"
1525.00,"SINGLE PROTEIN","Q96PZ7",""," CUB and sushi domain-containing protein 1 (CSMD1_HUMAN)","8","CSMD1",0.00,"false",0.00,0.00,0.00,1263.00,388.62,0.00,,,,,"false"
1526.00,"SINGLE PROTEIN","Q96PZ0",""," Pseudouridylate synthase 7 homolog (PUS7_HUMAN)","7","PUS7",0.00,"false",0.00,0.00,0.00,1263.00,74.99,0.00,,,,,"false"
1527.00,"SINGLE PROTEIN","A5YKK6",""," CCR4-NOT transcription complex subunit 1 (CNOT1_HUMAN)","16","CNOT1",0.00,"false",0.00,1.00,0.00,938.00,266.77,0.00,,,,,"false"
1528.00,"SINGLE PROTEIN","Q96PZ2",""," Protein FAM111A (F111A_HUMAN)","11","FAM111A",0.00,"false",0.00,0.00,0.00,1263.00,70.15,0.00,,,,,"false"
1529.00,"SINGLE PROTEIN","A6NEE1",""," Pleckstrin homology domain-containing family D member 1 (PLHD1_HUMAN)","14","PLEKHD1",0.00,"false",0.00,0.00,0.00,1263.00,59.17,0.00,,,,,"false"
1530.00,"SINGLE PROTEIN","Q9UK41",""," Vacuolar protein sorting-associated protein 28 homolog (VPS28_HUMAN)","8","VPS28",0.00,"false",0.00,0.00,0.00,1263.00,25.41,0.00,,,,,"false"
1531.00,"SINGLE PROTEIN","Q9UJS0",""," Calcium-binding mitochondrial carrier protein Aralar2 (CMC2_HUMAN)","7","SLC25A13",0.00,"false",0.00,0.00,0.00,1263.00,74.13,0.00,,,,,"false"
1532.00,"RELATED AND UNRELATED PROTEINS","A7E2Y1","P11055,P12882,P12883,P13533,P13535,Q9UKX2,Q9UKX3,Q9Y623"," Myosin-7B (MYH7B_HUMAN)","20","MYH7B",0.00,"false",0.00,0.00,0.00,1263.00,221.25,0.00,,,,,"false"
1533.00,"SINGLE PROTEIN","Q86WC4",""," Osteopetrosis-associated transmembrane protein 1 (OSTM1_HUMAN)","6","OSTM1",0.00,"false",0.00,0.00,0.00,1263.00,37.23,0.00,,,,,"false"
1534.00,"SINGLE PROTEIN","P28698",""," Myeloid zinc finger 1 (MZF1_HUMAN)","19","MZF1",0.00,"false",0.00,0.00,0.00,1263.00,82.00,0.00,,,,,"false"
1535.00,"SINGLE PROTEIN","Q495D7",""," Putative uncharacterized protein encoded by LINC01559 (CL036_HUMAN)","12","C12ORF36",0.00,"false",0.00,0.00,0.00,1263.00,15.99,0.00,,,,,"false"
1536.00,"SINGLE PROTEIN","Q86WA9",""," Sodium-independent sulfate anion transporter (S2611_HUMAN)","17","SLC26A11",0.00,"false",0.00,0.00,0.00,1263.00,65.26,0.00,,,,,"false"
1537.00,"SINGLE PROTEIN","P27361",""," Mitogen-activated protein kinase 3 (MK03_HUMAN)","16","MAPK3",0.00,"false",0.00,0.00,0.00,1263.00,43.11,0.00,,,,,"false"
1538.00,"SINGLE PROTEIN","Q96PY6",""," Serine/threonine-protein kinase Nek1 (NEK1_HUMAN)","4","NEK1",0.00,"false",0.00,0.00,0.00,1263.00,142.74,0.00,,,,,"false"
1539.00,"SINGLE PROTEIN","P30990",""," Neurotensin/neuromedin N (NEUT_HUMAN)","12","NTS",0.00,"false",0.00,0.00,0.00,1263.00,19.78,0.00,,,,,"false"
1540.00,"SINGLE PROTEIN","Q96PY5",""," Formin-like protein 2 (FMNL2_HUMAN)","2","FMNL2",0.00,"false",0.00,0.00,0.00,1263.00,123.24,0.00,,,,,"false"
1541.00,"SINGLE PROTEIN","Q96PY0",""," Putative uncharacterized protein PSMG3-AS1 (K1908_HUMAN)","","KIAA1908",0.00,"false",0.00,0.00,0.00,1263.00,28.23,0.00,,,,,"false"
1542.00,"SINGLE PROTEIN","Q6XE24",""," RNA-binding motif, single-stranded-interacting protein 3 (RBMS3_HUMAN)","3","RBMS3",0.00,"false",0.00,0.00,0.00,1263.00,47.81,0.00,,,,,"false"
1543.00,"SINGLE PROTEIN","Q86WB0",""," Nuclear-interacting partner of ALK (NIPA_HUMAN)","7","ZC3HC1",0.00,"false",0.00,0.00,0.00,1263.00,55.23,0.00,,,,,"false"
1544.00,"SINGLE PROTEIN","Q96PX6",""," Coiled-coil domain-containing protein 85A (CC85A_HUMAN)","2","CCDC85A",0.00,"false",0.00,0.00,0.00,1263.00,59.94,0.00,,,,,"false"
1545.00,"SINGLE PROTEIN","Q96PX9",""," Pleckstrin homology domain-containing family G member 4B (PKH4B_HUMAN)","5","PLEKHG4B",0.00,"false",0.00,0.00,0.00,1263.00,139.58,0.00,,,,,"false"
1546.00,"SINGLE PROTEIN","P15382",""," Potassium voltage-gated channel subfamily E member 1 (KCNE1_HUMAN)","21","KCNE1",0.00,"false",0.00,0.00,0.00,1263.00,14.67,0.00,,,,,"false"
1547.00,"SINGLE PROTEIN","Q96PX8",""," SLIT and NTRK-like protein 1 (SLIK1_HUMAN)","13","SLITRK1",0.00,"false",0.00,0.00,0.00,1263.00,77.69,0.00,,,,,"false"
1548.00,"SINGLE PROTEIN","Q9UJT2",""," Testis-specific serine kinase substrate (TSKS_HUMAN)","19","TSKS",0.00,"false",0.00,0.00,0.00,1263.00,65.01,0.00,,,,,"false"
1549.00,"SINGLE PROTEIN","Q9UJT1",""," Tubulin delta chain (TBD_HUMAN)","17","TUBD1",0.00,"false",0.00,0.00,0.00,1263.00,51.00,0.00,,,,,"false"
1550.00,"RELATED PROTEINS","Q5RGS2","Q5TZJ5,Q5VYP0","Protein FAM75A2 (F75A2_HUMAN)","9","FAM75A2",0.00,"false",0.00,0.00,0.00,1263.00,148.56,0.00,,,,,"false"
1551.00,"SINGLE PROTEIN","Q86WB7",""," Protein unc-93 homolog A (UN93A_HUMAN)","6","UNC93A",0.00,"false",0.00,0.00,0.00,1263.00,50.24,0.00,,,,,"false"
1552.00,"SINGLE PROTEIN","Q9UJT0",""," Tubulin epsilon chain (TBE_HUMAN)","6","TUBE1",0.00,"false",0.00,1.00,0.00,705.00,52.90,0.00,,,,,"false"
1553.00,"SINGLE PROTEIN","Q9UK55",""," Protein Z-dependent protease inhibitor (ZPI_HUMAN)","14","SERPINA10",0.00,"false",0.00,0.00,0.00,1263.00,50.67,0.00,,,,,"false"
1554.00,"SINGLE PROTEIN","P40313",""," Chymotrypsin-like protease CTRL-1 (CTRL_HUMAN)","16","CTRL",0.00,"false",0.00,0.00,0.00,1263.00,27.98,0.00,,,,,"false"
1555.00,"SINGLE PROTEIN","Q9UK53",""," Inhibitor of growth protein 1 (ING1_HUMAN)","13","ING1",0.00,"false",0.00,0.00,0.00,1263.00,46.71,0.00,,,,,"false"
1556.00,"SINGLE PROTEIN","P52333",""," Tyrosine-protein kinase JAK3 (JAK3_HUMAN)","19","JAK3",0.00,"false",0.00,0.00,0.00,1263.00,125.02,0.00,,,,,"false"
1557.00,"SINGLE PROTEIN","A8MWV9",""," Putative uncharacterized protein LOC388820 (YU007_HUMAN)","","",0.00,"false",0.00,0.00,0.00,1263.00,15.00,0.00,,,,,"false"
1558.00,"SINGLE PROTEIN","Q9UJT9",""," F-box/LRR-repeat protein 7 (FBXL7_HUMAN)","5","FBXL7",0.00,"false",0.00,0.00,0.00,1263.00,54.54,0.00,,,,,"false"
1559.00,"SINGLE PROTEIN","Q9UK59",""," Lariat debranching enzyme (DBR1_HUMAN)","3","DBR1",0.00,"false",0.00,0.00,0.00,1263.00,61.52,0.00,,,,,"false"
1560.00,"SINGLE PROTEIN","Q9UK58",""," Cyclin-L1 (CCNL1_HUMAN)","3","CCNL1",0.00,"false",0.00,0.00,0.00,1263.00,59.60,0.00,,,,,"false"
1561.00,"SINGLE PROTEIN","P51003",""," Poly(A) polymerase alpha (PAPOA_HUMAN)","14","PAPOLA",0.00,"false",0.00,0.00,0.00,1263.00,82.79,0.00,,,,,"false"
1562.00,"SINGLE PROTEIN","A9YTQ3",""," Aryl hydrocarbon receptor repressor (AHRR_HUMAN)","5","AHRR",0.00,"false",0.00,0.00,0.00,1263.00,76.22,0.00,,,,,"false"
1563.00,"SINGLE PROTEIN","P30989",""," Neurotensin receptor type 1 (NTR1_HUMAN)","20","NTSR1",0.00,"false",0.00,0.00,0.00,1263.00,46.23,0.00,,,,,"false"
1564.00,"SINGLE PROTEIN","P29992",""," Guanine nucleotide-binding protein subunit alpha-11 (GNA11_HUMAN)","19","GNA11",0.00,"false",0.00,0.00,0.00,1263.00,42.10,0.00,,,,,"false"
1565.00,"SINGLE PROTEIN","P30988",""," Calcitonin receptor (CALCR_HUMAN)","7","CALCR",0.00,"false",0.00,0.00,0.00,1263.00,57.27,0.00,,,,,"false"
1566.00,"SINGLE PROTEIN","A8MX76",""," Calpain-14 (CAN14_HUMAN)","2","CAPN14",0.00,"false",0.00,0.00,0.00,1263.00,79.52,0.00,,,,,"false"
1567.00,"SINGLE PROTEIN","Q9NWB7",""," Intraflagellar transport protein 57 homolog (IFT57_HUMAN)","3","IFT57",0.00,"false",0.00,0.00,0.00,1263.00,49.08,0.00,,,,,"false"
1568.00,"SINGLE PROTEIN","Q96PX1",""," RING finger protein 157 (RN157_HUMAN)","17","RNF157",0.00,"false",0.00,0.00,0.00,1263.00,73.53,0.00,,,,,"false"
1569.00,"SINGLE PROTEIN","Q96Q91",""," Anion exchange protein 4 (B3A4_HUMAN)","5","SLC4A9",0.00,"false",0.00,0.00,0.00,1263.00,108.18,0.00,,,,,"false"
1570.00,"SINGLE PROTEIN","P53667",""," LIM domain kinase 1 (LIMK1_HUMAN)","7","LIMK1",0.00,"false",0.00,0.00,0.00,1263.00,72.54,0.00,,,,,"false"
1571.00,"SINGLE PROTEIN","Q96Q89",""," Kinesin-like protein KIF20B (KI20B_HUMAN)","10","KIF20B",0.00,"false",0.00,1.00,0.00,1194.00,210.50,0.00,,,,,"false"
1572.00,"SINGLE PROTEIN","Q96PW8",""," Putative uncharacterized protein KIAA1920 (K1920_HUMAN)","15","CSPG4P5",0.00,"false",0.00,0.00,0.00,1263.00,48.56,0.00,,,,,"false"
1573.00,"SINGLE PROTEIN","Q86WA8",""," Lon protease homolog 2, peroxisomal (LONP2_HUMAN)","16","LONP2",0.00,"false",0.00,0.00,0.00,1263.00,94.56,0.00,,,,,"false"
1574.00,"SINGLE PROTEIN","Q9UJU3",""," Zinc finger protein 112 (ZN112_HUMAN)","19","ZFP112",0.00,"false",0.00,0.00,0.00,1263.00,105.77,0.00,,,,,"false"
1575.00,"SINGLE PROTEIN","Q9UJU2",""," Lymphoid enhancer-binding factor 1 (LEF1_HUMAN)","4","LEF1",0.00,"false",0.00,0.00,0.00,1263.00,44.17,0.00,,,,,"false"
1576.00,"SINGLE PROTEIN","Q86WA6",""," Valacyclovir hydrolase (BPHL_HUMAN)","6","BPHL",0.00,"false",0.00,0.00,0.00,1263.00,32.52,0.00,,,,,"false"
1577.00,"SINGLE PROTEIN","Q9UK61",""," Protein TASOR (TASOR_HUMAN)","3","FAM208A",0.00,"false",0.00,0.00,0.00,1263.00,188.91,0.00,,,,,"false"
1578.00,"SINGLE PROTEIN","P40306",""," Proteasome subunit beta type-10 (PSB10_HUMAN)","16","PSMB10",0.00,"false",0.00,0.00,0.00,1263.00,28.92,0.00,,,,,"false"
1579.00,"SINGLE PROTEIN","P03372",""," Estrogen receptor (ESR1_HUMAN)","6","ESR1",0.00,"false",0.00,0.00,0.00,1263.00,66.17,0.00,,,,,"false"
1580.00,"SINGLE PROTEIN","Q9UJU6",""," Drebrin-like protein (DBNL_HUMAN)","7","DBNL",0.00,"false",0.00,0.00,0.00,1263.00,48.18,0.00,,,,,"false"
1581.00,"RELATED PROTEINS","P62684","P87889"," Endogenous retrovirus group K member 113 Gag polyprotein (GA113_HUMAN)","","",0.00,"false",0.00,0.00,0.00,1263.00,73.99,0.00,,,,,"false"
1582.00,"SINGLE PROTEIN","Q9UJU5",""," Forkhead box protein D3 (FOXD3_HUMAN)","1","FOXD3",0.00,"false",0.00,0.00,0.00,1263.00,47.60,0.00,,,,,"false"
1583.00,"SINGLE PROTEIN","P26012",""," Integrin beta-8 (ITB8_HUMAN)","7","ITGB8",0.00,"false",0.00,0.00,0.00,1263.00,85.58,0.00,,,,,"false"
1584.00,"SINGLE PROTEIN","P53675",""," Clathrin heavy chain 2 (CLH2_HUMAN)","22","CLTCL1",0.00,"false",0.00,0.00,0.00,1263.00,186.91,0.00,,,,,"false"
1585.00,"SINGLE PROTEIN","P28676",""," Grancalcin (GRAN_HUMAN)","2","GCA",0.00,"false",0.00,0.00,0.00,1263.00,23.99,0.00,,,,,"false"
1586.00,"SINGLE PROTEIN","P53673",""," Beta-crystallin A4 (CRBA4_HUMAN)","22","CRYBA4",0.00,"false",0.00,0.00,0.00,1263.00,22.36,0.00,,,,,"false"
1587.00,"SINGLE PROTEIN","Q9BSY9",""," Desumoylating isopeptidase 2 (DESI2_HUMAN)","1","DESI2",0.00,"false",0.00,0.00,0.00,1263.00,21.43,0.00,,,,,"false"
1588.00,"SINGLE PROTEIN","P53674",""," Beta-crystallin B1 (CRBB1_HUMAN)","22","CRYBB1",0.00,"false",0.00,0.00,0.00,1263.00,28.01,0.00,,,,,"false"
1589.00,"SINGLE PROTEIN","P53671",""," LIM domain kinase 2 (LIMK2_HUMAN)","22","LIMK2",0.00,"false",0.00,0.00,0.00,1263.00,72.19,0.00,,,,,"false"
1590.00,"SINGLE PROTEIN","P53672",""," Beta-crystallin A2 (CRBA2_HUMAN)","2","CRYBA2",0.00,"false",0.00,0.00,0.00,1263.00,22.08,0.00,,,,,"false"
1591.00,"SINGLE PROTEIN","P26010",""," Integrin beta-7 (ITB7_HUMAN)","12","ITGB7",0.00,"false",0.00,0.00,0.00,1263.00,86.85,0.00,,,,,"false"
1592.00,"SINGLE PROTEIN","Q5FWE3",""," Proline-rich transmembrane protein 3 (PRRT3_HUMAN)","3","PRRT3",0.00,"false",0.00,0.00,0.00,1263.00,102.13,0.00,,,,,"false"
1593.00,"SINGLE PROTEIN","Q96Q83",""," Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3 (ALKB3_HUMAN)","11","ALKBH3",0.00,"false",0.00,0.00,0.00,1263.00,33.35,0.00,,,,,"false"
1594.00,"SINGLE PROTEIN","Q14914",""," Prostaglandin reductase 1 (PTGR1_HUMAN)","9","PTGR1",0.00,"false",0.00,0.00,0.00,1263.00,35.85,0.00,,,,,"false"
1595.00,"SINGLE PROTEIN","Q96Q80",""," Derlin-3 (DERL3_HUMAN)","22","DERL3",0.00,"false",0.00,0.00,0.00,1263.00,26.66,0.00,,,,,"false"
1596.00,"SINGLE PROTEIN","P53677",""," AP-3 complex subunit mu-2 (AP3M2_HUMAN)","8","AP3M2",0.00,"false",0.00,0.00,0.00,1263.00,46.95,0.00,,,,,"false"
1597.00,"SINGLE PROTEIN","Q9BSY4",""," Coiled-coil-helix-coiled-coil-helix domain-containing protein 5 (CHCH5_HUMAN)","2","CHCHD5",0.00,"false",0.00,0.00,0.00,1263.00,12.39,0.00,,,,,"false"
1598.00,"UNRELATED PROTEINS","A8MUX0","Q3MJ16"," Keratin-associated protein 16-1 (KR161_HUMAN)","17","KRTAP16-1",0.00,"false",0.00,0.00,0.00,1263.00,53.87,0.00,,,,,"false"
1599.00,"SINGLE PROTEIN","A6NEH6",""," Transmembrane protein 247 (TM247_HUMAN)","2","TMEM247",0.00,"false",0.00,0.00,0.00,1263.00,25.15,0.00,,,,,"false"
1600.00,"SINGLE PROTEIN","Q96PV4",""," Paraneoplastic antigen-like protein 5 (PNMA5_HUMAN)","X","PNMA5",0.00,"false",0.00,0.00,0.00,1263.00,49.90,0.00,,,,,"false"
1601.00,"SINGLE PROTEIN","Q96Q77",""," Calcium and integrin-binding family member 3 (CIB3_HUMAN)","19","CIB3",0.00,"false",0.00,0.00,0.00,1263.00,21.79,0.00,,,,,"false"
1602.00,"SINGLE PROTEIN","Q96PV7",""," Protein FAM193B (F193B_HUMAN)","5","FAM193B",0.00,"false",0.00,0.00,0.00,1263.00,96.49,0.00,,,,,"false"
1603.00,"SINGLE PROTEIN","Q96PV6",""," Leukocyte receptor cluster member 8 (LENG8_HUMAN)","19","LENG8",0.00,"false",0.00,0.00,0.00,1263.00,86.07,0.00,,,,,"false"
1604.00,"SINGLE PROTEIN","Q9UJV3",""," Probable E3 ubiquitin-protein ligase MID2 (TRIM1_HUMAN)","X","MID2",0.00,"false",0.00,0.00,0.00,1263.00,83.16,0.00,,,,,"false"
1605.00,"SINGLE PROTEIN","Q9UK73",""," Protein fem-1 homolog B (FEM1B_HUMAN)","15","FEM1B",0.00,"false",0.00,0.00,0.00,1263.00,70.22,0.00,,,,,"false"
1606.00,"SINGLE PROTEIN","Q9UJV8",""," Purine-rich element-binding protein gamma (PURG_HUMAN)","8","PURG",0.00,"false",0.00,0.00,0.00,1263.00,39.53,0.00,,,,,"false"
1607.00,"SINGLE PROTEIN","P27338",""," Amine oxidase [flavin-containing] B (AOFB_HUMAN)","X","MAOB",0.00,"false",0.00,0.00,0.00,1263.00,58.73,0.00,,,,,"false"
1608.00,"SINGLE PROTEIN","Q9UK76",""," Hematological and neurological expressed 1 protein (HN1_HUMAN)","17","HN1",0.00,"false",0.00,0.00,0.00,1263.00,16.00,0.00,,,,,"false"
1609.00,"SINGLE PROTEIN","P26006",""," Integrin alpha-3 (ITA3_HUMAN)","17","ITGA3",0.00,"false",0.00,0.00,0.00,1263.00,116.54,0.00,,,,,"false"
1610.00,"SINGLE PROTEIN","A4D2P6",""," Delphilin (GRD2I_HUMAN)","7","GRID2IP",0.00,"false",0.00,0.00,0.00,1263.00,132.19,0.00,,,,,"false"
1611.00,"SINGLE PROTEIN","O43196",""," MutS protein homolog 5 (MSH5_HUMAN)","6","MSH5",0.00,"false",0.00,0.00,0.00,1263.00,92.82,0.00,,,,,"false"
1612.00,"SINGLE PROTEIN","Q9UJN7",""," Zinc finger protein 391 (ZN391_HUMAN)","6","ZNF391",0.00,"false",0.00,0.00,0.00,1263.00,40.63,0.00,,,,,"false"
1613.00,"SINGLE PROTEIN","Q9Y584",""," Mitochondrial import inner membrane translocase subunit Tim22 (TIM22_HUMAN)","17","TIMM22",0.00,"false",0.00,0.00,0.00,1263.00,20.02,0.00,,,,,"false"
1614.00,"SINGLE PROTEIN","Q9Y4W6",""," AFG3-like protein 2 (AFG32_HUMAN)","18","AFG3L2",0.00,"false",0.00,0.00,0.00,1263.00,88.53,0.00,,,,,"false"
1615.00,"SINGLE PROTEIN","Q9Y586",""," Protein mab-21-like 2 (MB212_HUMAN)","4","MAB21L2",0.00,"false",0.00,0.00,0.00,1263.00,40.90,0.00,,,,,"false"
1616.00,"SINGLE PROTEIN","Q9BTA9",""," WW domain-containing adapter protein with coiled-coil (WAC_HUMAN)","10","WAC",0.00,"false",0.00,0.00,0.00,1263.00,70.68,0.00,,,,,"false"
1617.00,"SINGLE PROTEIN","Q14929",""," Zinc finger protein 169 (ZN169_HUMAN)","9","ZNF169",0.00,"false",0.00,0.00,0.00,1263.00,68.44,0.00,,,,,"false"
