CSF-PR / CSF MIXED-MODE DEPLETED FRACTION / Proteins / 
index,PI,Accession,Other Protein(s),Description,CHROMOSOME,Gene Name,Coverage(%),Non Enzymatic Peptides,#Peptides,#Spectra,NSAF,RANK (NSAF),MW,Confidence,Validated
863.00,SINGLE PROTEIN,Q9HBT6,, Cadherin-20 (CAD20_HUMAN),18,CDH20,10.99,false,7.00,10.00,0.01,1069.00,88.94,100.00,true
864.00,SINGLE PROTEIN,Q6UWH4,, Protein FAM198B (F198B_HUMAN),4,FAM198B,18.11,false,7.00,14.00,0.01,967.00,57.52,100.00,true
865.00,SINGLE PROTEIN,Q9Y281,, Cofilin-2 (COF2_HUMAN),14,CFL2,51.20,true,6.00,11.00,0.02,572.00,18.72,100.00,true
866.00,SINGLE PROTEIN,Q92956,, Tumor necrosis factor receptor superfamily member 14 (TNR14_HUMAN),1,TNFRSF14,28.62,false,6.00,11.00,0.01,797.00,30.37,100.00,true
867.00,SINGLE PROTEIN,Q9Y287,, Integral membrane protein 2B (ITM2B_HUMAN),13,ITM2B,32.33,false,6.00,15.00,0.02,514.00,30.32,100.00,true
868.00,SINGLE PROTEIN,A6NLU5,, V-set and transmembrane domain-containing protein 2B (VTM2B_HUMAN),19,VSTM2B,22.46,false,6.00,20.00,0.02,654.00,30.28,100.00,true
869.00,SINGLE PROTEIN,P16144,, Integrin beta-4 (ITB4_HUMAN),17,ITGB4,4.01,false,6.00,9.00,0.00,2095.00,202.04,100.00,true
870.00,SINGLE PROTEIN,Q96MU8,, Kremen protein 1 (KREM1_HUMAN),22,KREMEN1,21.56,false,6.00,9.00,0.01,1358.00,51.71,100.00,true
871.00,SINGLE PROTEIN,P14324,, Farnesyl pyrophosphate synthase (FPPS_HUMAN),1,FDPS,19.57,false,6.00,14.00,0.02,730.00,48.24,100.00,true
872.00,SINGLE PROTEIN,Q99519,, Sialidase-1 (NEUR1_HUMAN),6,NEU1,17.59,false,6.00,9.00,0.01,867.00,45.44,100.00,true
873.00,SINGLE PROTEIN,Q8WWX9,, Selenoprotein M (SELM_HUMAN),,SELM,55.17,false,6.00,23.00,0.06,270.00,16.22,100.00,true
874.00,SINGLE PROTEIN,P02794,, Ferritin heavy chain (FRIH_HUMAN),11,FTH1,34.97,false,6.00,16.00,0.02,657.00,21.21,100.00,true
875.00,SINGLE PROTEIN,Q6P179,, Endoplasmic reticulum aminopeptidase 2 (ERAP2_HUMAN),5,ERAP2,10.00,false,6.00,11.00,0.00,1961.00,110.39,100.00,true
876.00,SINGLE PROTEIN,O95185,, Netrin receptor UNC5C (UNC5C_HUMAN),4,UNC5C,9.67,false,6.00,14.00,0.01,1370.00,103.08,100.00,true
877.00,SINGLE PROTEIN,Q8WX77,, Insulin-like growth factor-binding protein-like 1 (IBPL1_HUMAN),9,IGFBPL1,28.42,false,6.00,14.00,0.01,956.00,28.99,100.00,true
878.00,SINGLE PROTEIN,Q9Y625,, Glypican-6 (GPC6_HUMAN),13,GPC6,14.05,false,6.00,12.00,0.01,1173.00,62.69,100.00,true
879.00,SINGLE PROTEIN,P61981,, 14-3-3 protein gamma (1433G_HUMAN),7,YWHAG,20.24,true,6.00,14.00,0.01,1100.00,28.28,100.00,true
880.00,SINGLE PROTEIN,Q16394,, Exostosin-1 (EXT1_HUMAN),8,EXT1,13.94,false,6.00,14.00,0.01,1279.00,86.20,100.00,true
881.00,SINGLE PROTEIN,P05413,, Fatty acid-binding protein, heart (FABPH_HUMAN),1,FABP3,45.86,true,6.00,16.00,0.04,347.00,14.85,100.00,true
882.00,SINGLE PROTEIN,P16519,, Neuroendocrine convertase 2 (NEC2_HUMAN),20,PCSK2,13.64,false,6.00,20.00,0.00,1400.00,70.52,100.00,true
883.00,SINGLE PROTEIN,Q92911,, Sodium/iodide cotransporter (SC5A5_HUMAN),19,SLC5A5,10.73,false,6.00,16.00,0.01,945.00,68.62,100.00,true
884.00,SINGLE PROTEIN,Q09666,, Neuroblast differentiation-associated protein AHNAK (AHNK_HUMAN),11,AHNAK,4.86,false,6.00,12.00,0.00,2261.00,628.70,100.00,true
885.00,SINGLE PROTEIN,Q9UKK9,, ADP-sugar pyrophosphatase (NUDT5_HUMAN),10,NUDT5,42.92,false,6.00,10.00,0.01,782.00,24.31,100.00,true
886.00,SINGLE PROTEIN,O43567,, E3 ubiquitin-protein ligase RNF13 (RNF13_HUMAN),3,RNF13,20.73,false,6.00,18.00,0.03,478.00,42.79,100.00,true
887.00,SINGLE PROTEIN,Q9NPD7,, Neuritin (NRN1_HUMAN),6,NRN1,36.62,false,6.00,46.00,0.24,60.00,15.32,100.00,true
888.00,SINGLE PROTEIN,O75129,, Astrotactin-2 (ASTN2_HUMAN),9,ASTN2,5.75,false,6.00,14.00,0.00,1823.00,148.15,100.00,true
889.00,SINGLE PROTEIN,P55286,, Cadherin-8 (CADH8_HUMAN),16,CDH8,14.89,false,6.00,23.00,0.01,1020.00,88.20,100.00,true
890.00,SINGLE PROTEIN,Q9ULH4,, Leucine-rich repeat and fibronectin type-III domain-containing protein 2 (LRFN2_HUMAN),6,LRFN2,11.15,false,6.00,13.00,0.01,796.00,84.68,100.00,true
891.00,SINGLE PROTEIN,P02747,, Complement C1q subcomponent subunit C (C1QC_HUMAN),1,C1QC,28.16,true,6.00,33.00,0.07,199.00,25.76,100.00,true
892.00,SINGLE PROTEIN,P22314,, Ubiquitin-like modifier-activating enzyme 1 (UBA1_HUMAN),X,UBA1,10.02,false,6.00,11.00,0.00,1872.00,117.77,100.00,true
893.00,SINGLE PROTEIN,Q9Y2J0,, Rabphilin-3A (RP3A_HUMAN),12,RPH3A,10.95,false,6.00,14.00,0.00,1390.00,76.82,100.00,true
894.00,SINGLE PROTEIN,P37802,, Transgelin-2 (TAGL2_HUMAN),1,TAGLN2,33.17,true,6.00,12.00,0.02,633.00,22.38,100.00,true
895.00,SINGLE PROTEIN,Q9Y2J2,, Band 4.1-like protein 3 (E41L3_HUMAN),18,EPB41L3,7.82,true,6.00,12.00,0.00,1388.00,120.60,100.00,true
896.00,SINGLE PROTEIN,P61970,, Nuclear transport factor 2 (NTF2_HUMAN),16,NUTF2,82.68,true,6.00,22.00,0.06,268.00,14.47,100.00,true
897.00,SINGLE PROTEIN,Q9ULB4,, Cadherin-9 (CADH9_HUMAN),5,CDH9,11.28,false,6.00,18.00,0.00,1384.00,88.63,100.00,true
898.00,SINGLE PROTEIN,Q96JA1,, Leucine-rich repeats and immunoglobulin-like domains protein 1 (LRIG1_HUMAN),3,LRIG1,9.24,false,6.00,13.00,0.00,1698.00,119.04,100.00,true
899.00,SINGLE PROTEIN,P11226,, Mannose-binding protein C (MBL2_HUMAN),10,MBL2,17.74,false,6.00,8.00,0.01,811.00,26.13,100.00,true
900.00,SINGLE PROTEIN,Q2TAL6,, Brorin (VWC2_HUMAN),7,VWC2,31.69,false,6.00,22.00,0.05,314.00,35.26,100.00,true
901.00,SINGLE PROTEIN,O95970,, Leucine-rich glioma-inactivated protein 1 (LGI1_HUMAN),10,LGI1,12.93,false,6.00,11.00,0.00,1433.00,63.78,100.00,true
902.00,SINGLE PROTEIN,P35613,, Basigin (BASI_HUMAN),19,BSG,16.10,false,6.00,17.00,0.02,686.00,42.17,100.00,true
903.00,SINGLE PROTEIN,P01833,, Polymeric immunoglobulin receptor (PIGR_HUMAN),1,PIGR,13.09,false,6.00,11.00,0.00,1423.00,83.23,100.00,true
904.00,SINGLE PROTEIN,P43234,, Cathepsin O (CATO_HUMAN),4,CTSO,24.30,true,6.00,21.00,0.02,536.00,35.93,100.00,true
905.00,SINGLE PROTEIN,O60469,, Down syndrome cell adhesion molecule (DSCAM_HUMAN),21,DSCAM,4.27,false,6.00,11.00,0.00,2138.00,222.12,100.00,true
906.00,SINGLE PROTEIN,P16083,, Ribosyldihydronicotinamide dehydrogenase [quinone] (NQO2_HUMAN),6,NQO2,34.20,false,6.00,11.00,0.02,638.00,25.90,100.00,true
907.00,SINGLE PROTEIN,Q5VV43,, Dyslexia-associated protein KIAA0319 (K0319_HUMAN),6,KIAA0319,10.07,true,6.00,17.00,0.01,740.00,117.69,100.00,true
908.00,SINGLE PROTEIN,P61266,, Syntaxin-1B (STX1B_HUMAN),16,STX1B,17.71,false,6.00,16.00,0.01,1057.00,33.22,100.00,true
909.00,SINGLE PROTEIN,P09936,, Ubiquitin carboxyl-terminal hydrolase isozyme L1 (UCHL1_HUMAN),4,UCHL1,33.63,true,6.00,13.00,0.01,737.00,24.81,100.00,true
910.00,SINGLE PROTEIN,O15540,, Fatty acid-binding protein, brain (FABP7_HUMAN),6,FABP7,47.73,true,6.00,9.00,0.02,675.00,14.88,100.00,true
911.00,SINGLE PROTEIN,P07307,, Asialoglycoprotein receptor 2 (ASGR2_HUMAN),17,ASGR2,32.48,false,6.00,9.00,0.01,800.00,35.07,100.00,true
912.00,SINGLE PROTEIN,P41217,, OX-2 membrane glycoprotein (OX2G_HUMAN),3,CD200,20.14,false,6.00,17.00,0.02,581.00,31.24,100.00,true
913.00,SINGLE PROTEIN,P07311,, Acylphosphatase-1 (ACYP1_HUMAN),14,ACYP1,67.68,true,6.00,10.00,0.03,476.00,11.25,100.00,true
914.00,SINGLE PROTEIN,Q8NCW5,, NAD(P)H-hydrate epimerase (NNRE_HUMAN),1,APOA1BP,36.11,false,6.00,29.00,0.05,290.00,31.65,100.00,true
915.00,SINGLE PROTEIN,Q9UK28,, Transmembrane protein 59-like (TM59L_HUMAN),19,TMEM59L,29.24,false,6.00,15.00,0.02,537.00,37.59,100.00,true
916.00,SINGLE PROTEIN,P30530,, Tyrosine-protein kinase receptor UFO (UFO_HUMAN),19,AXL,6.38,false,6.00,43.00,0.03,491.00,98.27,100.00,true
917.00,SINGLE PROTEIN,Q7Z7M8,, UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 (B3GN8_HUMAN),19,B3GNT8,24.18,false,6.00,12.00,0.01,1055.00,43.37,100.00,true
918.00,SINGLE PROTEIN,Q96CW9,, Netrin-G2 (NTNG2_HUMAN),9,NTNG2,13.96,false,6.00,8.00,0.00,1776.00,59.76,100.00,true
919.00,SINGLE PROTEIN,Q9UNN8,, Endothelial protein C receptor (EPCR_HUMAN),20,PROCR,26.05,false,6.00,32.00,0.07,210.00,26.65,100.00,true
920.00,SINGLE PROTEIN,P15328,, Folate receptor alpha (FOLR1_HUMAN),11,FOLR1,28.79,false,6.00,11.00,0.01,756.00,29.80,100.00,true
921.00,SINGLE PROTEIN,P61626,, Lysozyme C (LYSC_HUMAN),12,LYZ,39.19,true,6.00,37.00,0.06,265.00,16.53,100.00,true
922.00,SINGLE PROTEIN,Q9GZT8,, NIF3-like protein 1 (NIF3L_HUMAN),2,NIF3L1,24.93,false,6.00,10.00,0.01,1073.00,41.94,100.00,true
923.00,SINGLE PROTEIN,Q04760,, Lactoylglutathione lyase (LGUL_HUMAN),6,GLO1,51.09,false,6.00,16.00,0.03,408.00,20.76,100.00,true
924.00,SINGLE PROTEIN,P35754,, Glutaredoxin-1 (GLRX1_HUMAN),5,GLRX,43.40,true,6.00,22.00,0.08,178.00,11.77,100.00,true
925.00,SINGLE PROTEIN,P35749,, Myosin-11 (MYH11_HUMAN),16,MYH11,3.35,false,6.00,12.00,0.00,2181.00,227.20,100.00,true
926.00,SINGLE PROTEIN,Q16787,, Laminin subunit alpha-3 (LAMA3_HUMAN),18,LAMA3,2.79,false,6.00,10.00,0.00,2171.00,366.41,100.00,true
927.00,SINGLE PROTEIN,Q8NHP8,, Putative phospholipase B-like 2 (PLBL2_HUMAN),12,PLBD2,16.81,false,6.00,13.00,0.01,864.00,65.43,100.00,true
928.00,SINGLE PROTEIN,Q9BY79,, Membrane frizzled-related protein (MFRP_HUMAN),11,MFRP,12.44,false,6.00,14.00,0.03,441.00,62.17,100.00,true
929.00,SINGLE PROTEIN,P28161,, Glutathione S-transferase Mu 2 (GSTM2_HUMAN),1,GSTM2,35.32,true,6.00,10.00,0.01,1240.00,25.73,100.00,true
930.00,SINGLE PROTEIN,Q13641,, Trophoblast glycoprotein (TPBG_HUMAN),6,TPBG,16.19,false,6.00,17.00,0.02,687.00,46.00,100.00,true
931.00,SINGLE PROTEIN,P31321,, cAMP-dependent protein kinase type I-beta regulatory subunit (KAP1_HUMAN),7,PRKAR1B,19.42,false,6.00,14.00,0.01,893.00,43.05,100.00,true
932.00,SINGLE PROTEIN,P78417,, Glutathione S-transferase omega-1 (GSTO1_HUMAN),10,GSTO1,22.82,true,6.00,21.00,0.02,650.00,27.55,100.00,true
933.00,SINGLE PROTEIN,P01903,, HLA class II histocompatibility antigen, DR alpha chain (DRA_HUMAN),6,HLA-DRA,29.53,false,6.00,15.00,0.04,349.00,28.59,100.00,true
934.00,SINGLE PROTEIN,Q15846,, Clusterin-like protein 1 (CLUL1_HUMAN),18,CLUL1,20.60,false,6.00,16.00,0.01,913.00,54.18,100.00,true
935.00,SINGLE PROTEIN,Q92484,, Acid sphingomyelinase-like phosphodiesterase 3a (ASM3A_HUMAN),6,SMPDL3A,15.67,false,6.00,23.00,0.01,745.00,51.23,100.00,true
936.00,SINGLE PROTEIN,Q9UJ14,, Gamma-glutamyltransferase 7 (GGT7_HUMAN),20,GGT7,11.18,false,6.00,20.00,0.01,904.00,70.42,100.00,true
937.00,SINGLE PROTEIN,Q9HCJ2,, Leucine-rich repeat-containing protein 4C (LRC4C_HUMAN),11,LRRC4C,8.75,false,6.00,21.00,0.00,1444.00,71.90,100.00,true
938.00,SINGLE PROTEIN,Q9UIQ6,, Leucyl-cystinyl aminopeptidase (LCAP_HUMAN),5,LNPEP,7.90,false,6.00,9.00,0.00,1955.00,117.27,100.00,true
939.00,SINGLE PROTEIN,O95336,, 6-phosphogluconolactonase (6PGL_HUMAN),19,PGLS,37.60,true,6.00,20.00,0.02,499.00,27.53,100.00,true
940.00,SINGLE PROTEIN,Q08ET2,, Sialic acid-binding Ig-like lectin 14 (SIG14_HUMAN),19,SIGLEC14,22.73,false,6.00,16.00,0.01,862.00,43.94,100.00,true
941.00,SINGLE PROTEIN,Q9HCM2,, Plexin-A4 (PLXA4_HUMAN),7,PLXNA4,4.59,false,6.00,9.00,0.00,2014.00,212.32,100.00,true
942.00,UNRELATED PROTEINS,P01892,P10316, HLA class I histocompatibility antigen, A-2 alpha chain (1A02_HUMAN),6,HLA-A,24.11,false,6.00,22.00,0.00,1685.00,40.90,100.00,true
943.00,SINGLE PROTEIN,Q92765,, Secreted frizzled-related protein 3 (SFRP3_HUMAN),2,FRZB,22.77,false,6.00,32.00,0.08,182.00,36.23,100.00,true
944.00,SINGLE PROTEIN,O60609,, GDNF family receptor alpha-3 (GFRA3_HUMAN),5,GFRA3,23.50,false,6.00,19.00,0.01,806.00,44.48,100.00,true
945.00,SINGLE PROTEIN,P01236,, Prolactin (PRL_HUMAN),6,PRL,29.07,false,6.00,15.00,0.03,459.00,25.86,100.00,true
946.00,SINGLE PROTEIN,P31937,, 3-hydroxyisobutyrate dehydrogenase, mitochondrial (3HIDH_HUMAN),7,HIBADH,27.08,false,6.00,11.00,0.01,798.00,35.31,100.00,true
947.00,SINGLE PROTEIN,Q6UY11,, Protein delta homolog 2 (DLK2_HUMAN),6,DLK2,12.53,false,6.00,17.00,0.01,989.00,40.52,100.00,true
948.00,SINGLE PROTEIN,Q9C0C4,, Semaphorin-4C (SEM4C_HUMAN),2,SEMA4C,11.40,false,6.00,9.00,0.00,1865.00,92.56,100.00,true
949.00,SINGLE PROTEIN,O75354,, Ectonucleoside triphosphate diphosphohydrolase 6 (ENTP6_HUMAN),20,ENTPD6,19.01,false,6.00,13.00,0.01,1118.00,53.21,100.00,true
950.00,SINGLE PROTEIN,Q8N2G4,, Ly6/PLAUR domain-containing protein 1 (LYPD1_HUMAN),2,LYPD1,39.72,true,6.00,7.00,0.03,436.00,15.23,100.00,true
951.00,SINGLE PROTEIN,Q504Y0,, Zinc transporter ZIP12 (S39AC_HUMAN),10,SLC39A12,9.26,false,6.00,12.00,0.01,1354.00,76.62,100.00,true
952.00,SINGLE PROTEIN,Q9NZU0,, Leucine-rich repeat transmembrane protein FLRT3 (FLRT3_HUMAN),20,FLRT3,12.02,false,6.00,12.00,0.01,1155.00,72.96,100.00,true
953.00,SINGLE PROTEIN,Q9NZV1,, Cysteine-rich motor neuron 1 protein (CRIM1_HUMAN),2,CRIM1,9.65,false,6.00,10.00,0.00,1846.00,113.66,100.00,true
954.00,SINGLE PROTEIN,P16284,, Platelet endothelial cell adhesion molecule (PECA1_HUMAN),,PECAM1,10.57,false,6.00,6.00,0.00,1822.00,82.48,100.00,true
955.00,SINGLE PROTEIN,Q8TDQ0,, Hepatitis A virus cellular receptor 2 (HAVR2_HUMAN),5,HAVCR2,24.25,true,6.00,14.00,0.02,588.00,33.37,100.00,true
956.00,SINGLE PROTEIN,Q13557,, Calcium/calmodulin-dependent protein kinase type II subunit delta (KCC2D_HUMAN),4,CAMK2D,12.83,false,6.00,21.00,0.01,949.00,56.33,100.00,true
957.00,SINGLE PROTEIN,Q9BSG5,, Retbindin (RTBDN_HUMAN),19,RTBDN,34.93,false,6.00,13.00,0.02,604.00,24.60,100.00,true
958.00,SINGLE PROTEIN,Q96PD2,, Discoidin, CUB and LCCL domain-containing protein 2 (DCBD2_HUMAN),3,DCBLD2,12.90,false,6.00,11.00,0.01,1109.00,84.98,100.00,true
959.00,SINGLE PROTEIN,Q9NZN1,, Interleukin-1 receptor accessory protein-like 1 (IRPL1_HUMAN),X,IL1RAPL1,8.19,false,6.00,13.00,0.01,1364.00,79.92,100.00,true
960.00,SINGLE PROTEIN,Q9UJ99,, Cadherin-22 (CAD22_HUMAN),20,CDH22,6.52,false,6.00,12.00,0.00,1669.00,89.04,100.00,true
961.00,SINGLE PROTEIN,Q5VWW1,, Complement C1q-like protein 3 (C1QL3_HUMAN),10,C1QL3,21.18,false,6.00,20.00,0.02,522.00,26.70,100.00,true
962.00,SINGLE PROTEIN,P40121,, Macrophage-capping protein (CAPG_HUMAN),2,CAPG,25.86,false,6.00,12.00,0.01,840.00,38.47,100.00,true
963.00,SINGLE PROTEIN,O00244,, Copper transport protein ATOX1 (ATOX1_HUMAN),5,ATOX1,69.12,true,6.00,8.00,0.03,396.00,7.40,100.00,true
964.00,SINGLE PROTEIN,P80188,, Neutrophil gelatinase-associated lipocalin (NGAL_HUMAN),9,LCN2,43.94,false,6.00,14.00,0.03,443.00,22.57,100.00,true
965.00,SINGLE PROTEIN,P15531,, Nucleoside diphosphate kinase A (NDKA_HUMAN),17,NME1,43.42,false,6.00,15.00,0.02,540.00,17.14,100.00,true
966.00,SINGLE PROTEIN,P28838,, Cytosol aminopeptidase (AMPL_HUMAN),4,LAP3,18.30,false,6.00,17.00,0.01,1290.00,56.13,100.00,true
967.00,SINGLE PROTEIN,Q9Y6X5,, Bis(5'-adenosyl)-triphosphatase ENPP4 (ENPP4_HUMAN),6,ENPP4,20.09,false,6.00,13.00,0.01,876.00,51.61,100.00,true
968.00,SINGLE PROTEIN,Q9UHI8,, A disintegrin and metalloproteinase with thrombospondin motifs 1 (ATS1_HUMAN),21,ADAMTS1,11.27,false,6.00,18.00,0.00,1676.00,105.29,100.00,true
969.00,SINGLE PROTEIN,P28827,, Receptor-type tyrosine-protein phosphatase mu (PTPRM_HUMAN),18,PTPRM,5.79,false,6.00,16.00,0.00,1648.00,163.58,100.00,true
970.00,SINGLE PROTEIN,P20916,, Myelin-associated glycoprotein (MAG_HUMAN),19,MAG,14.54,false,6.00,20.00,0.01,1201.00,69.02,100.00,true
971.00,SINGLE PROTEIN,Q6PCB0,, von Willebrand factor A domain-containing protein 1 (VWA1_HUMAN),1,VWA1,25.39,true,6.00,12.00,0.01,900.00,46.78,100.00,true
972.00,SINGLE PROTEIN,Q9BZC7,, ATP-binding cassette sub-family A member 2 (ABCA2_HUMAN),9,ABCA2,2.79,true,6.00,8.00,0.00,2170.00,269.70,100.00,true
973.00,SINGLE PROTEIN,P20908,, Collagen alpha-1(V) chain (CO5A1_HUMAN),9,COL5A1,5.01,false,6.00,16.00,0.00,1909.00,183.45,100.00,true
974.00,SINGLE PROTEIN,Q9HBW1,, Leucine-rich repeat-containing protein 4 (LRRC4_HUMAN),7,LRRC4,10.87,false,6.00,21.00,0.01,970.00,72.67,100.00,true
975.00,SINGLE PROTEIN,P01303,, Pro-neuropeptide Y (NPY_HUMAN),7,NPY,38.14,true,6.00,36.00,0.21,67.00,10.84,100.00,true
976.00,SINGLE PROTEIN,P00488,, Coagulation factor XIII A chain (F13A_HUMAN),6,F13A1,11.07,false,6.00,9.00,0.00,1464.00,83.21,100.00,true
977.00,SINGLE PROTEIN,O43866,, CD5 antigen-like (CD5L_HUMAN),1,CD5L,26.22,false,6.00,8.00,0.01,1138.00,38.06,100.00,true
978.00,SINGLE PROTEIN,P11117,, Lysosomal acid phosphatase (PPAL_HUMAN),11,ACP2,16.08,false,6.00,12.00,0.01,928.00,48.31,100.00,true
979.00,SINGLE PROTEIN,Q8WZ75,, Roundabout homolog 4 (ROBO4_HUMAN),11,ROBO4,8.34,false,6.00,13.00,0.01,1339.00,107.39,100.00,true
980.00,SINGLE PROTEIN,Q7L0X0,, TLR4 interactor with leucine rich repeats (TRIL_HUMAN),7,TRIL,10.85,false,6.00,10.00,0.01,1356.00,88.67,100.00,true
981.00,SINGLE PROTEIN,P39059,, Collagen alpha-1(XV) chain (COFA1_HUMAN),9,COL15A1,4.90,false,6.00,25.00,0.02,611.00,141.63,100.00,true
982.00,SINGLE PROTEIN,Q9Y3B3,, Transmembrane emp24 domain-containing protein 7 (TMED7_HUMAN),5,TMED7,29.02,false,6.00,10.00,0.02,615.00,25.16,100.00,true
983.00,SINGLE PROTEIN,Q14314,, Fibroleukin (FGL2_HUMAN),7,FGL2,14.12,false,6.00,17.00,0.01,1107.00,50.20,100.00,true
984.00,SINGLE PROTEIN,O15354,, Prosaposin receptor GPR37 (GPR37_HUMAN),7,GPR37,11.58,true,6.00,22.00,0.01,786.00,67.07,100.00,true
985.00,SINGLE PROTEIN,P15259,, Phosphoglycerate mutase 2 (PGAM2_HUMAN),7,PGAM2,29.25,false,5.00,10.00,0.01,1144.00,28.75,100.00,true
986.00,SINGLE PROTEIN,P17405,, Sphingomyelin phosphodiesterase (ASM_HUMAN),11,SMPD1,8.74,false,5.00,10.00,0.01,901.00,69.71,100.00,true
987.00,SINGLE PROTEIN,Q8N436,, Inactive carboxypeptidase-like protein X2 (CPXM2_HUMAN),10,CPXM2,8.99,false,5.00,15.00,0.00,1405.00,85.82,100.00,true
988.00,SINGLE PROTEIN,Q9Y227,, Ectonucleoside triphosphate diphosphohydrolase 4 (ENTP4_HUMAN),8,ENTPD4,9.90,false,5.00,12.00,0.01,1346.00,70.21,100.00,true
989.00,SINGLE PROTEIN,Q12866,, Tyrosine-protein kinase Mer (MERTK_HUMAN),2,MERTK,8.51,true,5.00,9.00,0.00,1747.00,110.18,100.00,true
990.00,SINGLE PROTEIN,Q9Y5Y7,, Lymphatic vessel endothelial hyaluronic acid receptor 1 (LYVE1_HUMAN),11,LYVE1,18.01,false,5.00,39.00,0.06,259.00,35.19,100.00,true
991.00,SINGLE PROTEIN,Q9Y5Z4,, Heme-binding protein 2 (HEBP2_HUMAN),6,HEBP2,27.80,false,5.00,8.00,0.03,483.00,22.86,100.00,true
992.00,SINGLE PROTEIN,P13473,, Lysosome-associated membrane glycoprotein 2 (LAMP2_HUMAN),X,LAMP2,13.66,false,5.00,27.00,0.05,316.00,44.93,100.00,true
993.00,SINGLE PROTEIN,O75096,, Low-density lipoprotein receptor-related protein 4 (LRP4_HUMAN),11,LRP4,3.88,false,5.00,9.00,0.00,2032.00,211.91,100.00,true
994.00,SINGLE PROTEIN,Q9Y5W5,, Wnt inhibitory factor 1 (WIF1_HUMAN),12,WIF1,24.01,false,5.00,10.00,0.01,849.00,41.50,100.00,true
995.00,SINGLE PROTEIN,O75095,, Multiple epidermal growth factor-like domains protein 6 (MEGF6_HUMAN),1,MEGF6,5.19,false,5.00,11.00,0.00,1902.00,161.07,100.00,true
996.00,SINGLE PROTEIN,P11279,, Lysosome-associated membrane glycoprotein 1 (LAMP1_HUMAN),13,LAMP1,10.79,false,5.00,28.00,0.06,234.00,44.85,100.00,true
997.00,SINGLE PROTEIN,O75083,, WD repeat-containing protein 1 (WDR1_HUMAN),4,WDR1,14.69,false,5.00,14.00,0.01,1156.00,66.15,100.00,true
998.00,SINGLE PROTEIN,O75071,, EF-hand calcium-binding domain-containing protein 14 (EFC14_HUMAN),1,KIAA0494,14.34,false,5.00,16.00,0.01,836.00,55.00,100.00,true
999.00,SINGLE PROTEIN,Q9Y639,, Neuroplastin (NPTN_HUMAN),15,NPTN,17.34,false,5.00,14.00,0.02,659.00,44.36,100.00,true
1000.00,SINGLE PROTEIN,P60660,, Myosin light polypeptide 6 (MYL6_HUMAN),12,MYL6,41.72,false,5.00,7.00,0.01,962.00,16.92,100.00,true
1001.00,SINGLE PROTEIN,P06753,, Tropomyosin alpha-3 chain (TPM3_HUMAN),1,TPM3,15.49,false,5.00,16.00,0.02,703.00,32.80,100.00,true
1002.00,RELATED PROTEINS,Q02985,Q92496, Complement factor H-related protein 3 (FHR3_HUMAN),1,CFHR3,15.15,false,5.00,8.00,0.01,1170.00,37.30,100.00,true
1003.00,SINGLE PROTEIN,Q9Y653,, G-protein coupled receptor 56 (GPR56_HUMAN),16,GPR56,10.97,false,5.00,10.00,0.01,1245.00,77.69,100.00,true
1004.00,SINGLE PROTEIN,Q9Y2G1,, Myelin regulatory factor (MRF_HUMAN),,MRF,5.99,false,5.00,20.00,0.01,837.00,124.32,100.00,true
1005.00,SINGLE PROTEIN,Q7Z5A9,, Protein FAM19A1 (F19A1_HUMAN),3,FAM19A1,33.08,false,5.00,15.00,0.03,416.00,14.89,100.00,true
1006.00,SINGLE PROTEIN,P01876,, Ig alpha-1 chain C region (IGHA1_HUMAN),14,IGHA1,28.61,true,5.00,9.00,0.02,709.00,37.63,100.00,true
1007.00,SINGLE PROTEIN,P02745,, Complement C1q subcomponent subunit A (C1QA_HUMAN),1,C1QA,28.98,false,5.00,27.00,0.06,245.00,26.00,100.00,true
1008.00,SINGLE PROTEIN,O15041,, Semaphorin-3E (SEM3E_HUMAN),7,SEMA3E,6.06,false,5.00,11.00,0.00,1755.00,89.17,100.00,true
1009.00,SINGLE PROTEIN,Q9H0X4,, Protein ITFG3 (ITFG3_HUMAN),16,ITFG3,14.86,false,5.00,10.00,0.01,1216.00,59.62,100.00,true
1010.00,SINGLE PROTEIN,P02792,, Ferritin light chain (FRIL_HUMAN),19,FTL,37.14,false,5.00,15.00,0.04,363.00,20.01,100.00,true
1011.00,SINGLE PROTEIN,Q86Y82,, Syntaxin-12 (STX12_HUMAN),1,STX12,28.26,false,5.00,11.00,0.01,917.00,31.62,100.00,true
1012.00,SINGLE PROTEIN,Q6UW01,, Cerebellin-3 (CBLN3_HUMAN),14,CBLN3,25.85,true,5.00,16.00,0.07,204.00,21.51,100.00,true
1013.00,SINGLE PROTEIN,Q86TE4,, Leucine zipper protein 2 (LUZP2_HUMAN),11,LUZP2,13.87,false,5.00,19.00,0.01,1171.00,38.93,100.00,true
1014.00,SINGLE PROTEIN,P78310,, Coxsackievirus and adenovirus receptor (CXAR_HUMAN),21,CXADR,18.08,false,5.00,14.00,0.01,1085.00,40.00,100.00,true
1015.00,SINGLE PROTEIN,Q9H0Q3,, FXYD domain-containing ion transport regulator 6 (FXYD6_HUMAN),11,FXYD6,38.95,false,5.00,12.00,0.07,217.00,10.54,100.00,true
