Entry	Topological domain	Transmembrane
O75871	TOPO_DOM 36..155;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 177..244;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 156..176;  /note="Helical";  /evidence="ECO:0000255"
Q5SZB4		
A6NM45	TOPO_DOM 1..10;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 32..81;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 103..117;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 139..161;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 183..220;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 11..31;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 82..102;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 118..138;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 162..182;  /note="Helical";  /evidence="ECO:0000255"
Q9Y6Y1		
Q8N129		
Q86U37		
A0A0U1RQF7		
Q9BZ76	TOPO_DOM 26..1245;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 1267..1288;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 1246..1266;  /note="Helical";  /evidence="ECO:0000255"
Q14031		
Q7Z7A1		
P07360		
Q6ZW13		
Q86U02		TRANSMEM 38..58;  /note="Helical";  /evidence="ECO:0000255"
Q6UX73		
Q14050		
P78357	TOPO_DOM 20..1283;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 1305..1384;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 1284..1304;  /note="Helical";  /evidence="ECO:0000255"
P20813		
Q96BA8	TOPO_DOM 1..374;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 396..519;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 375..395;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
P43320		
O00230		
Q9NSK7		TRANSMEM 51..71;  /note="Helical";  /evidence="ECO:0000255"
P41214		
P32519		
Q8IUX8		
P0C7U0	TOPO_DOM 28..418;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 440..828;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 419..439;  /note="Helical";  /evidence="ECO:0000255"
Q9UHF1		
O75821		
Q99944		
Q63HQ2		
Q9N2K0	TOPO_DOM 36..523;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 545..584;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 524..544;  /note="Helical";  /evidence="ECO:0000255"
Q9N2J8	TOPO_DOM 36..515;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 537..555;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 516..536;  /note="Helical";  /evidence="ECO:0000255"
Q6UWT2		
P61568		
Q9NX77		TRANSMEM 459..479;  /note="Helical";  /evidence="ECO:0000255"
O42043		TRANSMEM 522..542;  /note="Helical";  /evidence="ECO:0000255"
O71037	TOPO_DOM 90..632;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 654..699;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 633..653;  /note="Helical";  /evidence="ECO:0000255"
Q902F8	TOPO_DOM 90..632;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 654..699;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 633..653;  /note="Helical";  /evidence="ECO:0000255"
P19419		
Q9UKH3	TOPO_DOM 90..631;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 653..698;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 632..652;  /note="Helical";  /evidence="ECO:0000255"
Q9H0I2		
O00472		
O15372		
P55884		
Q9HB65		
P55199		
Q8N336		
Q8IZ81		
Q96FG2		
P22792		
Q92556		
Q96FN4		
Q8N8Q8	TOPO_DOM ?..167;  /note="Mitochondrial intermembrane";  /evidence="ECO:0000305|PubMed:16212937"; TOPO_DOM 189..223;  /note="Mitochondrial matrix";  /evidence="ECO:0000305|PubMed:16212937"; TOPO_DOM 245..262;  /note="Mitochondrial intermembrane";  /evidence="ECO:0000305|PubMed:16212937"; TOPO_DOM 284..333;  /note="Mitochondrial matrix";  /evidence="ECO:0000305|PubMed:16212937"	TRANSMEM 168..188;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 224..244;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 263..283;  /note="Helical";  /evidence="ECO:0000255"
Q96I36		TRANSMEM 15..37;  /note="Helical";  /evidence="ECO:0000255"
P15954	TOPO_DOM 17..33;  /note="Mitochondrial matrix";  /evidence="ECO:0000269|PubMed:30030519"; TOPO_DOM 61..63;  /note="Mitochondrial intermembrane";  /evidence="ECO:0000269|PubMed:30030519"	TRANSMEM 34..60;  /note="Helical";  /evidence="ECO:0000250|UniProtKB:P00430"
P23528		
Q7Z7K0		
P83436		
Q96AK3		
P36639		
Q8NAA4		
Q15018		
P02750		
Q9Y614		
Q6DCA0		
Q99218		
Q9NVV5	TOPO_DOM 1..12;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:27018888"; TOPO_DOM 31..44;  /note="Extracellular";  /evidence="ECO:0000305|PubMed:27018888"; TOPO_DOM 68..87;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:27018888"; TOPO_DOM 111..124;  /note="Extracellular";  /evidence="ECO:0000305|PubMed:27018888"; TOPO_DOM 145..156;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:27018888"; TOPO_DOM 180..193;  /note="Extracellular";  /evidence="ECO:0000305|PubMed:27018888"; TOPO_DOM 217..238;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:27018888"	TRANSMEM 13..30;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 45..67;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 88..110;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 125..144;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 157..179;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 194..216;  /note="Helical";  /evidence="ECO:0000255"
P12814		
Q9NZN9		
P35609		
Q13015		
Q9NP73		
Q9BT22	TOPO_DOM 1..2;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 24..464;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 3..23;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
P02768		
O75077	TOPO_DOM 287..792;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 814..832;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 793..813;  /note="Helical";  /evidence="ECO:0000255"
Q8NEF3		
Q4G0S4		
Q96NT0		
Q8IYX3		
Q7Z6V5		
Q9Y646		
Q96HD9		
Q8IVU9		
Q8NFR7		
Q8TF27		
P55263		
C9JUS6		
A0A096LP49		
Q8IY45		
P02655		
Q9UPQ3		
Q5VTM2		
P15514		TRANSMEM 199..221;  /note="Helical";  /evidence="ECO:0000255"
Q8TER5		
Q9NR81		
Q15052		
Q9NP61		
Q9H6F5		
Q92870		
Q8N998		
Q5VVS0		
Q5JVX7		
Q9BY76		
P78540		
Q86VW2		
Q8TC20		
Q96DE5		
Q9UJX5		
Q9BRK5		
Q8WWN8		
P29374		
Q8NAG6		
P02749		
P02652		
Q8IXF9		TRANSMEM 1..21;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 55..75;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 100..126;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 146..166;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 179..199;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 216..236;  /note="Helical; Name=6";  /evidence="ECO:0000255"
Q7L2Z9		
Q8NHP1		
O95154		
Q96CB5		
Q6P2P2		
Q9NXU5		
Q9UJ72		
P50995		
P02649		
P30281		
Q9Y4M8		
Q6P047		
Q6P1X6		
Q6ZUL3		
P56559		
Q9Y6Q5		
Q6ZTN6		
P49703		
Q8IW19		
Q8IVF6		
Q9Y689		
Q5CZ79		
P51946		
Q96KC2		
Q9BXX2		
Q9H672		
Q96DX5		
Q92903		TRANSMEM 96..116;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 149..169;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 183..203;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 230..250;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 279..299;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 357..377;  /note="Helical";  /evidence="ECO:0000255"
A6NH57		
P0C6C1		
Q9H4A4		
Q6ZQR2		
P63010		
Q9UJX6		
Q15078		
Q92754		
Q75V66	TOPO_DOM 1..299;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 321..380;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 402..462;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 484..511;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 533..557;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 579..679;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 701..732;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 754..834;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 856..913;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 300..320;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 381..401;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 463..483;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 512..532;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 558..578;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 680..700;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 733..753;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 835..855;  /note="Helical";  /evidence="ECO:0000255"
Q9P2B7		
Q6P6B7		
Q400G9		
Q9NXR5		
Q6UB99		
Q6NXT1		
Q86SG2		
Q9H6X2	TOPO_DOM 33..321;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 343..564;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 322..342;  /note="Helical";  /evidence="ECO:0000255"
A6NF34	TOPO_DOM 28..353;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 375..631;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 354..374;  /note="Helical";  /evidence="ECO:0000255"
P13569	TOPO_DOM 1..77;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 99..122;  /note="Extracellular";  /evidence="ECO:0000269|Ref.55"; TOPO_DOM 147..195;  /note="Cytoplasmic";  /evidence="ECO:0000269|Ref.55"; TOPO_DOM 217..222;  /note="Extracellular";  /evidence="ECO:0000269|Ref.55"; TOPO_DOM 244..298;  /note="Cytoplasmic";  /evidence="ECO:0000269|Ref.55"; TOPO_DOM 320..339;  /note="Extracellular";  /evidence="ECO:0000269|Ref.55"; TOPO_DOM 359..858;  /note="Cytoplasmic";  /evidence="ECO:0000269|Ref.55"; TOPO_DOM 880..918;  /note="Extracellular";  /evidence="ECO:0000269|Ref.55"; TOPO_DOM 940..990;  /note="Cytoplasmic";  /evidence="ECO:0000269|Ref.55"; TOPO_DOM 1012..1013;  /note="Extracellular";  /evidence="ECO:0000269|Ref.55"; TOPO_DOM 1035..1095;  /note="Cytoplasmic";  /evidence="ECO:0000269|Ref.55"; TOPO_DOM 1117..1130;  /note="Extracellular";  /evidence="ECO:0000269|Ref.55"; TOPO_DOM 1152..1480;  /note="Cytoplasmic";  /evidence="ECO:0000269|Ref.55"	TRANSMEM 78..98;  /note="Helical; Name=1";  /evidence="ECO:0000269|Ref.55"; TRANSMEM 123..146;  /note="Helical; Name=2";  /evidence="ECO:0000269|Ref.55"; TRANSMEM 196..216;  /note="Helical; Name=3";  /evidence="ECO:0000269|Ref.55"; TRANSMEM 223..243;  /note="Helical; Name=4";  /evidence="ECO:0000269|Ref.55"; TRANSMEM 299..319;  /note="Helical; Name=5";  /evidence="ECO:0000269|Ref.55"; TRANSMEM 340..358;  /note="Helical; Name=6";  /evidence="ECO:0000269|Ref.55"; TRANSMEM 859..879;  /note="Helical; Name=7";  /evidence="ECO:0000269|Ref.55"; TRANSMEM 919..939;  /note="Discontinuously helical; Name=8";  /evidence="ECO:0000269|Ref.55"; TRANSMEM 991..1011;  /note="Helical; Name=9";  /evidence="ECO:0000269|Ref.55"; TRANSMEM 1014..1034;  /note="Helical; Name=10";  /evidence="ECO:0000269|Ref.55"; TRANSMEM 1096..1116;  /note="Helical; Name=11";  /evidence="ECO:0000269|Ref.55"; TRANSMEM 1131..1151;  /note="Helical; Name=12";  /evidence="ECO:0000269|Ref.55"
Q9BWU1		
P51690		
O15467		
O00192		
Q5I0X4		
Q7RTU5		
Q6UXZ3	TOPO_DOM 19..165;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 187..194;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 166..186;  /note="Helical";  /evidence="ECO:0000255"
O14965		
Q9H1Z8		
Q6UY14		
Q9NR09		
Q9BQT9	TOPO_DOM 20..847;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 869..956;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 848..868;  /note="Helical";  /evidence="ECO:0000255"
O43683		
Q6Y288	TOPO_DOM 1..6;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 28..498;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 7..27;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
Q8TDH9		
O00478	TOPO_DOM 30..248;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 270..584;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 249..269;  /note="Helical";  /evidence="ECO:0000255"
Q9UL15		
Q13072		
P23560		
Q5VTR2		
Q8WY22		TRANSMEM 13..33;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 125..145;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 146..166;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 185..205;  /note="Helical";  /evidence="ECO:0000255"
Q8WY36		
A4D250		
P54687		
Q99728		
Q8TDL5		
Q8TD16		
Q96G01		
P16442	TOPO_DOM 1..32;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 54..354;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 33..53;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
P07858		
Q93034		
Q969G5		
Q6NZI2		
Q53TN4	TOPO_DOM 1..7;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:30272000"; TOPO_DOM 33..47;  /note="Extracellular";  /evidence="ECO:0000305|PubMed:30272000"; TOPO_DOM 70..78;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:30272000"; TOPO_DOM 106..118;  /note="Extracellular";  /evidence="ECO:0000305|PubMed:30272000"; TOPO_DOM 145..151;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:30272000"; TOPO_DOM 180..197;  /note="Extracellular";  /evidence="ECO:0000305|PubMed:30272000"; TOPO_DOM 223..286;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:30272000"	TRANSMEM 8..32;  /note="Helical; Name=1";  /evidence="ECO:0000269|PubMed:30272000, ECO:0007744|PDB:5ZLE, ECO:0007744|PDB:5ZLG"; TRANSMEM 48..69;  /note="Helical; Name=2";  /evidence="ECO:0000269|PubMed:30272000, ECO:0007744|PDB:5ZLE, ECO:0007744|PDB:5ZLG"; TRANSMEM 79..105;  /note="Helical; Name=3";  /evidence="ECO:0000269|PubMed:30272000, ECO:0007744|PDB:5ZLE, ECO:0007744|PDB:5ZLG"; TRANSMEM 119..144;  /note="Helical; Name=4";  /evidence="ECO:0000269|PubMed:30272000, ECO:0007744|PDB:5ZLE, ECO:0007744|PDB:5ZLG"; TRANSMEM 152..179;  /note="Helical; Name=5";  /evidence="ECO:0000269|PubMed:30272000, ECO:0007744|PDB:5ZLE, ECO:0007744|PDB:5ZLG"; TRANSMEM 198..222;  /note="Helical; Name=6";  /evidence="ECO:0000269|PubMed:30272000, ECO:0007744|PDB:5ZLE, ECO:0007744|PDB:5ZLG"
Q15834		
Q4LDR2		TRANSMEM 29..49;  /note="Helical";  /evidence="ECO:0000255"
A6NC98		
Q9NXE8		
Q05D32		
P61073	TOPO_DOM 1..38;  /note="Extracellular";  /evidence="ECO:0000269|PubMed:20929726"; TOPO_DOM 64..77;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:20929726"; TOPO_DOM 100..110;  /note="Extracellular";  /evidence="ECO:0000269|PubMed:20929726"; TOPO_DOM 131..154;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:20929726"; TOPO_DOM 175..195;  /note="Extracellular";  /evidence="ECO:0000269|PubMed:20929726"; TOPO_DOM 217..241;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:20929726"; TOPO_DOM 262..282;  /note="Extracellular";  /evidence="ECO:0000269|PubMed:20929726"; TOPO_DOM 303..352;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:20929726"	TRANSMEM 39..63;  /note="Helical; Name=1";  /evidence="ECO:0000269|PubMed:20929726"; TRANSMEM 78..99;  /note="Helical; Name=2";  /evidence="ECO:0000269|PubMed:20929726"; TRANSMEM 111..130;  /note="Helical; Name=3";  /evidence="ECO:0000269|PubMed:20929726"; TRANSMEM 155..174;  /note="Helical; Name=4";  /evidence="ECO:0000269|PubMed:20929726"; TRANSMEM 196..216;  /note="Helical; Name=5";  /evidence="ECO:0000269|PubMed:20929726"; TRANSMEM 242..261;  /note="Helical; Name=6";  /evidence="ECO:0000269|PubMed:20929726"; TRANSMEM 283..302;  /note="Helical; Name=7";  /evidence="ECO:0000269|PubMed:20929726"
Q8NEC5	TOPO_DOM 1..447;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q91ZR5"; TOPO_DOM 470..478;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q91ZR5"; TOPO_DOM 501..508;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q91ZR5"; TOPO_DOM 532..540;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q91ZR5"; TOPO_DOM 564..581;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q91ZR5"; TOPO_DOM 605..615;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q91ZR5"; TOPO_DOM 629..645;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q91ZR5"; TOPO_DOM 672..780;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q91ZR5"	TRANSMEM 448..469;  /note="Helical; Name=Segment S1";  /evidence="ECO:0000250|UniProtKB:Q91ZR5"; TRANSMEM 479..500;  /note="Helical; Name=Segment S2";  /evidence="ECO:0000250|UniProtKB:Q91ZR5"; TRANSMEM 509..531;  /note="Helical; Name=Segment S3";  /evidence="ECO:0000250|UniProtKB:Q91ZR5"; TRANSMEM 541..563;  /note="Helical; Name=Segment S4";  /evidence="ECO:0000250|UniProtKB:Q91ZR5"; TRANSMEM 582..604;  /note="Helical; Name=Segment S5";  /evidence="ECO:0000250|UniProtKB:Q91ZR5"; TRANSMEM 646..671;  /note="Helical; Name=Segment S6";  /evidence="ECO:0000250|UniProtKB:Q91ZR5"
Q96P56	TOPO_DOM 1..108;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:A2ARP9"; TOPO_DOM 132..140;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:A2ARP9"; TOPO_DOM 167..175;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:A2ARP9"; TOPO_DOM 201..203;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:A2ARP9"; TOPO_DOM 223..239;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:A2ARP9"; TOPO_DOM 263..281;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:A2ARP9"; TOPO_DOM 295..314;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:A2ARP9"; TOPO_DOM 342..530;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:A2ARP9"	TRANSMEM 109..131;  /note="Helical; Name=Segment S1";  /evidence="ECO:0000250|UniProtKB:A2ARP9"; TRANSMEM 141..166;  /note="Helical; Name=Segment S2";  /evidence="ECO:0000250|UniProtKB:A2ARP9"; TRANSMEM 176..200;  /note="Helical; Name=Segment S3";  /evidence="ECO:0000250|UniProtKB:A2ARP9"; TRANSMEM 204..222;  /note="Helical; Name=Segment S4";  /evidence="ECO:0000250|UniProtKB:A2ARP9"; TRANSMEM 240..262;  /note="Helical; Name=Segment S5";  /evidence="ECO:0000250|UniProtKB:A2ARP9"; TRANSMEM 315..341;  /note="Helical; Name=Segment S6";  /evidence="ECO:0000250|UniProtKB:A2ARP9"
Q86XQ3	TOPO_DOM 1..48;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q80W99"; TOPO_DOM 72..80;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q80W99"; TOPO_DOM 108;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q80W99"; TOPO_DOM 132..143;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q80W99"; TOPO_DOM 161..168;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q80W99"; TOPO_DOM 196..216;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q80W99"; TOPO_DOM 237..242;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q80W99"; TOPO_DOM 269..398;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q80W99"	TRANSMEM 49..71;  /note="Helical; Name=Segment S1";  /evidence="ECO:0000250|UniProtKB:Q80W99"; TRANSMEM 81..107;  /note="Helical; Name=Segment S2";  /evidence="ECO:0000250|UniProtKB:Q80W99"; TRANSMEM 109..131;  /note="Helical; Name=Segment S3";  /evidence="ECO:0000250|UniProtKB:Q80W99"; TRANSMEM 144..160;  /note="Helical; Name=Segment S4";  /evidence="ECO:0000250|UniProtKB:Q80W99"; TRANSMEM 169..195;  /note="Helical; Name=Segment S5";  /evidence="ECO:0000250|UniProtKB:Q80W99"; TRANSMEM 243..268;  /note="Helical; Name=Segment S6";  /evidence="ECO:0000250|UniProtKB:Q80W99"
Q7RTX7	TOPO_DOM 1..90;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q8BVN3"; TOPO_DOM 113..122;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q8BVN3"; TOPO_DOM 150..153;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q8BVN3"; TOPO_DOM 178..180;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q8BVN3"; TOPO_DOM 200..212;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q8BVN3"; TOPO_DOM 237..246;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q8BVN3"; TOPO_DOM 259..279;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q8BVN3"; TOPO_DOM 308..472;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q8BVN3"	TRANSMEM 91..112;  /note="Helical; Name=Segment S1";  /evidence="ECO:0000250|UniProtKB:Q8BVN3"; TRANSMEM 123..149;  /note="Helical; Name=Segment S2";  /evidence="ECO:0000250|UniProtKB:Q8BVN3"; TRANSMEM 154..177;  /note="Helical; Name=Segment S3";  /evidence="ECO:0000250|UniProtKB:Q8BVN3"; TRANSMEM 181..199;  /note="Helical; Name=Segment S4";  /evidence="ECO:0000250|UniProtKB:Q8BVN3"; TRANSMEM 213..236;  /note="Helical; Name=Segment S5";  /evidence="ECO:0000250|UniProtKB:Q8BVN3"; TRANSMEM 280..307;  /note="Helical; Name=Segment S6";  /evidence="ECO:0000250|UniProtKB:Q8BVN3"
P32302	TOPO_DOM 1..55;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 77..88;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 110..124;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 146..167;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 189..219;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 241..259;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 281..304;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 326..372;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 56..76;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 89..109;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 125..145;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 168..188;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 220..240;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 260..280;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 305..325;  /note="Helical; Name=7";  /evidence="ECO:0000255"
Q9H7T0	TOPO_DOM 1..1053;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:A2RTF1"; TOPO_DOM 1077..1116;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:A2RTF1"	TRANSMEM 1054..1076;  /note="Helical";  /evidence="ECO:0000250|UniProtKB:A2RTF1"
O00574	TOPO_DOM 1..32;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 60..68;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 90..103;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 126..143;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 165..187;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 216..231;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 260..275;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 294..342;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 33..59;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 69..89;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 104..125;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 144..164;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 188..215;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 232..259;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 276..293;  /note="Helical; Name=7";  /evidence="ECO:0000255"
