ID	Location	Membrane	Nucleus	Cytoplasm	Extracellular	Mitochondrion	Cell_membrane	Endoplasmic_reticulum	Plastid	Golgi_apparatus	Lysosome/Vacuole	Peroxisome
sp|Q96PD2|DCBD2_HUMAN Discoidin, CUB and LCCL domain-containing protein 2 OS=Homo sapiens OX=9606 GN=DCBLD2 PE=1 SV=1	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9999	0.0	0.0	0.0	0.0	0.0
sp|Q86TY3|ARMD4_HUMAN Armadillo-like helical domain-containing protein 4 OS=Homo sapiens OX=9606 GN=ARMH4 PE=1 SV=1	Cell_membrane	0.9963	0.0001	0.0	0.0011	0.0148	0.8123	0.1251	0.0029	0.0419	0.0017	0.0001
sp|P50416|CPT1A_HUMAN Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens OX=9606 GN=CPT1A PE=1 SV=2	Mitochondrion	0.9833	0.0014	0.0068	0.0002	0.6526	0.0042	0.0945	0.0166	0.0009	0.0004	0.2224
sp|Q9NVE7|PANK4_HUMAN 4'-phosphopantetheine phosphatase OS=Homo sapiens OX=9606 GN=PANK4 PE=1 SV=1	Cytoplasm	0.0882	0.0121	0.5067	0.0021	0.0158	0.0165	0.0055	0.021	0.0008	0.0099	0.4095
sp|Q04727|TLE4_HUMAN Transducin-like enhancer protein 4 OS=Homo sapiens OX=9606 GN=TLE4 PE=1 SV=3	Nucleus	0.0978	0.6656	0.311	0.002	0.0024	0.0133	0.0005	0.0003	0.0034	0.0009	0.0005
sp|Q8IY22|CMIP_HUMAN C-Maf-inducing protein OS=Homo sapiens OX=9606 GN=CMIP PE=1 SV=3	Cytoplasm	0.1407	0.2376	0.5683	0.0012	0.0046	0.0706	0.011	0.0024	0.0626	0.0296	0.0122
sp|Q96TA2|YMEL1_HUMAN ATP-dependent zinc metalloprotease YME1L1 OS=Homo sapiens OX=9606 GN=YME1L1 PE=1 SV=2	Plastid	0.6305	0.0041	0.0107	0.0005	0.0568	0.0012	0.0048	0.8874	0.0011	0.0028	0.0307
sp|Q86UE8|TLK2_HUMAN Serine/threonine-protein kinase tousled-like 2 OS=Homo sapiens OX=9606 GN=TLK2 PE=1 SV=2	Cytoplasm	0.0176	0.298	0.6831	0.0002	0.0002	0.0119	0.0007	0.0001	0.0028	0.0017	0.0012
sp|Q9H159|CAD19_HUMAN Cadherin-19 OS=Homo sapiens OX=9606 GN=CDH19 PE=2 SV=1	Cell_membrane	0.9992	0.0001	0.0	0.0	0.0	0.99	0.0067	0.0	0.0017	0.0015	0.0
sp|Q9P2E5|CHPF2_HUMAN Chondroitin sulfate glucuronyltransferase OS=Homo sapiens OX=9606 GN=CHPF2 PE=2 SV=2	Endoplasmic_reticulum	0.4537	0.0006	0.0009	0.2543	0.0265	0.033	0.3612	0.0012	0.2179	0.1039	0.0005
sp|O75676|KS6A4_HUMAN Ribosomal protein S6 kinase alpha-4 OS=Homo sapiens OX=9606 GN=RPS6KA4 PE=1 SV=1	Nucleus	0.0965	0.6779	0.3094	0.0003	0.0001	0.0088	0.0004	0.0001	0.0005	0.0003	0.0023
sp|Q9BVJ6|UT14A_HUMAN U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens OX=9606 GN=UTP14A PE=1 SV=1	Nucleus	0.1926	0.9069	0.0792	0.0002	0.0004	0.0083	0.0006	0.0008	0.0032	0.0001	0.0003
sp|Q9BQI7|PSD2_HUMAN PH and SEC7 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PSD2 PE=2 SV=3	Cytoplasm	0.0365	0.3029	0.6506	0.0003	0.0014	0.0189	0.0019	0.0012	0.01	0.0067	0.006
sp|Q14563|SEM3A_HUMAN Semaphorin-3A OS=Homo sapiens OX=9606 GN=SEMA3A PE=1 SV=1	Extracellular	0.1566	0.0142	0.003	0.6251	0.0137	0.0591	0.2408	0.0004	0.0046	0.0387	0.0003
sp|Q9P244|LRFN1_HUMAN Leucine-rich repeat and fibronectin type III domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LRFN1 PE=1 SV=2	Cell_membrane	1.0	0.0	0.0	0.0	0.0001	0.9999	0.0	0.0	0.0	0.0	0.0
sp|Q8TBB6|S7A14_HUMAN Probable cationic amino acid transporter OS=Homo sapiens OX=9606 GN=SLC7A14 PE=1 SV=3	Lysosome/Vacuole	0.4447	0.0	0.0	0.0	0.0008	0.2584	0.0155	0.0	0.0151	0.7098	0.0002
sp|Q04724|TLE1_HUMAN Transducin-like enhancer protein 1 OS=Homo sapiens OX=9606 GN=TLE1 PE=1 SV=2	Nucleus	0.1572	0.9647	0.0343	0.0001	0.0	0.0007	0.0	0.0	0.0001	0.0001	0.0
sp|P42892|ECE1_HUMAN Endothelin-converting enzyme 1 OS=Homo sapiens OX=9606 GN=ECE1 PE=1 SV=2	Cell_membrane	0.8215	0.0004	0.0003	0.1082	0.0075	0.6113	0.1367	0.0001	0.0465	0.0885	0.0005
sp|P05067|A4_HUMAN Amyloid-beta precursor protein OS=Homo sapiens OX=9606 GN=APP PE=1 SV=3	Cell_membrane	0.9792	0.0002	0.0001	0.0011	0.0069	0.7994	0.1428	0.0016	0.0105	0.0372	0.0002
sp|O75074|LRP3_HUMAN Low-density lipoprotein receptor-related protein 3 OS=Homo sapiens OX=9606 GN=LRP3 PE=2 SV=2	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9998	0.0	0.0	0.0001	0.0	0.0
sp|Q86TB9|PATL1_HUMAN Protein PAT1 homolog 1 OS=Homo sapiens OX=9606 GN=PATL1 PE=1 SV=2	Nucleus	0.1053	0.7626	0.226	0.0002	0.0007	0.0033	0.0008	0.0004	0.0031	0.0022	0.0006
sp|P83436|COG7_HUMAN Conserved oligomeric Golgi complex subunit 7 OS=Homo sapiens OX=9606 GN=COG7 PE=1 SV=1	Golgi_apparatus	0.2995	0.0583	0.2696	0.0039	0.0141	0.0433	0.0652	0.0035	0.3557	0.18	0.0065
sp|P40763|STAT3_HUMAN Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2	Cytoplasm	0.0303	0.1367	0.7824	0.0031	0.0034	0.0208	0.0055	0.001	0.0178	0.0253	0.004
sp|P26012|ITB8_HUMAN Integrin beta-8 OS=Homo sapiens OX=9606 GN=ITGB8 PE=1 SV=1	Cell_membrane	0.9997	0.0001	0.0	0.0	0.0001	0.9951	0.0036	0.0	0.0009	0.0001	0.0
sp|O75078|ADA11_HUMAN Disintegrin and metalloproteinase domain-containing protein 11 OS=Homo sapiens OX=9606 GN=ADAM11 PE=2 SV=3	Cell_membrane	0.9915	0.0	0.0	0.0136	0.0008	0.9803	0.0027	0.0	0.002	0.0005	0.0
sp|P05107|ITB2_HUMAN Integrin beta-2 OS=Homo sapiens OX=9606 GN=ITGB2 PE=1 SV=2	Cell_membrane	0.998	0.0	0.0	0.0006	0.0001	0.9974	0.0009	0.0	0.0005	0.0006	0.0
tr|Q6P2Q0|Q6P2Q0_HUMAN ABCB9 protein OS=Homo sapiens OX=9606 GN=ABCB9 PE=2 SV=1	Lysosome/Vacuole	0.5494	0.0002	0.0004	0.0003	0.0045	0.2417	0.1518	0.0001	0.0874	0.5118	0.0017
tr|A0A0A0MS69|A0A0A0MS69_HUMAN Phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE1C PE=1 SV=1	Cytoplasm	0.0723	0.303	0.6033	0.0011	0.0007	0.0526	0.0056	0.001	0.0124	0.0063	0.0139
sp|Q13618|CUL3_HUMAN Cullin-3 OS=Homo sapiens OX=9606 GN=CUL3 PE=1 SV=2	Cytoplasm	0.0432	0.2977	0.65	0.0003	0.0045	0.0117	0.0065	0.0006	0.0184	0.0045	0.0059
sp|Q92805|GOGA1_HUMAN Golgin subfamily A member 1 OS=Homo sapiens OX=9606 GN=GOLGA1 PE=1 SV=3	Golgi_apparatus	0.5969	0.0217	0.0915	0.0	0.0049	0.0381	0.0066	0.0008	0.8093	0.0271	0.0001
sp|Q01432|AMPD3_HUMAN AMP deaminase 3 OS=Homo sapiens OX=9606 GN=AMPD3 PE=1 SV=1	Cytoplasm	0.032	0.3936	0.5811	0.0004	0.003	0.007	0.0015	0.0005	0.0066	0.0038	0.0025
sp|Q15437|SC23B_HUMAN Protein transport protein Sec23B OS=Homo sapiens OX=9606 GN=SEC23B PE=1 SV=2	Cytoplasm	0.0511	0.1514	0.6653	0.0055	0.0189	0.015	0.0095	0.0056	0.0059	0.0194	0.1037
tr|H7C560|H7C560_HUMAN Non-specific serine/threonine protein kinase OS=Homo sapiens OX=9606 GN=BRAF PE=1 SV=2	Cytoplasm	0.0379	0.1886	0.7532	0.0005	0.0014	0.0204	0.0021	0.0082	0.0066	0.0105	0.0085
sp|Q08J23|NSUN2_HUMAN RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2	Nucleus	0.0798	0.6218	0.3496	0.0003	0.0007	0.0225	0.0004	0.0001	0.0026	0.001	0.0009
sp|Q7Z7L7|ZER1_HUMAN Protein zer-1 homolog OS=Homo sapiens OX=9606 GN=ZER1 PE=1 SV=1	Cytoplasm	0.0193	0.1791	0.7324	0.0007	0.0019	0.0041	0.0096	0.0004	0.0197	0.0505	0.0015
sp|Q76B58|BRNP3_HUMAN BMP/retinoic acid-inducible neural-specific protein 3 OS=Homo sapiens OX=9606 GN=BRINP3 PE=1 SV=1	Extracellular	0.0962	0.0023	0.0044	0.614	0.0387	0.018	0.1735	0.0	0.0377	0.1111	0.0002
sp|P27487|DPP4_HUMAN Dipeptidyl peptidase 4 OS=Homo sapiens OX=9606 GN=DPP4 PE=1 SV=2	Endoplasmic_reticulum	0.1645	0.0001	0.0011	0.3193	0.0013	0.0202	0.3253	0.0001	0.0655	0.2668	0.0002
sp|Q8N568|DCLK2_HUMAN Serine/threonine-protein kinase DCLK2 OS=Homo sapiens OX=9606 GN=DCLK2 PE=1 SV=4	Cytoplasm	0.006	0.0329	0.9503	0.0002	0.0001	0.0114	0.0003	0.0002	0.0007	0.0022	0.0018
sp|Q9NT22|EMIL3_HUMAN EMILIN-3 OS=Homo sapiens OX=9606 GN=EMILIN3 PE=1 SV=2	Extracellular	0.0293	0.0004	0.0011	0.6232	0.0521	0.0042	0.281	0.0003	0.015	0.0224	0.0001
tr|Q4VXP6|Q4VXP6_HUMAN Potassium voltage-gated channel subfamily KQT member 2 OS=Homo sapiens OX=9606 GN=KCNQ2 PE=1 SV=2	Cell_membrane	0.9983	0.0001	0.0	0.0	0.0004	0.9259	0.0516	0.0	0.0196	0.0023	0.0001
sp|Q9NP78|ABCB9_HUMAN ABC-type oligopeptide transporter ABCB9 OS=Homo sapiens OX=9606 GN=ABCB9 PE=1 SV=1	Lysosome/Vacuole	0.5508	0.0002	0.0004	0.0003	0.0044	0.2365	0.1562	0.0001	0.0882	0.512	0.0016
sp|Q9UKI8|TLK1_HUMAN Serine/threonine-protein kinase tousled-like 1 OS=Homo sapiens OX=9606 GN=TLK1 PE=1 SV=2	Cytoplasm	0.0552	0.4071	0.5668	0.0003	0.0003	0.0126	0.0011	0.0007	0.0063	0.0034	0.0015
sp|P15056|BRAF_HUMAN Serine/threonine-protein kinase B-raf OS=Homo sapiens OX=9606 GN=BRAF PE=1 SV=4	Cytoplasm	0.0367	0.1964	0.7484	0.0005	0.0012	0.0199	0.002	0.0074	0.0063	0.0101	0.0079
sp|Q5VUJ6|LRCH2_HUMAN Leucine-rich repeat and calponin homology domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LRCH2 PE=1 SV=2	Nucleus	0.0706	0.5353	0.4421	0.0001	0.0003	0.0151	0.0006	0.0001	0.0034	0.0027	0.0004
sp|P11387|TOP1_HUMAN DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2	Nucleus	0.0288	0.976	0.0237	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0
sp|Q9NRH2|SNRK_HUMAN SNF-related serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=SNRK PE=1 SV=2	Nucleus	0.1205	0.4917	0.4705	0.0003	0.0003	0.0268	0.0011	0.0002	0.0054	0.003	0.0008
tr|H8Y6P7|H8Y6P7_HUMAN DNA-directed RNA polymerase II subunit GRINL1A OS=Homo sapiens OX=9606 GN=GCOM1 PE=2 SV=1	Nucleus	0.2173	0.4069	0.4046	0.0002	0.0356	0.0108	0.0037	0.0138	0.1122	0.0117	0.0005
sp|Q9ULC8|ZDHC8_HUMAN Palmitoyltransferase ZDHHC8 OS=Homo sapiens OX=9606 GN=ZDHHC8 PE=1 SV=3	Cell_membrane	0.9975	0.0	0.0	0.0	0.0001	0.9467	0.0116	0.0	0.0393	0.0024	0.0
tr|Q86YQ0|Q86YQ0_HUMAN HZGJ OS=Homo sapiens OX=9606 GN=HZGJ PE=2 SV=1	Mitochondrion	0.3515	0.0295	0.1924	0.0139	0.5766	0.0448	0.009	0.0131	0.006	0.0068	0.108
sp|Q5W0V3|FHI2A_HUMAN FHF complex subunit HOOK interacting protein 2A OS=Homo sapiens OX=9606 GN=FHIP2A PE=1 SV=1	Cytoplasm	0.081	0.2022	0.5284	0.0014	0.0242	0.0052	0.0115	0.0007	0.1944	0.0311	0.0008
sp|Q15436|SC23A_HUMAN Protein transport protein Sec23A OS=Homo sapiens OX=9606 GN=SEC23A PE=1 SV=2	Cytoplasm	0.0355	0.1507	0.6714	0.0042	0.0127	0.0117	0.0061	0.0029	0.0032	0.013	0.1242
sp|Q7L8L6|FAKD5_HUMAN FAST kinase domain-containing protein 5, mitochondrial OS=Homo sapiens OX=9606 GN=FASTKD5 PE=1 SV=1	Mitochondrion	0.448	0.0006	0.0018	0.0	0.9218	0.0001	0.0001	0.073	0.0	0.0	0.0025
sp|P01833|PIGR_HUMAN Polymeric immunoglobulin receptor OS=Homo sapiens OX=9606 GN=PIGR PE=1 SV=4	Cell_membrane	0.9975	0.0	0.0	0.0011	0.0052	0.966	0.0257	0.0009	0.0006	0.0003	0.0
sp|Q9Y5S1|TRPV2_HUMAN Transient receptor potential cation channel subfamily V member 2 OS=Homo sapiens OX=9606 GN=TRPV2 PE=1 SV=1	Endoplasmic_reticulum	0.8619	0.0021	0.0005	0.0	0.0017	0.3136	0.3458	0.0001	0.12	0.2157	0.0005
sp|P17480|UBF1_HUMAN Nucleolar transcription factor 1 OS=Homo sapiens OX=9606 GN=UBTF PE=1 SV=1	Nucleus	0.0555	0.9196	0.0798	0.0	0.0001	0.0001	0.0001	0.0	0.0003	0.0	0.0
sp|Q9BXB5|OSB10_HUMAN Oxysterol-binding protein-related protein 10 OS=Homo sapiens OX=9606 GN=OSBPL10 PE=1 SV=2	Cytoplasm	0.0552	0.2662	0.6426	0.0006	0.0017	0.0181	0.0039	0.003	0.0384	0.0097	0.0158
tr|E9PG19|E9PG19_HUMAN F-BAR and double SH3 domains protein 2 OS=Homo sapiens OX=9606 GN=FCHSD2 PE=1 SV=1	Cytoplasm	0.016	0.1624	0.8025	0.0001	0.0003	0.0109	0.0011	0.0002	0.0146	0.0077	0.0004
sp|Q13627|DYR1A_HUMAN Dual specificity tyrosine-phosphorylation-regulated kinase 1A OS=Homo sapiens OX=9606 GN=DYRK1A PE=1 SV=2	Nucleus	0.2089	0.9782	0.0158	0.0001	0.0014	0.004	0.0	0.0	0.0001	0.0001	0.0002
sp|Q7Z2D5|PLPR4_HUMAN Phospholipid phosphatase-related protein type 4 OS=Homo sapiens OX=9606 GN=PLPPR4 PE=1 SV=1	Cell_membrane	0.9968	0.0001	0.0	0.0	0.0002	0.9687	0.0216	0.0	0.0048	0.0045	0.0
sp|Q16853|AOC3_HUMAN Membrane primary amine oxidase OS=Homo sapiens OX=9606 GN=AOC3 PE=1 SV=3	Extracellular	0.2754	0.0003	0.0006	0.4379	0.0011	0.1498	0.156	0.0002	0.0884	0.1655	0.0001
sp|Q06481|APLP2_HUMAN Amyloid beta precursor like protein 2 OS=Homo sapiens OX=9606 GN=APLP2 PE=1 SV=2	Endoplasmic_reticulum	0.9629	0.0045	0.0004	0.001	0.0169	0.2931	0.5475	0.0054	0.0868	0.0437	0.0009
sp|P40939|ECHA_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2	Mitochondrion	0.3526	0.0	0.001	0.0	0.9906	0.0	0.0	0.006	0.0	0.0	0.0022
sp|Q6P2H3|CEP85_HUMAN Centrosomal protein of 85 kDa OS=Homo sapiens OX=9606 GN=CEP85 PE=1 SV=1	Cytoplasm	0.02	0.1224	0.8472	0.0	0.0001	0.0044	0.0004	0.0001	0.0238	0.0016	0.0
sp|Q13237|KGP2_HUMAN cGMP-dependent protein kinase 2 OS=Homo sapiens OX=9606 GN=PRKG2 PE=1 SV=1	Cell_membrane	0.6961	0.0425	0.1274	0.0081	0.0322	0.6484	0.0186	0.0072	0.0683	0.0454	0.0019
sp|Q6NUI6|CHADL_HUMAN Chondroadherin-like protein OS=Homo sapiens OX=9606 GN=CHADL PE=1 SV=2	Extracellular	0.0545	0.0019	0.0016	0.8716	0.0019	0.0264	0.083	0.0	0.0013	0.0122	0.0001
tr|H3BLW6|H3BLW6_HUMAN CSC1-like protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=TMEM63B PE=1 SV=1	Lysosome/Vacuole	0.7098	0.0015	0.0003	0.0	0.0037	0.3763	0.082	0.0001	0.0882	0.4472	0.0006
sp|Q9Y2X7|GIT1_HUMAN ARF GTPase-activating protein GIT1 OS=Homo sapiens OX=9606 GN=GIT1 PE=1 SV=2	Cytoplasm	0.0929	0.277	0.5772	0.0019	0.005	0.0629	0.0058	0.0035	0.0408	0.0161	0.0098
sp|Q9H3S1|SEM4A_HUMAN Semaphorin-4A OS=Homo sapiens OX=9606 GN=SEMA4A PE=1 SV=2	Cell_membrane	0.9987	0.0001	0.0	0.0002	0.0018	0.9952	0.002	0.0001	0.0005	0.0002	0.0
sp|O60477|BRNP1_HUMAN BMP/retinoic acid-inducible neural-specific protein 1 OS=Homo sapiens OX=9606 GN=BRINP1 PE=1 SV=2	Extracellular	0.016	0.0027	0.0054	0.9284	0.0097	0.0038	0.0429	0.0	0.001	0.006	0.0001
sp|P02786|TFR1_HUMAN Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2	Cell_membrane	0.8167	0.0111	0.0166	0.0088	0.0773	0.2702	0.2054	0.062	0.1354	0.1581	0.0551
sp|Q12884|SEPR_HUMAN Prolyl endopeptidase FAP OS=Homo sapiens OX=9606 GN=FAP PE=1 SV=5	Endoplasmic_reticulum	0.725	0.0002	0.001	0.0585	0.0063	0.1132	0.5839	0.0008	0.111	0.1244	0.0007
sp|P18074|ERCC2_HUMAN General transcription and DNA repair factor IIH helicase subunit XPD OS=Homo sapiens OX=9606 GN=ERCC2 PE=1 SV=1	Cytoplasm	0.0677	0.0874	0.6235	0.0102	0.0301	0.008	0.1465	0.0025	0.0209	0.0462	0.0248
sp|P51793|CLCN4_HUMAN H(+)/Cl(-) exchange transporter 4 OS=Homo sapiens OX=9606 GN=CLCN4 PE=1 SV=2	Cell_membrane	0.6505	0.0001	0.0002	0.0	0.0024	0.4826	0.0271	0.0001	0.0156	0.4708	0.0011
sp|Q9UGP8|SEC63_HUMAN Translocation protein SEC63 homolog OS=Homo sapiens OX=9606 GN=SEC63 PE=1 SV=2	Endoplasmic_reticulum	0.9211	0.1443	0.0063	0.0001	0.0647	0.0557	0.5952	0.005	0.0495	0.01	0.0693
sp|Q7Z4K8|TRI46_HUMAN Tripartite motif-containing protein 46 OS=Homo sapiens OX=9606 GN=TRIM46 PE=2 SV=2	Cytoplasm	0.0112	0.2845	0.7029	0.0002	0.0005	0.0052	0.0001	0.0004	0.0003	0.0007	0.0051
sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1	Nucleus	0.1689	0.7842	0.1555	0.0004	0.0085	0.0277	0.0018	0.0021	0.0159	0.0027	0.0011
sp|Q14161|GIT2_HUMAN ARF GTPase-activating protein GIT2 OS=Homo sapiens OX=9606 GN=GIT2 PE=1 SV=2	Nucleus	0.1823	0.5728	0.3751	0.0007	0.0048	0.0195	0.0016	0.0029	0.0096	0.0045	0.0086
sp|Q13619|CUL4A_HUMAN Cullin-4A OS=Homo sapiens OX=9606 GN=CUL4A PE=1 SV=3	Cytoplasm	0.0616	0.2127	0.669	0.0004	0.0426	0.0088	0.0115	0.0169	0.01	0.0078	0.0202
sp|Q16891|MIC60_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1	Mitochondrion	0.85	0.0064	0.064	0.0001	0.8741	0.0113	0.0057	0.0275	0.0038	0.0029	0.0041
sp|Q92870|APBB2_HUMAN Amyloid beta precursor protein binding family B member 2 OS=Homo sapiens OX=9606 GN=APBB2 PE=1 SV=3	Cytoplasm	0.024	0.3273	0.6483	0.0007	0.0004	0.0142	0.0005	0.001	0.0024	0.0029	0.0023
tr|F2Z2J1|F2Z2J1_HUMAN Ribosomal protein S6 kinase OS=Homo sapiens OX=9606 GN=RPS6KA2 PE=1 SV=1	Cytoplasm	0.1129	0.2288	0.4517	0.0114	0.0257	0.0209	0.0268	0.0567	0.0093	0.0183	0.1505
sp|P10636|TAU_HUMAN Microtubule-associated protein tau OS=Homo sapiens OX=9606 GN=MAPT PE=1 SV=5	Cytoplasm	0.0211	0.0692	0.9067	0.0005	0.0001	0.0223	0.0001	0.0001	0.0006	0.0004	0.0
sp|Q12797|ASPH_HUMAN Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens OX=9606 GN=ASPH PE=1 SV=3	Endoplasmic_reticulum	0.8594	0.1472	0.0083	0.0084	0.0664	0.0709	0.3208	0.0212	0.3178	0.038	0.001
sp|Q76N32|CEP68_HUMAN Centrosomal protein of 68 kDa OS=Homo sapiens OX=9606 GN=CEP68 PE=1 SV=2	Cytoplasm	0.0191	0.1363	0.8481	0.0001	0.0003	0.0106	0.0003	0.0003	0.0025	0.0013	0.0001
sp|O95140|MFN2_HUMAN Mitofusin-2 OS=Homo sapiens OX=9606 GN=MFN2 PE=1 SV=3	Mitochondrion	0.9112	0.015	0.0226	0.0001	0.795	0.0589	0.0164	0.015	0.0017	0.0018	0.0737
tr|G3V180|G3V180_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=1	Cytoplasm	0.0275	0.0316	0.8475	0.0035	0.0071	0.0132	0.0037	0.0096	0.0011	0.0148	0.0679
sp|Q9HCU0|CD248_HUMAN Endosialin OS=Homo sapiens OX=9606 GN=CD248 PE=1 SV=1	Cell_membrane	0.9994	0.0005	0.0	0.0005	0.0002	0.9783	0.0123	0.0	0.0081	0.0001	0.0
sp|P49747|COMP_HUMAN Cartilage oligomeric matrix protein OS=Homo sapiens OX=9606 GN=COMP PE=1 SV=2	Extracellular	0.0022	0.001	0.0005	0.7664	0.0002	0.0032	0.1451	0.0	0.0001	0.0835	0.0
sp|Q9NRF2|SH2B1_HUMAN SH2B adapter protein 1 OS=Homo sapiens OX=9606 GN=SH2B1 PE=1 SV=3	Cytoplasm	0.0655	0.3981	0.591	0.0003	0.0004	0.0091	0.0001	0.0001	0.0003	0.0002	0.0005
tr|E9PAU2|E9PAU2_HUMAN Ribonucleoprotein PTB-binding 1 OS=Homo sapiens OX=9606 GN=RAVER1 PE=1 SV=1	Nucleus	0.1471	0.747	0.2284	0.0001	0.0005	0.0206	0.0001	0.0002	0.0001	0.0	0.0029
sp|Q8N436|CPXM2_HUMAN Inactive carboxypeptidase-like protein X2 OS=Homo sapiens OX=9606 GN=CPXM2 PE=2 SV=3	Extracellular	0.011	0.0013	0.0015	0.6765	0.0007	0.0054	0.1091	0.0001	0.0005	0.2046	0.0002
sp|O14920|IKKB_HUMAN Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Homo sapiens OX=9606 GN=IKBKB PE=1 SV=1	Cytoplasm	0.0354	0.1672	0.7868	0.0001	0.003	0.0113	0.002	0.0025	0.0155	0.0109	0.0007
sp|O95461|LARG1_HUMAN Xylosyl- and glucuronyltransferase LARGE1 OS=Homo sapiens OX=9606 GN=LARGE1 PE=1 SV=1	Golgi_apparatus	0.9988	0.0	0.0	0.0	0.0001	0.0	0.0023	0.0	0.9975	0.0001	0.0
sp|P40692|MLH1_HUMAN DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=1 SV=1	Nucleus	0.1241	0.7612	0.1817	0.001	0.0093	0.0142	0.0047	0.0011	0.0162	0.008	0.0025
sp|P51178|PLCD1_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 OS=Homo sapiens OX=9606 GN=PLCD1 PE=1 SV=2	Cytoplasm	0.0262	0.182	0.6742	0.0097	0.0087	0.0158	0.0065	0.0109	0.0075	0.0503	0.0342
sp|Q08AE8|SPIR1_HUMAN Protein spire homolog 1 OS=Homo sapiens OX=9606 GN=SPIRE1 PE=1 SV=3	Nucleus	0.0766	0.7066	0.29	0.0	0.0001	0.0029	0.0	0.0	0.0003	0.0	0.0001
sp|Q9UJX4|APC5_HUMAN Anaphase-promoting complex subunit 5 OS=Homo sapiens OX=9606 GN=ANAPC5 PE=1 SV=2	Cytoplasm	0.0976	0.2644	0.5689	0.0009	0.0311	0.0054	0.0172	0.0149	0.035	0.05	0.0123
sp|Q8WY54|PPM1E_HUMAN Protein phosphatase 1E OS=Homo sapiens OX=9606 GN=PPM1E PE=1 SV=3	Nucleus	0.1442	0.5496	0.2708	0.0059	0.0076	0.1139	0.0121	0.0016	0.0099	0.0184	0.0102
sp|O43312|MTSS1_HUMAN Protein MTSS 1 OS=Homo sapiens OX=9606 GN=MTSS1 PE=1 SV=2	Cytoplasm	0.0522	0.2171	0.724	0.0023	0.0004	0.0355	0.0016	0.0009	0.0122	0.005	0.001
sp|Q13433|S39A6_HUMAN Zinc transporter ZIP6 OS=Homo sapiens OX=9606 GN=SLC39A6 PE=1 SV=3	Cell_membrane	0.9898	0.001	0.0	0.0006	0.0004	0.9272	0.0487	0.0001	0.0073	0.0145	0.0002
sp|O43719|HTSF1_HUMAN HIV Tat-specific factor 1 OS=Homo sapiens OX=9606 GN=HTATSF1 PE=1 SV=1	Nucleus	0.0848	0.9906	0.009	0.0	0.0	0.0	0.0001	0.0	0.0002	0.0	0.0
sp|Q9BRZ2|TRI56_HUMAN E3 ubiquitin-protein ligase TRIM56 OS=Homo sapiens OX=9606 GN=TRIM56 PE=1 SV=3	Cytoplasm	0.0307	0.2264	0.7388	0.0009	0.0027	0.02	0.0003	0.0034	0.0008	0.0008	0.0059
sp|Q1L5Z9|LONF2_HUMAN LON peptidase N-terminal domain and RING finger protein 2 OS=Homo sapiens OX=9606 GN=LONRF2 PE=1 SV=3	Cytoplasm	0.0303	0.3862	0.5948	0.0002	0.0007	0.0128	0.0003	0.0002	0.0012	0.0005	0.0031
sp|Q13427|PPIG_HUMAN Peptidyl-prolyl cis-trans isomerase G OS=Homo sapiens OX=9606 GN=PPIG PE=1 SV=2	Nucleus	0.0549	0.9997	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|P27448|MARK3_HUMAN MAP/microtubule affinity-regulating kinase 3 OS=Homo sapiens OX=9606 GN=MARK3 PE=1 SV=5	Cytoplasm	0.2627	0.0362	0.5677	0.003	0.0023	0.2633	0.0122	0.0029	0.0268	0.0281	0.0576
