Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Site
Q9BXJ3	C1QT4_HUMAN	reviewed	Complement C1q tumor necrosis factor-related protein 4 (C1q/TNF-related protein 4)	C1QTNF4 CTRP4	Homo sapiens (Human)	329	
Q9P227	RHG23_HUMAN	reviewed	Rho GTPase-activating protein 23 (Rho-type GTPase-activating protein 23)	ARHGAP23 KIAA1501	Homo sapiens (Human)	1491	
A6NI61	MYMK_HUMAN	reviewed	Protein myomaker (Myoblast fusion maker) (Transmembrane protein 226) (Transmembrane protein 8C)	MYMK TMEM226 TMEM8C	Homo sapiens (Human)	221	
Q96FT7	ASIC4_HUMAN	reviewed	Acid-sensing ion channel 4 (ASIC4) (Amiloride-sensitive cation channel 4) (Amiloride-sensitive cation channel 4, pituitary)	ASIC4 ACCN4	Homo sapiens (Human)	539	
Q6B0B8	TIGD3_HUMAN	reviewed	Tigger transposable element-derived protein 3	TIGD3	Homo sapiens (Human)	471	
P41594	GRM5_HUMAN	reviewed	Metabotropic glutamate receptor 5 (mGluR5)	GRM5 GPRC1E MGLUR5	Homo sapiens (Human)	1212	
Q495M9	USH1G_HUMAN	reviewed	Usher syndrome type-1G protein (Scaffold protein containing ankyrin repeats and SAM domain)	USH1G SANS	Homo sapiens (Human)	461	
Q8N987	NECA1_HUMAN	reviewed	N-terminal EF-hand calcium-binding protein 1 (EF-hand calcium-binding protein 1) (Neuronal calcium-binding protein 1)	NECAB1 EFCBP1	Homo sapiens (Human)	351	
O94856	NFASC_HUMAN	reviewed	Neurofascin	NFASC KIAA0756	Homo sapiens (Human)	1347	
Q13367	AP3B2_HUMAN	reviewed	AP-3 complex subunit beta-2 (Adaptor protein complex AP-3 subunit beta-2) (Adaptor-related protein complex 3 subunit beta-2) (Beta-3B-adaptin) (Clathrin assembly protein complex 3 beta-2 large chain) (Neuron-specific vesicle coat protein beta-NAP)	AP3B2	Homo sapiens (Human)	1082	
Q7Z402	TMC7_HUMAN	reviewed	Transmembrane channel-like protein 7	TMC7	Homo sapiens (Human)	723	
Q9H169	STMN4_HUMAN	reviewed	Stathmin-4 (Stathmin-like protein B3) (RB3)	STMN4	Homo sapiens (Human)	189	
Q9UQ05	KCNH4_HUMAN	reviewed	Potassium voltage-gated channel subfamily H member 4 (Brain-specific eag-like channel 2) (BEC2) (Ether-a-go-go-like potassium channel 1) (ELK channel 1) (ELK1) (Voltage-gated potassium channel subunit Kv12.3)	KCNH4	Homo sapiens (Human)	1017	
O95661	DIRA3_HUMAN	reviewed	GTP-binding protein Di-Ras3 (Distinct subgroup of the Ras family member 3) (Rho-related GTP-binding protein RhoI)	DIRAS3 ARHI NOEY2 RHOI	Homo sapiens (Human)	229	
Q5FWE3	PRRT3_HUMAN	reviewed	Proline-rich transmembrane protein 3	PRRT3 UNQ5823/PRO19642	Homo sapiens (Human)	981	
Q9NT99	LRC4B_HUMAN	reviewed	Leucine-rich repeat-containing protein 4B (Netrin-G3 ligand) (NGL-3)	LRRC4B LRIG4	Homo sapiens (Human)	713	
Q9Y2T5	GPR52_HUMAN	reviewed	G-protein coupled receptor 52	GPR52	Homo sapiens (Human)	361	
Q9NYM4	GPR83_HUMAN	reviewed	Probable G-protein coupled receptor 83 (G-protein coupled receptor 72)	GPR83 GPR72 KIAA1540	Homo sapiens (Human)	423	
Q9H2J7	S6A15_HUMAN	reviewed	Sodium-dependent neutral amino acid transporter B(0)AT2 (Sodium- and chloride-dependent neurotransmitter transporter NTT73) (Sodium-coupled branched-chain amino-acid transporter 1) (Solute carrier family 6 member 15) (Transporter v7-3)	SLC6A15 B0AT2 NTT73 SBAT1	Homo sapiens (Human)	730	
Q92561	PHYIP_HUMAN	reviewed	Phytanoyl-CoA hydroxylase-interacting protein (Phytanoyl-CoA hydroxylase-associated protein 1) (PAHX-AP1) (PAHXAP1)	PHYHIP DYRK1AP3 KIAA0273	Homo sapiens (Human)	330	
Q96JH8	RADIL_HUMAN	reviewed	Ras-associating and dilute domain-containing protein	RADIL KIAA1849	Homo sapiens (Human)	1075	
Q9H008	LHPP_HUMAN	reviewed	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase (hLHPP) (EC 3.1.3.-) (EC 3.6.1.1)	LHPP	Homo sapiens (Human)	270	
Q96A11	G3ST3_HUMAN	reviewed	Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal3ST3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)	GAL3ST3	Homo sapiens (Human)	431	
Q8TC26	TM163_HUMAN	reviewed	Transmembrane protein 163	TMEM163	Homo sapiens (Human)	289	
Q6P2M8	KCC1B_HUMAN	reviewed	Calcium/calmodulin-dependent protein kinase type 1B (EC 2.7.11.17) (CaM kinase I beta) (CaM kinase IB) (CaM-KI beta) (CaMKI-beta) (Pregnancy up-regulated non-ubiquitously-expressed CaM kinase)	PNCK	Homo sapiens (Human)	343	
Q49MG5	MAP9_HUMAN	reviewed	Microtubule-associated protein 9 (Aster-associated protein)	MAP9 ASAP	Homo sapiens (Human)	647	
Q6PGN9	PSRC1_HUMAN	reviewed	Proline/serine-rich coiled-coil protein 1	PSRC1 DDA3 FP3214	Homo sapiens (Human)	363	
Q6ZRR7	LRRC9_HUMAN	reviewed	Leucine-rich repeat-containing protein 9	LRRC9	Homo sapiens (Human)	1453	
Q53FP2	NACHO_HUMAN	reviewed	Novel acetylcholine receptor chaperone	TMEM35A NACHO TMEM35	Homo sapiens (Human)	167	
O94983	CMTA2_HUMAN	reviewed	Calmodulin-binding transcription activator 2	CAMTA2 KIAA0909	Homo sapiens (Human)	1202	
Q9UK08	GBG8_HUMAN	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-8 (Gamma-9)	GNG8 GNG9 GNGT9	Homo sapiens (Human)	70	
O75473	LGR5_HUMAN	reviewed	Leucine-rich repeat-containing G-protein coupled receptor 5 (G-protein coupled receptor 49) (G-protein coupled receptor 67) (G-protein coupled receptor HG38)	LGR5 GPR49 GPR67	Homo sapiens (Human)	907	
Q9Y577	TRI17_HUMAN	reviewed	E3 ubiquitin-protein ligase TRIM17 (EC 2.3.2.27) (RING finger protein 16) (RING-type E3 ubiquitin transferase TRIM17) (Testis RING finger protein) (Tripartite motif-containing protein 17)	TRIM17 RBCC RNF16 TERF	Homo sapiens (Human)	477	
Q13822	ENPP2_HUMAN	reviewed	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 (E-NPP 2) (EC 3.1.4.39) (Autotaxin) (Extracellular lysophospholipase D) (LysoPLD)	ENPP2 ATX PDNP2	Homo sapiens (Human)	863	SITE 853;  /note="Essential for catalytic activity";  /evidence="ECO:0000250|UniProtKB:Q9R1E6"
Q92567	F168A_HUMAN	reviewed	Protein FAM168A (Tongue cancer chemotherapy resistance-associated protein 1)	FAM168A KIAA0280 TCRP1	Homo sapiens (Human)	244	
O76038	SEGN_HUMAN	reviewed	Secretagogin	SCGN SECRET	Homo sapiens (Human)	276	
Q6PH85	DCNL2_HUMAN	reviewed	DCN1-like protein 2 (DCNL2) (DCUN1 domain-containing protein 2) (Defective in cullin neddylation protein 1-like protein 2)	DCUN1D2 C13orf17 DCUN1L2	Homo sapiens (Human)	259	
Q9BXY8	BEX2_HUMAN	reviewed	Protein BEX2 (Brain-expressed X-linked protein 2) (hBex2)	BEX2	Homo sapiens (Human)	128	
Q8WXT5	FX4L4_HUMAN	reviewed	Forkhead box protein D4-like 4 (FOXD4-like 4) (Forkhead box protein D4-like 2) (Forkhead box protein D4B) (Myeloid factor-gamma)	FOXD4L4 FOXD4B FOXD4L2	Homo sapiens (Human)	416	
Q9NYQ8	FAT2_HUMAN	reviewed	Protocadherin Fat 2 (hFat2) (Cadherin family member 8) (Multiple epidermal growth factor-like domains protein 1) (Multiple EGF-like domains protein 1)	FAT2 CDHF8 KIAA0811 MEGF1	Homo sapiens (Human)	4349	
Q6UXK2	ISLR2_HUMAN	reviewed	Immunoglobulin superfamily containing leucine-rich repeat protein 2 (Leucine-rich repeat domain and immunoglobulin domain-containing axon extension protein)	ISLR2 KIAA1465 LINX UNQ1885/PRO4329	Homo sapiens (Human)	745	
Q8N8U2	CDYL2_HUMAN	reviewed	Chromodomain Y-like protein 2 (CDY-like 2)	CDYL2	Homo sapiens (Human)	506	
Q9C056	NKX62_HUMAN	reviewed	Homeobox protein Nkx-6.2 (Homeobox protein NK-6 homolog B)	NKX6-2 GTX NKX6B	Homo sapiens (Human)	277	
P30989	NTR1_HUMAN	reviewed	Neurotensin receptor type 1 (NT-R-1) (NTR1) (High-affinity levocabastine-insensitive neurotensin receptor) (NTRH)	NTSR1 NTRR	Homo sapiens (Human)	418	
Q9H5I5	PIEZ2_HUMAN	reviewed	Piezo-type mechanosensitive ion channel component 2 (Protein FAM38B)	PIEZO2 C18orf30 C18orf58 FAM38B	Homo sapiens (Human)	2752	
O75916	RGS9_HUMAN	reviewed	Regulator of G-protein signaling 9 (RGS9)	RGS9	Homo sapiens (Human)	674	
P52198	RND2_HUMAN	reviewed	Rho-related GTP-binding protein RhoN (Rho family GTPase 2) (Rho-related GTP-binding protein Rho7) (Rnd2)	RND2 ARHN RHO7	Homo sapiens (Human)	227	
Q9ULB4	CADH9_HUMAN	reviewed	Cadherin-9	CDH9	Homo sapiens (Human)	789	
P61204	ARF3_HUMAN	reviewed	ADP-ribosylation factor 3	ARF3	Homo sapiens (Human)	181	
Q96RD6	PANX2_HUMAN	reviewed	Pannexin-2	PANX2	Homo sapiens (Human)	677	
Q15768	EFNB3_HUMAN	reviewed	Ephrin-B3 (EPH-related receptor transmembrane ligand ELK-L3) (EPH-related receptor tyrosine kinase ligand 8) (LERK-8)	EFNB3 EPLG8 LERK8	Homo sapiens (Human)	340	
Q6ZQY2	LR74B_HUMAN	reviewed	Leucine-rich repeat-containing protein 74B	LRRC74B	Homo sapiens (Human)	392	
Q8N608	DPP10_HUMAN	reviewed	Inactive dipeptidyl peptidase 10 (Dipeptidyl peptidase IV-related protein 3) (DPRP-3) (Dipeptidyl peptidase X) (DPP X) (Dipeptidyl peptidase-like protein 2) (DPL2)	DPP10 DPRP3 KIAA1492	Homo sapiens (Human)	796	
Q3KR37	ASTRB_HUMAN	reviewed	Protein Aster-B (GRAM domain-containing protein 1B)	GRAMD1B KIAA1201 UNQ3032/PRO9834	Homo sapiens (Human)	738	
Q8NEH6	MNS1_HUMAN	reviewed	Meiosis-specific nuclear structural protein 1	MNS1	Homo sapiens (Human)	495	
A7E2U8	CD047_HUMAN	reviewed	UPF0602 protein C4orf47	C4orf47 Chr4_1746	Homo sapiens (Human)	309	
Q6P499	NPAL3_HUMAN	reviewed	NIPA-like protein 3	NIPAL3 NPAL3	Homo sapiens (Human)	406	
Q96N03	VTM2L_HUMAN	reviewed	V-set and transmembrane domain-containing protein 2-like protein	VSTM2L C20orf102	Homo sapiens (Human)	204	
Q8TE60	ATS18_HUMAN	reviewed	A disintegrin and metalloproteinase with thrombospondin motifs 18 (ADAM-TS 18) (ADAM-TS18) (ADAMTS-18) (EC 3.4.24.-)	ADAMTS18 ADAMTS21	Homo sapiens (Human)	1221	
P07196	NFL_HUMAN	reviewed	Neurofilament light polypeptide (NF-L) (68 kDa neurofilament protein) (Neurofilament triplet L protein)	NEFL NF68 NFL	Homo sapiens (Human)	543	
Q8IVV8	NKAI4_HUMAN	reviewed	Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 4 (Na(+)/K(+)-transporting ATPase subunit beta-1-interacting protein 4) (Protein FAM77A)	NKAIN4 C20orf58 FAM77A	Homo sapiens (Human)	208	
Q5HYL7	TM196_HUMAN	reviewed	Transmembrane protein 196	TMEM196	Homo sapiens (Human)	178	
P23415	GLRA1_HUMAN	reviewed	Glycine receptor subunit alpha-1 (Glycine receptor 48 kDa subunit) (Glycine receptor strychnine-binding subunit)	GLRA1	Homo sapiens (Human)	457	SITE 289;  /note="Important for obstruction of the ion pore in the closed conformation";  /evidence="ECO:0000269|PubMed:25730860"
P08247	SYPH_HUMAN	reviewed	Synaptophysin (Major synaptic vesicle protein p38)	SYP	Homo sapiens (Human)	313	
Q9ULM0	PKHH1_HUMAN	reviewed	Pleckstrin homology domain-containing family H member 1 (PH domain-containing family H member 1)	PLEKHH1 KIAA1200	Homo sapiens (Human)	1364	
P20337	RAB3B_HUMAN	reviewed	Ras-related protein Rab-3B	RAB3B	Homo sapiens (Human)	219	
P47775	GPR12_HUMAN	reviewed	G-protein coupled receptor 12	GPR12	Homo sapiens (Human)	334	
Q9P2D1	CHD7_HUMAN	reviewed	Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.12) (ATP-dependent helicase CHD7)	CHD7 KIAA1416	Homo sapiens (Human)	2997	
Q9H172	ABCG4_HUMAN	reviewed	ATP-binding cassette sub-family G member 4 (EC 7.6.2.-)	ABCG4 WHITE2	Homo sapiens (Human)	646	
Q9H228	S1PR5_HUMAN	reviewed	Sphingosine 1-phosphate receptor 5 (S1P receptor 5) (S1P5) (Endothelial differentiation G-protein-coupled receptor 8) (Sphingosine 1-phosphate receptor Edg-8) (S1P receptor Edg-8)	S1PR5 EDG8	Homo sapiens (Human)	398	
Q05996	ZP2_HUMAN	reviewed	Zona pellucida sperm-binding protein 2 (Zona pellucida glycoprotein 2) (Zp-2) (Zona pellucida protein A) [Cleaved into: Processed zona pellucida sperm-binding protein 2]	ZP2 ZPA	Homo sapiens (Human)	745	SITE 172..173;  /note="Cleavage; by ASTL";  /evidence="ECO:0000250|UniProtKB:P20239"; SITE 640..641;  /note="Cleavage";  /evidence="ECO:0000250|UniProtKB:P20239"
P20807	CAN3_HUMAN	reviewed	Calpain-3 (EC 3.4.22.54) (Calcium-activated neutral proteinase 3) (CANP 3) (Calpain L3) (Calpain p94) (Muscle-specific calcium-activated neutral protease 3) (New calpain 1) (nCL-1)	CAPN3 CANP3 CANPL3 NCL1	Homo sapiens (Human)	821	
P20396	TRH_HUMAN	reviewed	Pro-thyrotropin-releasing hormone (Pro-TRH) (Prothyroliberin) [Cleaved into: Thyrotropin-releasing hormone (TRH) (Protirelin) (TSH-releasing factor) (Thyroliberin) (Thyrotropin-releasing factor) (TRF)]	TRH	Homo sapiens (Human)	242	
O95399	UTS2_HUMAN	reviewed	Urotensin-2 (Urotensin II) (U-II) (UII)	UTS2 UNQ525/PRO1068	Homo sapiens (Human)	124	
A6NHQ2	FBLL1_HUMAN	reviewed	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1 (EC 2.1.1.-) (Protein-glutamine methyltransferase)	FBLL1	Homo sapiens (Human)	334	
Q8IZ57	NRSN1_HUMAN	reviewed	Neurensin-1 (Neuro-p24) (Vesicular membrane protein of 24 kDa) (Vesicular membrane protein p24)	NRSN1 VMP	Homo sapiens (Human)	195	
Q6S9Z5	ZN474_HUMAN	reviewed	Zinc finger protein 474 (Testis-specific zinc finger protein) (TSZFP)	ZNF474	Homo sapiens (Human)	364	
Q5VU57	CBPC6_HUMAN	reviewed	Cytosolic carboxypeptidase 6 (EC 3.4.17.24) (ATP/GTP-binding protein-like 4) (Protein deglutamylase CCP6)	AGBL4 CCP6	Homo sapiens (Human)	503	
Q5T7N3	KANK4_HUMAN	reviewed	KN motif and ankyrin repeat domain-containing protein 4 (Ankyrin repeat domain-containing protein 38)	KANK4 ANKRD38	Homo sapiens (Human)	995	
Q9UJV8	PURG_HUMAN	reviewed	Purine-rich element-binding protein gamma (Purine-rich element-binding protein G)	PURG	Homo sapiens (Human)	347	
P19622	HME2_HUMAN	reviewed	Homeobox protein engrailed-2 (Homeobox protein en-2) (Hu-En-2)	EN2	Homo sapiens (Human)	333	
Q8N7M0	DYLT5_HUMAN	reviewed	Dynein light chain Tctex-type 5 (Tctex1 domain-containing protein 1)	DYNLT5 TCTEX1D1	Homo sapiens (Human)	179	
P01213	PDYN_HUMAN	reviewed	Proenkephalin-B (Beta-neoendorphin-dynorphin) (Preprodynorphin) [Cleaved into: Alpha-neoendorphin; Beta-neoendorphin; Big dynorphin (Big Dyn); Dynorphin A(1-17) (Dyn-A17) (Dynorphin A); Dynorphin A(1-13); Dynorphin A(1-8); Leu-enkephalin; Rimorphin (Dynorphin B) (Dyn-B) (Dynorphin B(1-13)); Leumorphin (Dynorphin B-29)]	PDYN	Homo sapiens (Human)	254	
P35716	SOX11_HUMAN	reviewed	Transcription factor SOX-11	SOX11	Homo sapiens (Human)	441	
Q5TCY1	TTBK1_HUMAN	reviewed	Tau-tubulin kinase 1 (EC 2.7.11.1) (Brain-derived tau kinase)	TTBK1 BDTK KIAA1855	Homo sapiens (Human)	1321	
P08908	5HT1A_HUMAN	reviewed	5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A)	HTR1A ADRB2RL1 ADRBRL1	Homo sapiens (Human)	422	
Q6ZMQ8	LMTK1_HUMAN	reviewed	Serine/threonine-protein kinase LMTK1 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase) (AATYK) (Brain apoptosis-associated tyrosine kinase) (CDK5-binding protein) (Lemur tyrosine kinase 1) (p35-binding protein) (p35BP)	AATK AATYK KIAA0641 LMR1 LMTK1	Homo sapiens (Human)	1374	
Q8WXI2	CNKR2_HUMAN	reviewed	Connector enhancer of kinase suppressor of ras 2 (Connector enhancer of KSR 2) (CNK homolog protein 2) (CNK2)	CNKSR2 CNK2 KIAA0902 KSR2	Homo sapiens (Human)	1034	
Q99490	AGAP2_HUMAN	reviewed	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 (AGAP-2) (Centaurin-gamma-1) (Cnt-g1) (GTP-binding and GTPase-activating protein 2) (GGAP2) (Phosphatidylinositol 3-kinase enhancer) (PIKE)	AGAP2 CENTG1 KIAA0167	Homo sapiens (Human)	1192	
O95259	KCNH1_HUMAN	reviewed	Potassium voltage-gated channel subfamily H member 1 (Ether-a-go-go potassium channel 1) (EAG channel 1) (h-eag) (hEAG1) (Voltage-gated potassium channel subunit Kv10.1)	KCNH1 EAG EAG1	Homo sapiens (Human)	989	
Q9NS67	GPR27_HUMAN	reviewed	Probable G-protein coupled receptor 27 (Super conserved receptor expressed in brain 1)	GPR27 SREB1	Homo sapiens (Human)	375	
P57073	SOX8_HUMAN	reviewed	Transcription factor SOX-8	SOX8	Homo sapiens (Human)	446	
Q9BZE3	BARH1_HUMAN	reviewed	BarH-like 1 homeobox protein	BARHL1 FKSG31	Homo sapiens (Human)	327	
Q04725	TLE2_HUMAN	reviewed	Transducin-like enhancer protein 2 (Enhancer of split groucho-like protein 2) (ESG2)	TLE2	Homo sapiens (Human)	743	
P54257	HAP1_HUMAN	reviewed	Huntingtin-associated protein 1 (HAP-1) (Neuroan 1)	HAP1 HAP2 HLP1	Homo sapiens (Human)	671	
Q9ULZ0	T53G3_HUMAN	reviewed	TP53-target gene 3 protein (TP53-inducible gene 3 protein)	TP53TG3 TP53TG3A; TP53TG3B; TP53TG3C; TP53TG3D; TP53TG3E; TP53TG3F	Homo sapiens (Human)	124	
Q15825	ACHA6_HUMAN	reviewed	Neuronal acetylcholine receptor subunit alpha-6	CHRNA6	Homo sapiens (Human)	494	
Q9HCU4	CELR2_HUMAN	reviewed	Cadherin EGF LAG seven-pass G-type receptor 2 (Cadherin family member 10) (Epidermal growth factor-like protein 2) (EGF-like protein 2) (Flamingo homolog 3) (Multiple epidermal growth factor-like domains protein 3) (Multiple EGF-like domains protein 3)	CELSR2 CDHF10 EGFL2 KIAA0279 MEGF3	Homo sapiens (Human)	2923	
Q8N1C3	GBRG1_HUMAN	reviewed	Gamma-aminobutyric acid receptor subunit gamma-1 (GABA(A) receptor subunit gamma-1)	GABRG1	Homo sapiens (Human)	465	
Q13885	TBB2A_HUMAN	reviewed	Tubulin beta-2A chain (Tubulin beta class IIa)	TUBB2A TUBB2	Homo sapiens (Human)	445	
Q92832	NELL1_HUMAN	reviewed	Protein kinase C-binding protein NELL1 (NEL-like protein 1) (Nel-related protein 1)	NELL1 NRP1	Homo sapiens (Human)	810	
Q8IUS5	EPHX4_HUMAN	reviewed	Epoxide hydrolase 4 (EC 3.3.-.-) (Abhydrolase domain-containing protein 7) (Epoxide hydrolase-related protein)	EPHX4 ABHD7 EH4 EPHXRP	Homo sapiens (Human)	362	
O95992	CH25H_HUMAN	reviewed	Cholesterol 25-hydroxylase (EC 1.14.99.38) (Cholesterol 25-monooxygenase) (h25OH)	CH25H	Homo sapiens (Human)	272	
Q6NUP7	PP4R4_HUMAN	reviewed	Serine/threonine-protein phosphatase 4 regulatory subunit 4	PPP4R4 KIAA1622 PP4R4	Homo sapiens (Human)	873	
Q8NB59	SYT14_HUMAN	reviewed	Synaptotagmin-14 (Synaptotagmin XIV) (SytXIV)	SYT14	Homo sapiens (Human)	555	
Q8TE49	OTU7A_HUMAN	reviewed	OTU domain-containing protein 7A (EC 3.4.19.12) (Zinc finger protein Cezanne 2)	OTUD7A C15orf16 CEZANNE2 OTUD7	Homo sapiens (Human)	926	
Q8IWA6	CCD60_HUMAN	reviewed	Coiled-coil domain-containing protein 60	CCDC60	Homo sapiens (Human)	550	
Q92949	FOXJ1_HUMAN	reviewed	Forkhead box protein J1 (Forkhead-related protein FKHL13) (Hepatocyte nuclear factor 3 forkhead homolog 4) (HFH-4)	FOXJ1 FKHL13 HFH4	Homo sapiens (Human)	421	
Q9HCK1	ZDBF2_HUMAN	reviewed	DBF4-type zinc finger-containing protein 2	ZDBF2 KIAA1571	Homo sapiens (Human)	2354	
P43365	MAGAC_HUMAN	reviewed	Melanoma-associated antigen 12 (Cancer/testis antigen 1.12) (CT1.12) (MAGE-12 antigen) (MAGE12F antigen)	MAGEA12 MAGE12	Homo sapiens (Human)	314	
Q8WUG5	S22AH_HUMAN	reviewed	Solute carrier family 22 member 17 (24p3 receptor) (24p3R) (Brain-type organic cation transporter) (Lipocalin-2 receptor) (Neutrophil gelatinase-associated lipocalin receptor) (NgalR)	SLC22A17 BOCT BOIT	Homo sapiens (Human)	538	
P59544	T2R50_HUMAN	reviewed	Taste receptor type 2 member 50 (T2R50) (Taste receptor type 2 member 51) (T2R51)	TAS2R50	Homo sapiens (Human)	299	
O95672	ECEL1_HUMAN	reviewed	Endothelin-converting enzyme-like 1 (EC 3.4.24.-) (Xce protein)	ECEL1 XCE UNQ2431/PRO4991	Homo sapiens (Human)	775	
Q6IEE7	T132E_HUMAN	reviewed	Transmembrane protein 132E	TMEM132E	Homo sapiens (Human)	1074	
Q05901	ACHB3_HUMAN	reviewed	Neuronal acetylcholine receptor subunit beta-3	CHRNB3	Homo sapiens (Human)	458	
O60481	ZIC3_HUMAN	reviewed	Zinc finger protein ZIC 3 (Zinc finger protein 203) (Zinc finger protein of the cerebellum 3)	ZIC3 ZNF203	Homo sapiens (Human)	467	
Q0D2K0	NIPA4_HUMAN	reviewed	Magnesium transporter NIPA4 (Ichthyin) (NIPA-like protein 4) (Non-imprinted in Prader-Willi/Angelman syndrome region protein 4)	NIPAL4 ICHN NIPA4	Homo sapiens (Human)	404	
Q15121	PEA15_HUMAN	reviewed	Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes) (Phosphoprotein enriched in diabetes) (PED)	PEA15	Homo sapiens (Human)	130	
Q5T848	GP158_HUMAN	reviewed	Probable G-protein coupled receptor 158	GPR158 KIAA1136	Homo sapiens (Human)	1215	
Q96AC6	KIFC2_HUMAN	reviewed	Kinesin-like protein KIFC2	KIFC2	Homo sapiens (Human)	838	
Q6DN14	MCTP1_HUMAN	reviewed	Multiple C2 and transmembrane domain-containing protein 1	MCTP1	Homo sapiens (Human)	999	
Q96D09	GASP2_HUMAN	reviewed	G-protein coupled receptor-associated sorting protein 2 (GASP-2)	GPRASP2	Homo sapiens (Human)	838	
Q92563	TICN2_HUMAN	reviewed	Testican-2 (SPARC/osteonectin, CWCV, and Kazal-like domains proteoglycan 2)	SPOCK2 KIAA0275 TICN2 UNQ269/PRO306	Homo sapiens (Human)	424	
Q16880	CGT_HUMAN	reviewed	2-hydroxyacylsphingosine 1-beta-galactosyltransferase (EC 2.4.1.47) (Ceramide UDP-galactosyltransferase) (Cerebroside synthase) (UDP-galactose-ceramide galactosyltransferase)	UGT8 CGT UGT4	Homo sapiens (Human)	541	
A6NJ46	NKX63_HUMAN	reviewed	Homeobox protein Nkx-6.3	NKX6-3	Homo sapiens (Human)	265	
Q9HB14	KCNKD_HUMAN	reviewed	Potassium channel subfamily K member 13 (Tandem pore domain halothane-inhibited potassium channel 1) (THIK-1)	KCNK13	Homo sapiens (Human)	408	
Q17R89	RHG44_HUMAN	reviewed	Rho GTPase-activating protein 44 (NPC-A-10) (Rho-type GTPase-activating protein RICH2) (RhoGAP interacting with CIP4 homologs protein 2) (RICH-2)	ARHGAP44 KIAA0672 RICH2	Homo sapiens (Human)	818	
O14792	HS3S1_HUMAN	reviewed	Heparan sulfate glucosamine 3-O-sulfotransferase 1 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 1) (3-OST-1) (Heparan sulfate 3-O-sulfotransferase 1) (h3-OST-1)	HS3ST1 3OST 3OST1	Homo sapiens (Human)	307	
Q6PI97	HOATZ_HUMAN	reviewed	Cilia- and flagella-associated protein HOATZ	HOATZ C11orf88 HOATZIN	Homo sapiens (Human)	169	
Q6ZRS4	ITPI1_HUMAN	reviewed	Protein ITPRID1 (Coiled-coil domain-containing protein 129) (ITPR-interacting domain-containing protein 1)	ITPRID1 CCDC129	Homo sapiens (Human)	1044	
Q14832	GRM3_HUMAN	reviewed	Metabotropic glutamate receptor 3 (mGluR3)	GRM3 GPRC1C MGLUR3	Homo sapiens (Human)	879	
P14920	OXDA_HUMAN	reviewed	D-amino-acid oxidase (DAAO) (DAMOX) (DAO) (EC 1.4.3.3)	DAO DAMOX	Homo sapiens (Human)	347	
Q86YM7	HOME1_HUMAN	reviewed	Homer protein homolog 1 (Homer-1)	HOMER1 SYN47	Homo sapiens (Human)	354	
Q05215	EGR4_HUMAN	reviewed	Early growth response protein 4 (EGR-4) (AT133)	EGR4	Homo sapiens (Human)	589	
P31371	FGF9_HUMAN	reviewed	Fibroblast growth factor 9 (FGF-9) (Glia-activating factor) (GAF) (Heparin-binding growth factor 9) (HBGF-9)	FGF9	Homo sapiens (Human)	208	
P06307	CCKN_HUMAN	reviewed	Cholecystokinin (CCK) [Cleaved into: Cholecystokinin-58 (CCK58); Cholecystokinin-58 desnonopeptide ((1-49)-CCK58); Cholecystokinin-39 (CCK39); Cholecystokinin-33 (CCK33); Cholecystokinin-25 (CCK25); Cholecystokinin-18 (CCK18); Cholecystokinin-12 (CCK12); Cholecystokinin-8 (CCK8); Cholecystokinin-7 (CCK7); Cholecystokinin-5 (CCK5)]	CCK	Homo sapiens (Human)	115	
A2A2V5	SRTM1_HUMAN	reviewed	Serine-rich and transmembrane domain-containing protein 1	SERTM1 C13orf36	Homo sapiens (Human)	107	
