Supplementary Table 2. Spectrum Mill protein summary report of the iTRAQ discovery data. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Exp1 numSpectra;Exp1 totalIntensity;Exp1 pct_cov;Exp1 unique_peptides;Exp1 iTRAQ_ratio_1;Exp1 iTRAQ_ratio_2;Exp1 iTRAQ_ratio_3;Exp2 numSpectra;Exp2 totalIntensity;Exp2 pct_cov;Exp2 unique_peptides;Exp2 iTRAQ_ratio_1;Exp2 iTRAQ_ratio_2;Exp2 iTRAQ_ratio_3;Exp3 numSpectra;Exp3 totalIntensity;Exp3 pct_cov;Exp3 unique_peptides;Exp3 iTRAQ_ratio_1;Exp3 iTRAQ_ratio_2;Exp3 iTRAQ_ratio_3;Exp4 numSpectra;Exp4 totalIntensity;Exp4 pct_cov;Exp4 unique_peptides;Exp4 iTRAQ_ratio_1;Exp4 iTRAQ_ratio_2;Exp4 iTRAQ_ratio_3;Exp5 numSpectra;Exp5 totalIntensity;Exp5 pct_cov;Exp5 unique_peptides;Exp5 iTRAQ_ratio_1;Exp5 iTRAQ_ratio_2;Exp5 iTRAQ_ratio_3; accession_number; accession_numbers; coverage_map; coverage_maps; percentCoverage; percentCoverages; numPepsUnique; scoreUnique; scoresUnique;iTRAQ_115_114;iTRAQ_115_114_stddev;iTRAQ_116_114;iTRAQ_116_114_stddev;iTRAQ_117_114;iTRAQ_117_114_stddev;iTRAQ_numRatios; groupNum; subgroupNum; numSubgroups; entry_name;;;
80;7,63E+09;64%;13;1,31;1,68;0,97;74;7,57E+09;64%;13;0,93;1,39;1,45;100;3,66E+10;64%;13;0,97;1,77;1,24;107;3,45E+10;64%;13;0,93;0,81;1,08;104;4,25E+10;64%;13;0,73;0,96;1,51;IPI00855916;IPI00855916|IPI00022432|IPI00940791|IPI00646384;0+41+13+130;0+29+61+37+57|0+29+118|0+29+71+61+24|0+3+65+50;64;64|80|51|55;13;233,41;233.41|233.41|211.56|123.15;0,95;0,5;1,27;0,86;1,25;0,76;389;119;119,1;1;#NAME?;;;
65;3,20E+09;33%;11;0,97;1,58;0,56;57;2,47E+09;32%;11;0,54;0,97;1;62;8,16E+09;30%;10;0,7;1,27;1,05;57;5,97E+09;29%;11;0,93;0,85;0,55;54;7,85E+09;35%;12;0,28;0,57;0,86;IPI00014572;IPI00014572;0+162+16+137;0+129+19+4+26+6+19+2+4+1+24+34+12+11+14+2+8;40;40;15;232,87;232,87;0,69;0,49;1,05;0,69;0,8;0,45;262;120;120,1;1;SPARC Secreted protein, acidic, cysteine-rich (Osteonectin), isoform CRA_a;;;
133;5,05E+10;88%;11;35,36;9,83;0,34;0;0,00E+00;0%;0;0;0;0;10;2,72E+08;36%;4;0,62;1,34;7,14;58;3,37E+09;52%;7;14,23;0,83;0,31;5;5,61E+07;10%;1;0;0;0;IPI00654755;IPI00654755|IPI00884107|IPI00796636|IPI00965414|IPI00815947|IPI00816644|IPI00749035|IPI00744503|IPI00217471|IPI00939160|IPI00939544|IPI00220706|IPI00554676|IPI00657911|IPI00853641;0+105+16+26;0+9+51+6+79+2|0+9+51+6+55+54|0+9+51+6+39|0+9+22+4+10+18|1+29+11|1+16+17|0+31+10+117|0+31+10+117|0+31+10+106|0+31+10+106|0+31+10+106|0+31+10+106|0+31+10+106|0+21+10+106|0+31+10+46;88;88|60|85|50|70|45|6|6|6|6|6|6|6|7|11;11;230,73;230.73|187.44|163.34|59.07|37.2|24.1|16.48|16.48|16.48|16.48|16.48|16.48|16.48|16.48|16.48;26,37;26,74;6,52;7,55;0,89;2,03;110;121;121,1;1;HBB Hemoglobin subunit beta;;;
96;3,18E+10;71%;9;36,3;9,88;0,35;0;0,00E+00;0%;0;0;0;0;9;2,71E+08;25%;3;0,62;1,34;7,14;30;1,95E+09;32%;5;14,88;0,86;0,3;0;0,00E+00;0%;0;0;0;0;IPI00473011;IPI00473011|IPI00657660|IPI00791558;0+67+16+64;0+18+42+6+51+16+12+2|0+18+42+6+39+36|0+18+42+6+30+8;71;71|57|69;9;180,66;180.66|137.1|121.66;24,79;25,56;5,77;7,18;1,1;2,34;80;121;121,2;1;HBD Hemoglobin subunit delta;;;
15;1,61E+08;3%;8;0,61;1,23;0,32;15;1,93E+08;3%;10;0,66;0,92;0,95;5;3,12E+07;1%;4;0,63;0,7;1,2;9;3,61E+08;1%;6;0,6;0,39;0,22;10;2,68E+08;2%;7;0,36;0,92;1,14;IPI00956459;IPI00956459|IPI00294776|IPI00241562|IPI00847589|IPI00966229;0+503+15+2942;0+164+39+117+9+27+25+122+34+285+11+624+7+83+22+7+8+632+8+480+17+43+4+180+7+147+8+247+23+80|0+164+39+117+9+27+25+122+34+285+11+624+7+83+22+7+8+632+8+480+17+43+4+180+7+147+8+247+23+80|0+164+39+117+9+27+25+122+34+285+11+624+7+83+22+7+8+632+8+480+17+43+4+180+7+147+8+247+23+78|0+164+39+117+9+27+25+122+34+285+11+624+7+83+22+7+8+632+8+480+17+43+4+180+7+147+8+247+23+47|0+221+17+43+4+180+7+147+8+247+23+80;6;6|6|6|6|6;16;225,19;225.19|225.19|225.19|225.19|68.68;0,58;0,37;0,89;0,45;0,71;0,56;49;122;122,1;1;RELN cDNA FLJ51503, highly similar to Reelin;;;
109;1,39E+10;75%;10;0,68;0,84;0,35;102;1,55E+10;75%;11;0,47;0,95;1,02;116;4,29E+10;75%;11;0,63;0,74;1,08;124;4,79E+10;79%;12;0,48;0,56;0,47;128;5,42E+10;85%;13;0,25;0,69;1,17;IPI00218733;IPI00218733|IPI00789078;0+37+33+84;0+4+66+1+66+17|0+12+39+1+66+17;85;85|77;13;223,17;223.17|172.45;0,49;0,33;0,74;0,61;0,83;0,6;514;123;123,1;1;SOD1 Superoxide dismutase [Cu-Zn];;;
606;2,68E+11;69%;10;0,89;1,59;0,34;494;2,73E+11;66%;9;0,65;0,95;1,31;562;5,05E+11;67%;10;0,66;0,76;1,23;430;4,92E+11;67%;9;0,44;0,47;0,55;420;5,12E+11;67%;9;0,3;0,66;1,17;IPI00032293;IPI00032293;0+80+16+50;0+34+43+2+39+1+21+6;70;70;11;222,7;222,7;0,6;0,4;0,9;0,65;0,91;0,59;1517;124;124,1;1;CST3 Cystatin-C;;;
22;6,39E+08;16%;9;0,68;0,94;0,64;30;9,11E+08;22%;12;1,14;0,95;1,1;33;2,27E+09;13%;11;0,86;0,73;1,29;24;1,45E+09;9%;6;0,55;0,43;0,51;24;2,51E+09;16%;8;0,38;0,6;0,9;IPI00027780;IPI00027780|IPI00895858;0+187+35+438;0+44+27+56+31+17+47+248+19+2+4+5+19+60+16+38+13+14|0+12+9+56+31+17+47+248+19+2+4+5+19+60+16+38+13+14;26;26|25;15;221,09;221.09|203.43;0,73;0,32;0,72;0,28;0,92;0,35;115;125;125,1;1;MMP2 72 kDa type IV collagenase;;;
108;1,87E+10;53%;10;0,71;0,9;0,36;108;2,20E+10;55%;11;0,53;0,72;0,95;152;8,67E+10;53%;10;0,71;0,73;1,13;126;6,70E+10;48%;10;0,56;0,6;0,5;148;9,62E+10;53%;10;0,29;0,7;0,99;IPI00023845;IPI00023845|IPI00554738|IPI00426071;0+145+20+79;0+21+9+34+10+6+31+6+12+16+20+25+54|0+10+12+16+20+25+54|0+21+9+90;55;55|62|7;11;216,17;216.17|130.77|20.64;0,55;0,22;0,72;0,22;0,81;0,35;633;126;126,1;1;KLK6 Isoform 1 of Kallikrein-6;;;
27;5,72E+08;9%;7;0,83;0,93;0,59;40;1,24E+09;13%;11;3,04;1,23;0,9;14;9,59E+08;6%;4;0,54;0,55;0,65;16;1,01E+09;8%;6;0,27;0,27;0,31;27;2,37E+09;11%;8;1,05;0,6;0,68;IPI00021885;IPI00021885|IPI00029717|IPI00871469|IPI00902755;0+527+20+319;0+148+9+10+9+82+13+155+11+11+10+9+9+36+46+23+18+3+18+246|0+148+9+10+9+82+13+155+11+11+10+9+9+36+46+23+18+3+18+24|0+148+9+10+9+113|0+148+9+10+9+74;16;16|22|6|7;13;214,55;214.55|214.55|32.88|32.88;1,46;1,48;0,82;0,5;0,68;0,48;115;127;127,1;1;FGA Isoform 1 of Fibrinogen alpha chain;;;
40;2,23E+09;29%;11;0,77;0,72;0,83;40;1,57E+09;34%;12;0,86;0,93;0,73;49;5,02E+09;34%;11;0,7;0,74;1,01;48;6,36E+09;33%;10;0,46;0,42;0,54;47;6,52E+09;36%;13;0,78;0,56;0,91;IPI00022426;IPI00022426|IPI00922298;0+297+12+43;0+39+18+30+13+49+4+5+44+73+18+4+12+17+5+3+15+3|0+28+13+49+4+5+44+73+7+47;36;36|25;13;213,82;213.82|110.51;0,7;0,31;0,66;0,29;0,8;0,35;203;128;128,1;1;AMBP Protein AMBP;;;
25;2,79E+08;7%;10;0,67;0,94;0,37;20;2,15E+08;5%;7;0,51;0,84;1,01;18;4,30E+08;6%;10;0,65;0,62;0,93;17;2,76E+08;5%;8;0,45;0,43;0,38;25;7,07E+08;7%;10;0,26;0,59;0,82;IPI00655702;IPI00655702|IPI00477765|IPI00443574|IPI00655890|IPI00513705|IPI00656129|IPI00384998|IPI00513695|IPI00470575|IPI00655858|IPI00477942|IPI00394655|IPI00394653|IPI00968028;0+449+14+869;0+49+7+24+6+9+9+29+5+144+9+2+6+45+11+31+17+46+14+29+17+37+13+12+14+19+13+715|0+43+7+24+6+9+9+29+5+161+9+2+6+45+11+31+17+46+14+29+17+37+13+12+14+19+13+546|0+43+7+24+6+9+9+29+5+161+9+2+6+45+11+31+17+46+14+29+17+37+13+12+14+19+13+541|0+43+7+24+6+9+9+29+5+144+9+2+6+45+11+31+17+46+14+29+17+37+13+12+14+19+13+546|0+49+7+24+6+9+9+29+5+144+9+2+6+45+11+31+17+46+14+29+17+37+13+12+14+762|0+49+7+24+6+9+9+29+5+144+9+2+6+45+11+31+17+46+14+29+17+37+13+12+14+683|0+49+7+24+6+9+9+29+5+144+9+2+6+45+11+31+17+46+14+29+17+37+13+12+14+672|0+49+7+24+6+9+9+29+5+144+9+2+6+45+11+31+17+46+14+29+17+37+13+12+14+639|0+49+7+24+6+9+9+29+5+144+9+2+6+45+11+31+17+46+14+29+17+37+13+12+14+655|0+43+7+24+6+9+9+29+5+161+9+2+6+45+11+31+17+46+14+29+17+37+13+12+14+593|0+49+7+24+6+9+9+29+5+144+9+2+6+45+11+31+17+46+14+29+17+37+13+12+14+486|0+49+7+24+6+9+9+29+5+144+9+2+6+45+11+31+17+46+14+29+17+37+13+12+14+481|0+49+7+24+6+9+9+29+5+144+9+2+6+45+11+31+17+46+14+29+17+37+13+12+14+34|0+49+7+24+6+9+9+29+5+144+9+2+6+3;10;10|12|12|12|9|10|10|10|10|10|11|12|20|13;15;210,53;210.53|210.53|210.53|210.53|196.54|196.54|196.54|196.54|196.54|196.54|196.54|196.54|196.54|71.45;0,5;0,21;0,7;0,25;0,7;0,38;105;129;129,1;1;NFASC Isoform 5 of Neurofascin;;;
25;2,79E+08;13%;10;0,67;0,94;0,37;20;2,15E+08;9%;7;0,51;0,84;1,01;18;4,30E+08;12%;10;0,65;0,62;0,93;17;2,76E+08;10%;8;0,45;0,43;0,38;24;6,97E+08;15%;10;0,25;0,58;0,81;IPI00909230;IPI00909230|IPI00878394;0+545+14+156;0+3+27+115+7+24+6+9+9+29+5+144+9+2+6+45+11+31+17+46+14+29+17+37+13+12+14+34|0+3+27+115+7+24+6+9+9+29+5+144+9+2+6+45+11+31+17+74;21;21|16;15;205,49;205.49|117.03;0,5;0,21;0,7;0,25;0,69;0,38;103;129;129,2;1;NFASC cDNA FLJ61350, highly similar to Neurofascin;;;
32;4,36E+09;32%;7;0,98;1,29;0,76;41;8,45E+09;40%;10;1,32;0,99;1,15;46;1,42E+10;35%;9;0,96;0,61;1,26;66;2,38E+10;40%;10;0,44;0,46;1,46;55;2,04E+10;35%;9;0,42;0,8;1,04;IPI00306339;IPI00306339;0+208+19+73;0+20+43+82+9+35+38+7+20+33+13;41;41;11;208,98;208,98;0,74;0,52;0,77;0,67;1,18;0,69;223;130;130,1;1;SPP1 osteopontin isoform b precursor;;;
37;1,24E+09;15%;9;0,76;0,8;0,38;34;1,80E+09;17%;10;0,72;0,56;0,96;34;2,61E+09;15%;9;0,44;0,48;0,82;27;2,24E+09;14%;8;0,51;0,36;0,36;36;3,83E+09;17%;10;0,25;0,73;0,78;IPI00016334;IPI00016334|IPI00445227;0+419+17+210;0+70+5+37+7+15+30+23+22+30+28+80+8+24+19+1+7+13+17+210|0+188+28+80+8+24+19+1+7+13+17+142;22;22|14;13;209,81;209.81|126.69;0,52;0,26;0,6;0,27;0,66;0,29;152;131;131,1;1;MCAM Isoform 1 of Cell surface glycoprotein MUC18;;;
44;1,58E+09;15%;10;1,03;1,11;0,48;48;2,17E+09;19%;11;0,98;1,14;1,39;60;6,39E+09;19%;12;0,75;0,78;1,31;55;4,83E+09;14%;9;0,4;0,31;0,43;56;6,21E+09;18%;10;0,31;0,7;1,06;IPI00028911;IPI00028911|IPI00910536|IPI00924621|IPI00927942|IPI00925319;0+282+20+593;0+79+16+6+36+31+37+2+6+2+34+12+47+587|1+4+2+6+2+34+12+41+42|0+79+16+22|0+79+16+11|0+79+16+1;19;19|58|13|15|16;12;207,58;207.58|116.43|19.95|19.95|19.95;0,69;0,47;0,79;0,39;0,93;0,49;222;132;132,1;1;DAG1 Dystroglycan;;;
31;4,59E+08;18%;9;0,38;0,86;0,21;21;3,94E+08;16%;8;0,45;0,68;0,62;27;1,32E+09;14%;8;0,6;0,51;0,98;23;9,43E+08;15%;8;0,33;0,4;0,24;28;1,61E+09;19%;10;0,15;0,55;0,72;IPI00300241;IPI00300241|IPI00005516;0+193+17+503;0+110+9+4+36+26+45+10+62+37+8+366|0+199+10+444;22;22|1;12;206,74;206.74|16.76;0,37;0,26;0,61;0,35;0,54;0,4;105;133;133,1;1;LRRC4B Leucine-rich repeat-containing protein 4B;;;
69;6,50E+09;43%;10;1,29;2,4;0,64;60;4,68E+09;37%;8;0,67;1,27;0,96;60;2,20E+10;37%;8;1,16;1,92;1,76;80;2,34E+10;43%;9;0,92;1,55;0,82;83;2,10E+10;44%;10;0,66;0,87;1,53;IPI00027827;IPI00027827;0+160+16+64;0+36+49+67+6+2+29+14+17+13+5+2;44;44;11;205,86;205,86;0,94;0,38;1,58;0,77;1,14;0,61;312;134;134,1;1;SOD3 Extracellular superoxide dismutase [Cu-Zn];;;
27;4,48E+08;49%;10;1,04;0,93;0,34;33;4,73E+08;41%;8;0,57;0,84;0,94;27;8,71E+08;40%;7;0,73;0,63;1,05;35;1,23E+09;41%;9;0,54;0,51;0,22;31;1,96E+09;38%;8;0,32;0,65;0,94;IPI00465028;IPI00465028|IPI00797270|IPI00796633|IPI00451401;0+256+29+1;0+43+8+4+15+26+10+16+14+1+31+18+7+4+28+6+12+13+29+1|0+6+8+4+15+26+10+16+14+1+31+18+7+4+28+6+12+13+29+1|0+6+8+4+15+26+10+5+18+18+7+4+28+6+12+13+29+1|0+6+8+4+15+26+10+16+14+1+31+18+7+4+15+74;53;53|61|60|40;12;203,88;203.88|203.88|168.54|144.96;0,62;0,38;0,7;0,35;0,69;0,42;132;135;135,1;1;TPI1;TPI1P1 triosephosphate isomerase isoform 2;;
38;1,08E+09;11%;9;0,86;0,96;0,71;46;1,79E+09;13%;10;1,02;0,82;1,35;46;6,55E+09;11%;9;1;0,72;1,78;39;4,44E+09;12%;10;0,64;0,65;0,92;35;4,86E+09;11%;9;0,45;0,65;1,19;IPI00011218;IPI00011218|IPI00965831|IPI00922334;0+440+25+507;0+83+19+66+16+1+7+5+17+29+13+30+36+39+23+6+9+41+25+507|0+83+19+66+16+1+7+5+17+29+13+30+36+39+23+6+9+41+25+206|0+83+19+66+16+1+7+5+17+29+13+30+8+49;16;16|24|23;12;202,27;202.27|202.27|101.54;0,81;0,33;0,76;0,24;1,22;0,48;198;136;136,1;1;CSF1R Macrophage colony-stimulating factor 1 receptor;;;
6;1,12E+08;2%;3;0,85;0,37;0,57;34;5,70E+08;8%;11;5,75;1,25;1,11;11;3,43E+08;4%;6;1,35;1,23;0,92;10;1,99E+08;5%;6;0,42;0,41;0,27;8;1,97E+08;4%;5;0,56;0,54;0,98;IPI00024825;IPI00024825|IPI00655927|IPI00656092|IPI00656111|IPI00655976|IPI00655676;0+117+13+1274;0+73+7+37+13+150+7+21+7+572+7+45+8+139+7+73+17+1+17+6+5+22+17+79+30+44|0+32+7+37+13+150+7+21+7+572+7+45+8+139+7+73+17+1+17+6+5+22+17+79+30+44|0+73+7+37+13+107+7+21+7+572+7+45+8+139+7+73+17+1+17+6+5+22+17+79+30+44|0+32+7+37+13+150+7+21+7+142+7+45+8+139+7+73+17+1+17+6+5+22+17+79+30+44|0+73+7+107+7+21+7+572+7+45+8+139+7+73+17+1+17+6+5+22+17+79+30+44|0+32+7+107+7+21+7+572+7+45+8+139+7+73+17+1+17+6+5+22+17+79+30+44;10;10|10|10|15|9|10;14;200,95;200.95|200.95|200.95|200.95|181.62|181.62;3,03;2,86;0,94;0,48;0,87;0,43;58;137;137,1;1;PRG4 Isoform A of Proteoglycan 4;;;
15;1,18E+08;8%;7;0,96;1,13;0,14;18;1,74E+08;10%;8;0,84;1,08;1,55;22;4,15E+08;11%;8;0,47;0,64;1,58;9;1,89E+08;6%;4;0,26;0,21;0,23;11;2,25E+08;9%;7;0,17;0,81;1,05;IPI00220303;IPI00220303|IPI00027703|IPI00943037;0+709+19+422;0+53+19+241+6+200+21+7+13+1+16+83+12+37+19+106+22+81+15+87+19+92|0+53+19+241+6+200+21+7+13+1+16+83+12+37+19+198+15+87+19+92|0+53+19+241+6+200+21+7+13+1+16+83+12+37+19+68;14;14|12|13;11;198,67;198.67|176.19|146.18;0,57;0,47;0,8;0,44;1,01;0,76;62;138;138,1;1;MAN2A2 Isoform 3 of Alpha-mannosidase 2x;;;
22;3,64E+08;36%;10;0,66;0,99;0,51;36;8,57E+08;31%;10;0,88;0,95;1,04;38;1,78E+09;34%;10;0,92;0,88;0,97;45;2,44E+09;36%;11;0,6;0,85;0,66;38;3,45E+09;36%;10;0,38;0,68;1,31;IPI00855775;IPI00855775|IPI00414896|IPI00967269|IPI00939604|IPI00964721|IPI00964180|IPI00847836|IPI00152442|IPI00152444|IPI00965425;0+204+16+87;0+29+6+1+14+57+15+6+17+18+20+5+32+5+7+75|0+29+6+1+14+6+15+6+17+18+20+5+32+5+7+75|0+29+6+1+14+6+15+6+17+18+20+5+32+5+7+73|0+29+6+1+14+6+15+6+10+75+20+5+32+5+7+75|0+18+15+6+17+18+20+5+32+5+7+75|0+10+6+1+14+6+15+6+17+18+20+5+16+51|0+29+6+1+14+6+15+6+10+59+6+55|0+29+6+1+14+6+15+6+10+153|0+29+6+1+14+6+15+6+10+34|0+29+6+1+14+21;36;36|43|43|33|41|47|24|18|37|28;11;198,45;198.45|198.45|198.45|175.96|163.43|161.04|86.56|73.83|73.83|35.02;0,69;0,26;0,86;0,24;0,92;0,38;179;139;139,1;1;#NAME?;;;
23;5,07E+08;32%;9;0,78;0,91;0,48;27;5,63E+08;28%;9;0,74;0,89;1,07;26;1,23E+09;29%;9;0,75;0,59;1,06;32;1,67E+09;27%;9;0,46;0,48;0,77;22;1,60E+09;24%;8;0,34;0,57;1,07;IPI00009950;IPI00009950|IPI00967014|IPI00966202|IPI00966452|IPI00966738;0+223+14+119;0+89+6+2+22+7+13+2+31+23+12+2+9+5+49+84|0+89+6+2+22+7+13+2+31+23+12+2+9+5+49+53|0+18+6+2+22+7+13+2+31+23+12+2+9+5+23+17|0+89+6+2+22+7+13+49+12+2+9+5+49+23|0+89+6+2+22+7+13+2+10+52;39;39|43|60|38|25;12;197,8;197.8|197.8|177.99|166|72.51;0,61;0,29;0,68;0,33;0,89;0,37;123;140;140,1;1;LMAN2 Vesicular integral-membrane protein VIP36;;;
7;1,13E+08;9%;5;1,95;0,57;3,58;38;6,20E+08;20%;11;0,11;0,14;0,06;10;2,45E+08;8%;4;3,12;4,87;1,7;19;5,51E+08;13%;7;0,57;2,93;1,1;3;1,00E+08;3%;3;1,75;0,92;1,44;IPI00009865;IPI00009865|IPI00418663|IPI00328103|IPI00375910|IPI00375911|IPI00791576;0+322+11+251;0+147+16+14+7+23+38+12+27+1+7+30+11+37+16+55+9+134|0+109+9+73+7+50+7+231|0+85+9+130+7+228|0+84+9+375|0+80+9+361|0+80+9+291;22;22|4|3|1|2|2;12;196,58;196.58|46.05|35.85|19.56|19.56|19.56;0,73;1,11;1,32;2,08;0,87;1,13;62;141;141,1;1;KRT10 Keratin, type I cytoskeletal 10;;;
1;6,41E+07;1%;1;1,58;0,54;3,62;13;1,95E+08;16%;7;1,06;3,83;0,31;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;6,40E+07;1%;1;1,25;0,88;1,27;IPI00384444;IPI00384444|IPI00789750;0+232+18+222;0+116+16+21+7+15+26+22+27+222|0+116+16+5+7+22+27+63;16;16|19;7;106,7;106.7|78.77;1,11;0,79;3,38;3,53;0,62;0,91;14;141;141,2;1;KRT14 Keratin, type I cytoskeletal 14;;;
1;6,41E+07;1%;1;1,58;0,54;3,62;12;2,10E+08;14%;7;1,12;5,09;0,58;2;9,05E+06;2%;1;2,3;6,72;0;0;0,00E+00;0%;0;0;0;0;1;6,40E+07;1%;1;1,25;0,88;1,27;IPI00217963;IPI00217963;0+177+19+277;0+118+16+21+7+15+36+12+9+239;14;14;7;103,99;103,99;1,28;0,98;4,44;5,59;0,87;1;11;141;141,3;1;KRT16 Keratin, type I cytoskeletal 16;;;
15;4,72E+08;14%;7;1,01;0,58;1,4;21;4,75E+08;22%;10;0,9;1,1;0,86;15;1,09E+09;12%;6;0,88;0,78;0,76;23;1,08E+09;8%;5;0,71;0,4;0,5;23;1,84E+09;9%;6;0,91;0,85;0,83;IPI00011252;IPI00011252;0+451+18+115;0+61+7+66+17+56+32+47+16+2+28+55+19+6+10+2+14+13+18+115;27;27;13;195,8;195,8;0,87;0,24;0,73;0,35;0,83;0,35;93;142;142,1;1;C8A Complement component C8 alpha chain;;;
17;5,42E+08;7%;9;0,75;0,85;0,43;19;5,83E+08;6%;9;0,8;0,99;1,2;20;1,72E+09;4%;7;0,77;0,8;1,1;28;1,64E+09;7%;9;0,47;0,46;0,44;21;1,87E+09;4%;7;0,36;0,54;1,06;IPI00783931;IPI00783931|IPI00022822|IPI00414694|IPI00479309|IPI00828004|IPI00796842;0+1710+17+27;0+608+31+936+20+3+35+4+40+4+7+22+17+27|0+373+31+936+20+3+35+4+40+4+7+22+17+27|0+193+31+936+20+3+35+4+40+4+7+22+17+27|0+508+20+3+35+4+40+4+7+22+17+27|0+82+20+3+35+4+40+4+7+22+17+27|0+145+20+3+35+4+40+4+7+22;8;8|9|11|17|45|36;11;192,7;192.7|192.7|192.7|179.66|179.66|158.06;0,61;0,28;0,71;0,29;0,85;0,44;93;143;143,1;1;COL18A1 Isoform 1 of Collagen alpha-1(XVIII) chain;;;
44;5,78E+08;26%;10;0,68;1,03;0,31;34;8,13E+08;25%;8;0,54;0,65;0,71;27;1,62E+09;24%;8;0,57;0,53;1,09;32;2,57E+09;27%;9;0,52;0,63;0,48;36;2,49E+09;26%;9;0,22;0,65;0,72;IPI00166392;IPI00166392|IPI00003813|IPI00942016;0+208+27+208;0+68+25+52+8+28+6+2+93+30+9+122|0+68+25+52+8+28+6+2+93+30+9+121|0+27+25+52+8+28+6+2+93+30+9+121;31;31|31|35;11;192,11;192.11|192.11|192.11;0,51;0,32;0,72;0,53;0,62;0,42;158;144;144,1;1;CADM1 Similar to Cell adhesion molecule 1 precursor;;;
33;1,25E+09;59%;9;0,75;0,8;0,35;34;1,59E+09;51%;8;0,64;0,73;0,77;41;4,66E+09;74%;11;0,62;0,56;1,04;44;5,60E+09;74%;11;0,47;0,48;0,35;45;7,55E+09;70%;10;0,26;0,63;0,86;IPI00219446;IPI00219446|IPI00795288|IPI00908746|IPI00795701;0+119+13+55;0+7+69+6+31+6+22+9+5+2+4+18+8|0+7+69+6+31+6+22+9+5+41|0+7+69+6+31+6+13+23|0+2+20+6+22+15;74;74|64|72|64;11;191,35;191.35|163.85|134|56.01;0,53;0,23;0,63;0,2;0,68;0,31;196;145;145,1;1;PEBP1 Phosphatidylethanolamine-binding protein 1;;;
20;7,94E+08;2%;7;0,76;1,22;0,63;14;1,21E+09;1%;6;0,79;1,03;1,1;14;1,16E+09;1%;7;0,66;0,85;1,19;10;2,72E+08;1%;5;0,49;0,56;0,44;24;1,92E+09;2%;10;0,42;0,72;1,01;IPI00020557;IPI00020557|IPI00448904|IPI00385568|IPI00797187;0+365+14+4165;1+30+335+14+79+10+52+12+251+10+469+14+412+25+167+22+407+13+511+8+665+5+1033|1+30+335+14+60|1+30+266|1+30+262;3;3|9|9|9;12;188,05;188.05|32.8|12.86|12.86;0,61;0,28;0,89;0,36;0,89;0,44;81;146;146,1;1;LRP1 Prolow-density lipoprotein receptor-related protein 1;;;
35;1,31E+09;15%;5;1,57;0,62;1,14;39;1,68E+09;20%;7;1,71;1,68;1,45;28;1,93E+09;17%;6;1,32;0,82;0,76;38;2,23E+09;24%;8;0,5;0,28;0,6;42;4,67E+09;27%;10;1,06;0,81;1,34;IPI00394992;IPI00394992|IPI00163207;0+106+29+499;0+40+5+61+29+1+30+43+47+114+15+2+7+4+26+76+23+4+13+94|0+40+5+61+29+1+30+43+47+114+15+2+7+4+26+76+23+4+13+36;30;30|33;11;187,94;187.94|187.94;1,21;0,59;0,86;0,59;1,08;0,48;128;147;147,1;1;PGLYRP2 Isoform 2 of N-acetylmuramoyl-L-alanine amidase;;;
36;1,13E+09;42%;8;0,7;0,47;0,44;46;2,41E+09;42%;8;0,9;1,02;0,95;43;3,97E+09;42%;9;0,74;0,79;0,88;50;4,55E+09;42%;8;0,34;0,32;0,63;59;6,87E+09;45%;10;0,33;0,58;1,08;IPI00165972;IPI00165972;0+147+21+92;0+82+101+6+18+53;45;45;10;185,57;185,57;0,56;0,35;0,62;0,37;0,83;0,44;172;148;148,1;1;CFD Complement factor D preproprotein;;;
16;3,71E+08;7%;10;0,87;1,1;0,37;15;2,03E+08;5%;8;0,53;0,82;1;20;4,63E+08;5%;8;0,66;0,5;0,93;14;4,89E+08;3%;5;0,34;0,36;0,37;15;5,49E+08;4%;5;0,33;0,63;0,83;IPI00289831;IPI00289831|IPI00332271|IPI00332273|IPI00332272|IPI00743517|IPI00299590|IPI00293275;0+477+23+1448;0+63+5+352+11+46+42+36+6+10+22+4+13+115+17+273+11+2+4+133+25+44+7+707|0+63+5+343+11+46+42+36+6+10+22+4+13+115+17+273+11+2+4+133+25+44+7+707|0+63+5+352+11+46+42+36+6+10+22+4+13+115+17+264+11+2+4+133+25+44+7+707|0+63+5+348+11+46+42+36+6+10+22+4+13+115+17+273+11+2+4+133+25+44+7+691|0+63+5+339+11+46+42+36+6+10+22+4+13+115+17+264+11+2+4+133+25+44+7+691|0+63+5+352+11+46+42+36+6+10+22+4+13+137+25+44+7+707|0+63+5+339+11+46+42+36+6+10+22+4+13+137+25+44+7+691;8;8|8|8|8|8|8|8;12;182,39;182.39|182.39|182.39|182.39|182.39|151.95|151.95;0,55;0,31;0,68;0,46;0,67;0,44;54;149;149,1;1;PTPRS Isoform PTPS of Receptor-type tyrosine-protein phosphatase S;;;
