Supplementary Table 3. A summary of the protein quantitation in AD and control CSF samples;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sathe et al., 2018. Quantitative proteomic profiling of cerebrospinal fluid to identify candidate biomarkers for Alzheimer’s disease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Significant;LOG(Pvalue);Log(Fold change);Gene Symbol;Description;emPAI;Score Sequest HT;# Peptides Sequest HT;Sum PEP Score;Coverage;# Peptides;# PSMs;# Unique Peptides;# Protein Groups;MW [kDa];calc. pI;Symbol color;Symbol type;Symbol size;Show label;Abundances (Grouped): 126;Abundances (Grouped): 127N;Abundances (Grouped): 127C;Abundances (Grouped): 128N;Abundances (Grouped): 128C;Abundances (Grouped): 129N;Abundances (Grouped): 129C;Abundances (Grouped): 130N;Abundances (Grouped): 130C;Abundances (Grouped): 131
;0,145448555;0,047871438;TGFBI;transforming growth factor-beta-induced protein ig-h3 precursor [Homo sapiens];13,065;293,05;25;119,736;36,74963397;25;79;25;1;74,6;7,71;Color2 [DarkGray];1;4;;-0,05616071;-0,03851127;-0,1417819;0,02936728;-0,1830264;0,1814924;-0,2288369;-0,1037058;0,3171106;-0,3168162
;2,884989649;0,462325944;CLU;clusterin isoform X1 [Homo sapiens];99;1885,86;25;191,99;42,11576846;25;483;25;1;57,8;6,68;Color2 [DarkGray];1;4;;-0,5265958;-0,06014284;-0,369769;-0,1403791;-0,2943073;0,02242674;0,2430349;0,2039457;0,1453407;0,3056876
;0,080531173;0,019573425;ALCAM;CD166 antigen isoform 2 precursor [Homo sapiens];14,849;274,32;24;131,47;45,61403509;24;65;24;1;63,6;7,3;Color2 [DarkGray];1;4;;0,01781853;0,06991156;-0,004472196;-0,05786971;-0,1552849;0,1757166;-0,1184869;-0,1579599;0,2013437;-0,132643
;1,352890225;0,276483504;AEBP1;adipocyte enhancer-binding protein 1 precursor [Homo sapiens];3,819;162,16;24;102,022;23,22970639;24;41;24;1;130,8;5,11;Color2 [DarkGray];1;4;;0,090057;-0,3217729;-0,3065612;-0,1055802;-0,3849407;0,08027088;0,1404853;-0,06983215;0,3128684;-0,1101729
;0,967769669;0,711613322;C9;complement component C9 precursor [Homo sapiens];16,783;471,66;24;131,897;41,68157424;24;110;24;1;63,1;5,59;Color2 [DarkGray];1;4;;-0,4284249;-1,471803;-0,05620962;-0,6635916;0,4921432;0,04754199;0,4936499;-0,4474865;0,5510066;0,7854685
;0,890713626;-0,122823209;IL6ST;interleukin-6 receptor subunit beta isoform 1 precursor [Homo sapiens];3,725;308,43;24;117,749;30,2832244;24;77;24;1;103,5;5,95;Color2 [DarkGray];1;4;;0,2912167;0,1191487;0,1791714;-0,1199529;0,1298886;-0,0716244;0,03631416;0,003909539;-0,05494523;0,07170229
;0,47331547;-0,205737996;EFEMP1;EGF-containing fibulin-like extracellular matrix protein 1 precursor [Homo sapiens];52,367;924,27;24;163,887;51,11561866;24;223;3;1;54,6;5,07;Color2 [DarkGray];1;4;;0,006519384;-0,005431449;-0,004875079;0,08093916;-0,2377848;0,2720058;-0,1824068;0,0768712;-0,6494246;-0,7063685
;0,889830215;-0,116441747;MIA3;melanoma inhibitory activity protein 3 isoform X1 [Homo sapiens];0,878;148,91;24;98,082;14,29311238;24;39;24;1;216,1;4,84;Color2 [DarkGray];1;4;;0,0772201;0,09643754;0,02493978;0,1294755;-0,1243647;0,06904767;-0,08720795;-0,1913597;-0,184881;0,01590042
;0,591436192;0,16773068;EZR;ezrin [Homo sapiens];4,337;123,11;24;77,745;33,10580205;24;37;13;1;69,4;6,27;Color2 [DarkGray];1;4;;-0,303137;-0,3299212;0,02916875;0,1692981;0,1531744;0,1890706;0,204481;0,3004932;0,03953023;-0,1763386
;1,197522323;0,279713923;MDGA1;MAM domain-containing glycosylphosphatidylinositol anchor protein 1 isoform X1 [Homo sapiens];2,942;166,74;24;112,611;31,44912641;24;41;24;1;107,3;8,18;Color2 [DarkGray];1;4;;-0,2291845;0,1600339;-0,1276183;-0,1101897;-0,2615196;0,02381914;0,1448774;0,1804208;-0,07193729;0,5529113
;1,324594952;0,200874196;ALDOC;fructose-bisphosphate aldolase C isoform X1 [Homo sapiens];41,813;302,92;24;132,035;58,79120879;24;73;18;1;39,4;6,87;Color2 [DarkGray];1;4;;0,07732899;-0,1329048;-0,1563674;-0,09952378;-0,4161035;0,01032816;-0,01718455;0,01713735;0,1095021;0,1570174
;0,061829955;0,014112642;THBS2;thrombospondin-2 precursor [Homo sapiens];3,642;192,73;24;133,526;27,64505119;24;46;23;1;129,9;4,83;Color2 [DarkGray];1;4;;0,03898561;-0,3075293;0,04365196;-0,01800688;-0,06053001;-0,01680657;0,1157587;-0,1207712;-0,03291942;-0,178127
;0,815326575;0,452480104;HRG;histidine-rich glycoprotein isoform X1 [Homo sapiens];30,623;617,9;24;133,192;43,71482176;24;164;24;1;60,5;7,44;Color2 [DarkGray];1;4;;-0,2515889;-0,2557014;-0,1641887;-0,4620973;0,4144645;-0,4165934;0,8575103;0,009298994;0,2508687;0,8422042
;0,049234153;0,026749276;SERPIND1;heparin cofactor 2 precursor [Homo sapiens];30,623;496,41;24;136,113;51,10220441;24;139;24;1;57;6,9;Color2 [DarkGray];1;4;;-0,1988806;0,04031815;-0,04552357;-0,4113223;0,2895236;-0,3628089;0,3142581;-0,4431247;0,1329571;0,1665801
;0,179295183;0,051923614;CNDP1;beta-Ala-His dipeptidase precursor [Homo sapiens];51,481;1151,65;24;184,822;56,80473373;24;309;24;1;56,7;5,3;Color2 [DarkGray];1;4;;-0,3358001;-0,01853114;0,05294311;-0,07157804;-0,1455919;-0,3528112;-0,05200331;-0,1224624;0,1981166;0,07022022
;1,31429227;0,459224722;COL4A2;collagen alpha-2(IV) chain preproprotein [Homo sapiens];1,271;135,59;24;94,873;18,86682243;24;34;24;1;167,4;8,66;Color2 [DarkGray];1;4;;0,008116378;0,02514936;-0,08358446;-0,1197639;-0,3634824;-0,1584587;0,5176817;0,8560876;0,02038962;0,5268584
;0,743429034;-0,247699824;CELSR2;cadherin EGF LAG seven-pass G-type receptor 2 precursor [Homo sapiens];0,631;156,97;24;100,426;10,5371194;24;35;24;1;317,3;5,31;Color2 [DarkGray];1;4;;0,6926017;0,038448;0,03564217;0,07687153;-0,06649492;-0,1267805;0,08252461;0,1653096;-0,3933881;-0,1890963
;0,691100413;0,151287878;GOT1;aspartate aminotransferase, cytoplasmic [Homo sapiens];19,806;299,25;24;118,463;62,22760291;24;73;24;1;46,2;7,01;Color2 [DarkGray];1;4;;-0,07813528;0,00612778;-0,3545744;0,0662597;-0,3870944;0,2077953;-0,0522097;-0,0143248;-0,1356667;0,003428696
;0,792147139;-0,224310353;LAMC3;laminin subunit gamma-3 isoform X1 [Homo sapiens];1,698;107,08;24;78,993;15,68627451;24;33;23;1;171,6;6,58;Color2 [DarkGray];1;4;;0,549533;-0,2306836;-0,01067004;0,2802528;0,3468993;0,1098211;-0,1162187;-0,1251521;-0,08895259;0,03428195
;2,009137636;-0,374055031;MDGA2;MAM domain-containing glycosylphosphatidylinositol anchor protein 2 isoform X1 [Homo sapiens];2,495;133,52;24;89,77;30,30612245;24;38;24;1;109,9;7,47;Color2 [DarkGray];1;4;;0,6412925;0,4514796;0,231542;0,09347527;0,1280768;0,02669346;-0,09688944;-0,1768249;0,02150173;-0,09888977
;0,51171081;0,173801563;ICAM5;intercellular adhesion molecule 5 isoform X1 [Homo sapiens];3,948;182,42;24;96,685;32,14285714;24;46;24;1;97,1;5,95;Color2 [DarkGray];1;4;;0,1754055;0,2259058;-0,4120242;-0,270566;-0,4280703;-0,04456701;0,1361223;-0,02930023;-0,1524287;0,2498322
;1,192234864;0,291058423;COL1A2;collagen alpha-2(I) chain precursor [Homo sapiens];2,609;451,08;24;152,552;20,27818448;24;114;24;1;129,2;8,95;Color2 [DarkGray];1;4;;-0,2599858;-0,2440913;0,2686322;-0,166968;-0,2870148;-0,03539085;0,4635256;0,07053454;0,217581;0,04961411
;0,04816807;0,027088892;SELENBP1;selenium-binding protein 1 isoform X1 [Homo sapiens];5,978;266,98;24;113,152;50,97276265;24;70;24;1;56,8;6,48;Color2 [DarkGray];1;4;;-0,4148625;0,2875293;-0,2296473;0,4741946;0,02011727;0,2965351;-0,2041359;0,01611048;0,3405029;-0,1762368
;2,20114617;0,493818505;PLOD1;procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 isoform 1 precursor [Homo sapiens];2,675;153,47;24;100,305;37,08010336;24;41;24;1;88,2;7,11;Color2 [DarkGray];1;4;;-0,2146066;-0,1218909;-0,2162442;-0,226705;0,09786416;0,1391846;0,425315;0,7880574;0,1498204;0,2851325
;1,029726054;0,197602161;HMCN1;hemicentin-1 precursor [Homo sapiens];0,264;119,77;23;93,162;5,199645075;23;31;23;1;613;6,49;Color2 [DarkGray];1;4;;-0,1207286;-0,4209288;0,01039151;-0,05066716;-0,06964543;-0,01611962;-0,1271065;0,02538376;0,2685497;0,1857249
;0,012856102;0,003561618;MAN1A1;mannosyl-oligosaccharide 1,2-alpha-mannosidase IA isoform X1 [Homo sapiens];7,577;221,03;23;108,328;27,98913043;23;63;22;1;81,3;6,51;Color2 [DarkGray];1;4;;0,07524867;0,1300049;0,08906588;-0,1076587;-0,04877515;-0,08268374;0,1424692;0,3053869;-0,1123877;-0,09709095
;0,028274307;-0,027054875;AZGP1;zinc-alpha-2-glycoprotein precursor [Homo sapiens];188,574;898,51;23;163,954;61,0738255;23;237;23;1;34,2;6,05;Color2 [DarkGray];1;4;;-0,4044209;-0,0387054;0,05494093;-0,3648401;0,8194659;-0,4852792;0,1261663;-0,6186559;0,1540427;0,7548922
;0,241267348;0,209572756;C8A;complement component C8 alpha chain preproprotein [Homo sapiens];23,621;353,32;23;146,861;48,11643836;23;83;23;1;65,1;6,47;Color2 [DarkGray];1;4;;-0,3837559;-0,1292995;0,1737101;-0,8260503;0,432145;-0,4800813;0,6084219;-0,6988668;0,180262;0,7048774
;0,636499814;0,110169898;ENO1;alpha-enolase isoform 1 [Homo sapiens];36,276;269,24;23;136,16;59,9078341;23;70;21;1;47,1;7,39;Color2 [DarkGray];1;4;;-0,09786598;-0,05792065;-0,3324819;0,05782188;-0,1383517;-0,01436363;-0,2154613;0,09514942;0,07737024;0,03935635
;0,11643174;-0,03041476;GAS6;growth arrest-specific protein 6 precursor [Homo sapiens];7,161;233,59;23;128,297;46,31268437;23;58;23;1;74,9;5,69;Color2 [DarkGray];1;4;;-0,1223437;-0,006129221;0,1234997;-0,008845212;0,08451014;-0,1607002;-0,03435582;0,245731;-0,2418947;0,1098377
;1,414537433;-0,776012229;FBLN1;fibulin-1 isoform D precursor [Homo sapiens];21,909;706,23;23;151,091;37,69559033;23;165;9;1;77,2;5,26;Color2 [DarkGray];1;4;;0,7149344;0,0457425;-0,002497974;0,00068536;0,1849746;0,06236504;-0,2498999;-0,2161568;-1,223679;-1,308852
;0,39845225;0,110169648;TMEM132A;transmembrane protein 132A isoform a precursor [Homo sapiens];7,62;320,36;23;136,674;27,83203125;23;78;23;1;110,1;5,62;Color2 [DarkGray];1;4;;0,1637185;-0,03110764;0,04921558;-0,1599756;-0,2744034;-0,2431383;0,1187174;0,3139424;-0,06470732;0,1734815
;1,422452953;0,368185459;ALDOA;fructose-bisphosphate aldolase A isoform 2 [Homo sapiens];22,357;329,17;23;121,295;46,41148325;23;74;18;1;45,2;8,25;Color2 [DarkGray];1;4;;-0,02986935;-0,1674917;-0,3376743;-0,05748576;-0,6309754;0,1660216;0,09296936;0,3084169;-0,2373154;0,2873383
;0,37437986;0,088236098;PCDH9;protocadherin-9 isoform 1 precursor [Homo sapiens];2,311;136,52;23;100,938;20,77607114;23;37;23;1;136;5,47;Color2 [DarkGray];1;4;;0,01104943;0,157272;-0,1791693;-0,1180965;-0,2058908;0,1267886;-0,09340873;-0,07733512;-0,1334579;0,2837584
;0,46208334;-0,123027147;SPON1;spondin-1 precursor [Homo sapiens];7,532;239,82;23;100,524;30,11152416;23;61;23;1;90,9;6,11;Color2 [DarkGray];1;4;;0,3837844;0,0716725;0,04237378;-0,1052893;-0,1261176;0,1306639;-0,1508621;0,1058032;-0,1375857;-0,2967311
;0,280435104;0,337344748;FGA;fibrinogen alpha chain isoform alpha-E preproprotein [Homo sapiens];7,058;257,19;23;116,818;30,48498845;23;67;23;1;94,9;6,01;Color2 [DarkGray];1;4;;-1,032382;0,3216094;-0,5858753;-1,389826;0,9630392;-0,3194019;0,3952987;-0,8892462;0,3295972;0,4470413
;0,733017358;-0,355124544;FBLN2;fibulin-2 isoform a precursor [Homo sapiens];3,394;221,77;23;112,795;24,12672624;23;54;23;1;131,8;4,86;Color2 [DarkGray];1;4;;0,7050493;0,404327;0,0787603;0,4070575;-0,05711238;0,7087649;-0,04893686;-0,1932281;-0,18292;-0,5212209
;0,044950806;0,01094627;ATP1A3;sodium/potassium-transporting ATPase subunit alpha-3 isoform 3 [Homo sapiens];2,849;128,21;23;97,647;26,9005848;23;38;12;1;113;5,38;Color2 [DarkGray];1;4;;0,2519526;-0,1025018;0,03726441;0,01138663;-0,1158012;0,1637544;0,004566472;0,08216497;0,0517458;-0,1651996
;0,411889695;0,413789561;ITIH1;inter-alpha-trypsin inhibitor heavy chain H1 isoform a precursor [Homo sapiens];18,307;475,48;23;158,38;29,6377607;23;113;23;1;101,3;6,79;Color2 [DarkGray];1;4;;-0,6691129;0,1864871;-0,2314004;-0,8171738;0,6558141;-0,7726561;1,077992;-0,4651;0,6028007;0,7505255
;1,593525535;0,525972603;A2M;alpha-2-macroglobulin isoform X1 [Homo sapiens];1,228;105,45;23;80,256;18,45238095;23;31;18;1;167,4;6,76;Color2 [DarkGray];1;4;;-0,5202846;-0,3806568;-0,00302904;-0,4084122;-0,02153688;-0,002822845;0,5074323;-0,1062713;0,7445021;0,1531031
;0,300962933;0,095704472;GALNT13;polypeptide N-acetylgalactosaminyltransferase 13 isoform 1 [Homo sapiens];7,432;173,81;22;91,3;41,18705036;22;49;19;1;64;6,83;Color2 [DarkGray];1;4;;-0,02037795;0,2564268;-0,1475536;0,02631203;-0,1293139;-0,1662769;-0,06739793;0,2572558;-0,0139224;0,4543571
;1,628849781;-0,349174357;CALR;calreticulin precursor [Homo sapiens];26,826;270,9;22;105,455;53,47721823;22;68;22;1;48,1;4,44;Color2 [DarkGray];1;4;;0,06848489;0,1084533;0,1162418;0,1761301;0,05796364;0,1608487;-0,4111751;-0,3542164;-0,09226818;-0,5217871
;0,432821518;0,091074912;HK1;hexokinase-1 isoform X3 [Homo sapiens];1,754;92,09;22;66,768;22,70833333;22;29;22;1;106,9;6,98;Color2 [DarkGray];1;4;;-0,07945114;-0,04944428;-0,1347075;0,08513333;-0,03567685;0,07203624;0,02506959;0,2543319;-0,2695602;0,1593506
;0,74502435;0,218208759;DPP3;dipeptidyl peptidase 3 isoform 1 [Homo sapiens];3,084;105,68;22;78,454;40,43419267;22;29;22;1;82,5;5,1;Color2 [DarkGray];1;4;;0,01803765;-0,1467152;-0,05317366;-0,01169965;-0,4163209;-0,2489136;0,3255323;0,3553135;-0,1599424;0,2091822
;2,152397567;-0,43797848;CANX;calnexin isoform X2 [Homo sapiens];8,152;174,29;22;82,641;37,15170279;22;44;22;1;73,4;4,65;Color2 [DarkGray];1;4;;0,09635131;0,02388766;0,116557;0,2318229;0,1542514;0,001607829;-0,3397109;-0,4618653;-0,1172686;-0,6497851
;0,599569989;0,660763109;KRT17;keratin, type I cytoskeletal 17 [Homo sapiens];5,21;147,83;22;76,444;45,37037037;22;44;9;1;48,1;5,02;Color2 [DarkGray];1;4;;-0,6893003;-0,3511311;0,6927765;-1,638663;-0,3142646;-1,229899;0,9856755;0,1473245;0,5608484;0,5392838
;0,089968803;-0,030472457;PCOLCE;procollagen C-endopeptidase enhancer 1 precursor [Homo sapiens];57,171;522,19;22;141,584;57,23830735;22;126;22;1;47,9;7,43;Color2 [DarkGray];1;4;;-0,09687565;0,1049297;-0,000605592;0,05011269;-0,1944239;0,1617167;0,05630331;-0,03601845;0,01777725;-0,4890039
;1,653937304;0,302546408;PGK1;phosphoglycerate kinase 1 [Homo sapiens];11,023;188,36;22;110,667;65,22781775;22;48;22;1;44,6;8,1;Color2 [DarkGray];1;4;;-0,154411;-0,09995005;-0,3040107;0,2544079;-0,1066156;0,2973326;0,1463496;0,3228591;0,03996908;0,2956421
;0,170167319;0,063370147;THBS4;thrombospondin-4 isoform a precursor [Homo sapiens];4,623;188,19;22;116,763;30,90530697;22;44;18;1;105,8;4,68;Color2 [DarkGray];1;4;;-0,05866138;0,2939976;0,01774599;-0,2145161;0,134854;0,5236292;-0,1681427;0,1228866;0,07173648;-0,05983868
;0,261709424;0,096849094;MASP1;mannan-binding lectin serine protease 1 isoform X1 [Homo sapiens];4,908;281,1;22;112,541;37,41496599;22;66;8;1;82,7;5,16;Color2 [DarkGray];1;4;;-0,2860662;-0,05423952;0,01955154;0,4513797;-0,002183423;0,2901018;-0,03919068;-0,130676;0,3890612;0,1033912
;0,837674963;0,118074247;CLSTN3;calsyntenin-3 isoform X1 [Homo sapiens];6,43;170,45;22;98,297;27,37603306;22;45;22;1;107;5,38;Color2 [DarkGray];1;4;;0,009174931;0,006285497;-0,04078716;0,004606246;-0,2185476;-0,1038242;0,08089298;0,2196811;-0,01269209;0,1670454
;0,329462951;0,284897324;IGFALS;insulin-like growth factor-binding protein complex acid labile subunit isoform 1 precursor [Homo sapiens];7,318;192,92;22;90,315;41,05754277;22;49;22;1;70,2;6,93;Color2 [DarkGray];1;4;;-0,5579201;0,07710517;0,005905819;-0,7347177;0,2883274;-0,9552169;0,112697;-0,1309441;0,5827117;0,8939394
;1,586978702;0,25487108;HEXB;beta-hexosaminidase subunit beta isoform 1 preproprotein [Homo sapiens];13,678;222,52;22;101,436;39,74820144;22;66;21;1;63,1;6,76;Color2 [DarkGray];1;4;;-0,04408161;0,04223883;-0,2371714;-0,1515027;-0,1414889;-0,0817531;0,0303307;0,1745742;0,2442928;0,374905
;0,360512501;0,096406263;SEMA3G;semaphorin-3G precursor [Homo sapiens];3,739;175,25;22;90,675;37,08439898;22;48;22;1;86,6;7,78;Color2 [DarkGray];1;4;;0,3142987;-0,1781475;0,02183109;-0,05414756;0,03998681;-0,138682;0,07877219;0,3435051;0,06759766;0,27466
;1,03379467;-0,176707312;SPOCK1;testican-1 precursor [Homo sapiens];27,184;332,33;22;119,33;59,68109339;22;79;21;1;49,1;6,1;Color2 [DarkGray];1;4;;0,3272341;-0,000791423;0,2481507;0,09351218;-0,1055551;-0,07906023;-0,05867222;-0,1414785;0,1131549;-0,1549301
;0,559948828;0,20003209;MCAM;cell surface glycoprotein MUC18 precursor [Homo sapiens];9;315,03;22;124,15;40,55727554;22;77;22;1;71,6;5,76;Color2 [DarkGray];1;4;;-0,2210889;-0,01867156;-0,004001216;0,1427661;0,1247276;0,5715387;0,1063559;0,4078593;-0,3490443;0,287183
;0,383156751;0,24901216;FBLN1;fibulin-1 isoform C precursor [Homo sapiens];23,621;718,17;22;148,042;35,87115666;22;172;8;1;74,4;5,29;Color2 [DarkGray];1;4;;0,2998461;0,03308889;-0,3144929;-0,1282796;-0,2015948;0,2190837;0,6241266;0,9019777;-0,2718857;-0,5396737
;1,990542996;-0,566114531;HSP90AA1;heat shock protein HSP 90-alpha isoform 1 [Homo sapiens];2,639;109,7;21;88,236;25,76112412;21;28;15;1;98,1;5,16;Color2 [DarkGray];1;4;;0,2588436;-0,1443393;0,5155603;0,5963067;0,6162369;-0,09282087;-0,3722304;-0,04862928;-0,0162285;-0,4580556
;0,404692968;0,411875144;ITIH3;inter-alpha-trypsin inhibitor heavy chain H3 isoform X1 [Homo sapiens];5,661;194,31;21;115,068;26,95187166;21;51;21;1;104,7;6,1;Color2 [DarkGray];1;4;;-0,8048848;0,1695004;-0,369609;-0,8338076;0,9030508;-0,5995951;0,4909087;-0,1799175;0,1353113;1,276918
;0,038662395;-0,040754271;F13B;coagulation factor XIII B chain precursor [Homo sapiens];5,723;167,93;21;93,882;42,20877458;21;42;21;1;75,5;6,39;Color2 [DarkGray];1;4;;-0,3198546;0,1891073;0,1952424;-0,5629922;0,804926;-0,3983673;1,010845;-0,5037054;-0,2961886;0,2900736
;0,671944007;-0,207739127;LRRC4B;leucine-rich repeat-containing protein 4B isoform X1 [Homo sapiens];9;228,31;21;109,33;32,67882188;21;58;17;1;76,4;7,23;Color2 [DarkGray];1;4;;0,1992954;0,3692394;-0,1389744;0,1267892;-0,1036039;0,1192225;-0,3216558;-0,3156629;0,2295898;-0,2974435
;0,078657342;0,043858875;GPC1;glypican-1 precursor [Homo sapiens];9;184,68;21;100,602;47,84946237;21;44;21;1;61,6;7,3;Color2 [DarkGray];1;4;;0,1723184;0,3907312;-0,3870005;0,1481555;-0,4652309;0,0406419;-0,1386897;-0,1805445;-0,08761588;0,4444762
;0,044651239;-0,024003757;CLSTN2;calsyntenin-2 precursor [Homo sapiens];4,908;158,11;21;87,397;21,2565445;21;45;21;1;106,9;5,39;Color2 [DarkGray];1;4;;0,2296963;-0,03223355;0,02199268;-0,02270217;-0,02640081;0,0804176;-0,1618152;-0,3725607;-0,1779277;0,6822197
;0,663601895;0,367735709;CHI3L1;chitinase-3-like protein 1 isoform X1 [Homo sapiens];27,48;555,48;21;139,946;63,49614396;21;136;21;1;43,2;8,46;Color2 [DarkGray];1;4;;0,2690475;-0,1130068;-0,3183842;-0,2889147;-0,864184;0,07077757;-0,6616682;0,3268445;0,5162614;0,2710211
;1,930015855;-0,272053611;PCDH1;protocadherin-1 isoform X1 [Homo sapiens];2,615;178,16;20;95,487;15,76893052;20;46;20;1;138,7;5,17;Color2 [DarkGray];1;4;;0,267451;0,1925293;0,1868143;-0,000733779;-0,04625522;0,01104636;-0,3301217;-0,1491453;-0,08168403;-0,2105579
;0,556201551;0,136703079;ATP1A1;sodium/potassium-transporting ATPase subunit alpha-1 isoform a [Homo sapiens];2,252;93,72;20;81,002;23,75366569;20;29;9;1;112,8;5,49;Color2 [DarkGray];1;4;;0,05794794;-0,3037858;0,03732006;-0,01118133;0,0659272;-0,07806566;-0,06483953;0,3169125;0,3525796;0,003156553
;0,275745363;-0,102109098;AGT;angiotensinogen preproprotein [Homo sapiens];112,646;841,88;20;156,717;45,77319588;20;225;20;1;53,1;6,32;Color2 [DarkGray];1;4;;0,1653415;0,5617017;-0,2871614;0,2243238;-0,03733068;-0,06129174;0,04696627;-0,1793147;0,1229291;0,1870404
;0,989759508;0,280179827;TRHDE;thyrotropin-releasing hormone-degrading ectoenzyme [Homo sapiens];1,61;89,69;20;57,664;21,19140625;20;26;20;1;116,9;6,99;Color2 [DarkGray];1;4;;0,01745088;0,1885849;-0,4429472;-0,380621;-0,2859244;-0,1648313;0,0385334;0,07858263;0,1456082;0,3995494
;0,44366592;0,093815558;SEZ6;seizure protein 6 homolog isoform X1 [Homo sapiens];7,432;265,94;20;102,264;24,88350419;20;60;20;1;115,5;5,77;Color2 [DarkGray];1;4;;-0,1659152;0,03533626;-0,1192579;-0,007067799;-0,1430418;0,169176;0,004014161;-0,03212311;-0,2848782;0,2129425
;0,851059404;0,238255106;ACE;angiotensin-converting enzyme isoform 1 precursor [Homo sapiens];1,754;126,17;20;72,601;15,54364472;20;38;20;1;149,6;6,39;Color2 [DarkGray];1;4;;-0,07747648;0,2008118;-0,2320761;-0,344689;-0,376748;0,07981337;0,1096831;-0,268768;0,07766915;0,3627002
;0,515254511;-0,10855021;CANT1;soluble calcium-activated nucleotidase 1 isoform X1 [Homo sapiens];11,328;166,71;20;89,803;56,6084788;20;45;20;1;44,8;6,09;Color2 [DarkGray];1;4;;0,2377564;0,2964595;-0,03350388;-0,03127503;-0,1391255;0,1093003;-0,1073104;-0,0840343;0,04070828;-0,1711034
;0,357900605;-0,090821118;GDI1;rab GDP dissociation inhibitor alpha [Homo sapiens];17,233;242,39;20;124,223;58,61297539;20;62;13;1;50,6;5,14;Color2 [DarkGray];1;4;;0,1556734;0,0112264;-0,02208828;0,3099757;-0,01842845;0,2790983;-0,2337543;0,1160875;-0,1292012;-0,04997716
;0,012410622;-0,003449686;DPP10;inactive dipeptidyl peptidase 10 isoform c [Homo sapiens];1,738;110,08;20;66,772;26,625;20;33;18;1;91,1;6,33;Color2 [DarkGray];1;4;;0,2691745;0,2516406;-0,0915655;-0,140856;-0,04315391;0,1297312;0,0198357;-0,05626917;0,01085468;0,1238388
;3,095524018;-0,275909267;GLG1;Golgi apparatus protein 1 isoform 1 precursor [Homo sapiens];1,154;145,92;20;75,266;17,53948462;20;38;20;1;137,1;6,9;Color2 [DarkGray];1;4;;0,2078526;0,2014062;0,1000665;0,1480172;0,04438562;0,001027574;-0,1788443;-0,1388111;-0,1028034;-0,2583869
;0,065348249;-0,056371057;F11;coagulation factor XI preproprotein [Homo sapiens];3,453;135,89;20;87,345;33,12;20;39;20;1;70,1;8,1;Color2 [DarkGray];1;4;;-0,2140481;0,07842822;0,1467304;-0,3597192;0,6370532;-0,3726049;0,9240915;-0,3549189;0,217408;-0,4073864
;0,164931789;0,040263959;FSTL1;follistatin-related protein 1 precursor [Homo sapiens];10,103;213,91;20;89,714;64,61038961;20;52;20;1;35;5,52;Color2 [DarkGray];1;4;;-0,03237187;-0,1410223;0,02017255;-0,08242979;-0,04131499;0,1091386;-0,1308017;0,004799782;0,233093;-0,2918763
;0,493450721;-0,074755392;PRKCSH;glucosidase 2 subunit beta isoform 3 precursor [Homo sapiens];30,623;177,66;20;87,294;30,09345794;20;51;20;1;60,2;4,41;Color2 [DarkGray];1;4;;0,04861209;0,1554921;0,003768545;-0,006709918;-0,1519329;0,09450364;-0,006811779;-0,114865;-0,2004762;-0,09689771
;0,169826775;0,183636606;F12;coagulation factor XII preproprotein [Homo sapiens];4,878;199,28;20;73,808;36,74796748;20;55;20;1;67,7;7,74;Color2 [DarkGray];1;4;;-0,360576;-0,9588144;0,2254193;-0,4737798;0,8201247;-0,5543085;0,5882362;-0,7923678;0,4281602;0,5008367
;0,255578114;-0,075048807;EPHA4;ephrin type-A receptor 4 isoform a precursor [Homo sapiens];4,179;615,25;20;145,214;23,63083164;20;129;19;1;109,8;6,61;Color2 [DarkGray];1;4;;0,2656773;0,1181208;0,109142;-0,1785916;-0,2224161;0,09402177;-0,2509176;0,1472177;-0,1921248;-0,08150877
;0,971431697;0,159411937;PLOD3;procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 precursor [Homo sapiens];2,455;99,76;20;65,594;27,37127371;20;29;20;1;84,7;6,05;Color2 [DarkGray];1;4;;0,000477689;-0,04079954;-0,2131848;0,08320337;-0,06805593;0,1375395;0,08796373;0,3464489;0,09910923;-0,1123609
;0,091473929;0,03753729;SERPINF1;pigment epithelium-derived factor precursor [Homo sapiens];62,096;862,21;20;139,31;46,6507177;20;247;20;1;46,3;6,38;Color2 [DarkGray];1;4;;-0,1045216;0,3718064;0,007116432;-0,1482343;0,1608007;0,2558036;-0,1231758;0,1993539;0,3800833;-0,2374108
;1,808959283;0,293656001;FAT1;protocadherin Fat 1 isoform X2 [Homo sapiens];0,331;87,94;20;67,927;4,891304348;20;27;20;1;507,2;5;Color2 [DarkGray];1;4;;-0,1013915;-0,03990356;-0,2720083;0,002380167;-0,03055709;-0,02254599;0,3685853;0,3245043;0,03353172;0,3227244
